"position","displayName","route","nflId_def","eps_zone_coverage","zone_covers","accurate_targets","completions_allowed","PB","INT","T","FF","eps_closing","eps_ball_skills","eps_tackling","eps_zone_coverage_no_tackling"
"SS","T.J. McDonald","CROSS",2539309,0.0892849534110961,31,1,1,0,0,1,0,0.093806913066102,0.002152200142015,-0.00667415979702092,0.095959113208117
"CB","K'Waun Williams","CROSS",2550654,0.0858315146246345,29,0,0,0,0,1,0,0,0,0.0858315146246345,0
"CB","Rashaan Melvin","CROSS",2541200,0.0835215931660438,10,0,0,0,0,0.5,0,0,0,0.0835215931660438,0
"FS","Glover Quin","CROSS",71441,0.082389222782744,33,1,0,1,0,0,0,0.431866813183626,-0.349477590400882,0,0.082389222782744
"FS","Jordan Lucas","CROSS",2555542,0.0665641560067422,15,1,1,0,0,1,0,0.0378798328546778,0.0341177253637149,-0.00543340221165047,0.0719975582183927
"LB","Foye Oluokun","CROSS",2561132,0.0628751131932081,33,1,0,0,0,1,0,-0.0966831184094249,0.631573720363092,-0.472015488760459,0.534890601953667
"MLB","Jarrad Davis","CROSS",2557855,0.0621232360679839,78,2,2,0,0,1,0,0.333333414399693,0.0889354041016399,-0.360145582433349,0.422268818501333
"CB","David Amerson","CROSS",2540170,0.058236539685146,7,1,1,0,0,1,0,-0.117723224135797,0.045741656681047,0.130218107139896,-0.07198156745475
"OLB","Anthony Barr","CROSS",2543459,0.0559118163707893,46,0,0,0,0,1,0,0,0,0.0559118163707893,0
"OLB","Alex Anzalone","CROSS",2558163,0.0499600252049722,33,2,2,0,0,1,0,0.0317215313253922,0.332644743215678,-0.314406249336098,0.36436627454107
"SS","Marqui Christian","CROSS",2556277,0.0454366766970523,14,1,1,0,0,1,0,0.165511101645595,-0.162294867818408,0.0422204428698653,0.003216233827187
"OLB","Kyle Van Noy","CROSS",2543699,0.0435297718104458,36,2,2,0,0,1.5,0,-0.196338532263766,0.202877498956888,0.0369908051173238,0.00653896669312201
"ILB","Nate Stupar","CROSS",2533459,0.034149961659578,3,1,1,0,0,0,0,-0.119032348204958,0.153182309864536,0,0.034149961659578
"SS","Tony Jefferson","CROSS",2540164,0.0038575897601723,29,1,1,0,0,0,0,-0.0208135643273077,0.02467115408748,0,0.0038575897601723
"CB","Jimmy Smith","CROSS",2508107,-0.00249128812283794,15,0,0,0,0,1,0,0,0,-0.00249128812283794,0
"SS","Justin Reid","CROSS",2560851,-0.0185927943447611,18,1,1,0,0,1,0,0.0453154600322067,-0.127896576449517,0.0639883220725492,-0.0825811164173103
"SS","Deshazor Everett","CROSS",2553710,-0.0312013844041938,4,0,0,0,0,0,0,0,0,-0.0312013844041938,0
"OLB","K.J. Wright","CROSS",2495252,-0.050240689583496,23,1,1,0,0,0,0,0.10972564814639,-0.159966337729886,0,-0.050240689583496
"LB","Ja'Whaun Bentley","CROSS",2561143,-0.0580380823667163,7,1,1,0,0,0.5,0,0.0703322662488187,0.11071095963126,-0.239081308246795,0.181043225880079
"CB","Ryan Smith","CROSS",2555552,-0.0652367853885629,13,1,1,0,0,1,0,-0.0208976483956406,-0.044982078644033,0.000642941651110673,-0.0658797270396736
"CB","Torry McTyer","CROSS",2559053,-0.066221750342127,8,1,1,0,0,0,0,0.11508238948521,-0.181304139827337,0,-0.066221750342127
"CB","Steven Nelson","CROSS",2552265,-0.068689336520637,24,3,3,0,0,2,0,-0.734379367625972,0.431466863999922,0.234223167105413,-0.30291250362605
"FS","Lamarcus Joyner","CROSS",2543492,-0.098996377538168,37,2,2,0,0,1,0,-0.086717989968789,-0.610386033274488,0.598107645705109,-0.697104023243277
"CB","Sherrick McManis","CROSS",494289,-0.103834866024769,12,1,1,0,0,1,0,-0.0955718391407986,-0.037395839549496,0.0291328126655254,-0.132967678690295
"OLB","Tahir Whitehead","CROSS",2532986,-0.104355861356459,64,4,4,0,0,1,0,0.123388420567833,0.185214146188828,-0.41295842811312,0.308602566756661
"CB","Chidobe Awuzie","CROSS",2557840,-0.107457570084421,12,0,0,0,0,0,0,-0.107457570084421,0,0,-0.107457570084421
"MLB","Manti Te'o","CROSS",2539277,-0.118917041667209,10,1,1,0,0,1,0,-0.00571885698701502,0.149008661767822,-0.262206846448016,0.143289804780807
"SS","Shawn Williams","CROSS",2539233,-0.124778878398904,52,2,2,0,0,2.5,0,0.236644103174808,-0.291379671984923,-0.0700433095887891,-0.054735568810115
"MLB","Preston Brown","CROSS",2543814,-0.125193365345667,23,0,0,0,0,1,0,0,0,-0.125193365345667,0
"MLB","Dont'a Hightower","CROSS",2533057,-0.130695985644809,43,0,0,0,0,1,0,0,0,-0.130695985644809,0
"OLB","Barkevious Mingo","CROSS",2540140,-0.137485032840883,33,2,2,0,0,1,0,0.0301482439582477,-0.255479030476483,0.0878457536773526,-0.225330786518235
"OLB","Clay Matthews","CROSS",80431,-0.142574021609229,7,0,0,0,0,0,0,0,0,-0.142574021609229,0
"SS","Andrew Sendejo","CROSS",2525323,-0.149539458606154,6,1,1,0,0,1,0,-0.0106457112517634,-0.139145991141128,0.000252243786737383,-0.149791702392891
"ILB","Julian Stanford","CROSS",2535867,-0.165134638793663,3,0,0,0,0,0,0,-0.165134638793663,0,0,-0.165134638793663
"LB","Nate Gerry","CROSS",2558175,-0.169857630002217,13,0,0,0,0,0.5,0,0,0,-0.169857630002217,0
"OLB","Reuben Foster","CROSS",2557837,-0.177329695526814,23,3,3,0,0,2,0,0.0486440139495787,0.234579536688979,-0.460553246165372,0.283223550638558
"SS","Rafael Bush","CROSS",2507817,-0.180418512585948,21,1,1,0,0,0,0,0.0412392304500737,-0.325242049560954,0.103584306524932,-0.28400281911088
"SS","Sharrod Neasman","CROSS",2556443,-0.190383237499498,17,0,0,0,0,1,0,0,0,-0.190383237499498,0
"CB","Akeem King","CROSS",2553456,-0.20401450625807,2,0,0,0,0,1,0,0,0,-0.20401450625807,0
"LB","Leighton Vander Esch","CROSS",2560908,-0.206256434212952,51,4,4,0,0,2.5,0,0.13148045944738,0.714615874339198,-1.05235276799953,0.846096333786578
"OLB","Devon Kennard","CROSS",2543869,-0.20948029724709,13,2,2,0,0,0.5,0,0.0543049703082411,-0.594742237436169,0.330956969880838,-0.540437267127928
"ILB","Zach Cunningham","CROSS",2558094,-0.217428561570457,35,2,2,0,0,1,0,0.107598139659985,-0.377702699874278,0.0526759986438359,-0.270104560214293
"OLB","Kamu Grugier-Hill","CROSS",2556363,-0.233141859887013,17,1,1,0,0,0,0,0.278275315018303,0.048070686571196,-0.559487861476512,0.326346001589499
"LB","Elijah Lee","CROSS",2558121,-0.235583046132131,33,1,1,0,0,1,0,0.0219392179390659,-0.617528943657185,0.360006679585988,-0.595589725718119
"CB","Johnathan Joseph","CROSS",2495872,-0.24065766212544,16,0,0,0,0,0,0,-0.24065766212544,0,0,-0.24065766212544
"FS","Corey Graham","CROSS",2495613,-0.241261711943233,33,2,2,0,0,1,0,0.346852548859085,-0.177858536339954,-0.410255724462364,0.168994012519131
"S","Terrell Edmunds","CROSS",2560712,-0.252055333907577,39,3,3,0,0,3,0,0.190320183027975,-0.59224167378628,0.149866156850728,-0.401921490758305
"FS","Clayton Fejedelem","CROSS",2555355,-0.275828602963454,9,1,1,0,0,0.5,0,-0.0770687848351117,-0.12578386426333,-0.0729759538650123,-0.202852649098442
"FS","Earl Thomas","CROSS",2508080,-0.278360342519998,8,1,1,0,0,0,0,0.103723671402999,-0.34053328572794,-0.0415507281950567,-0.236809614324941
"CB","Xavien Howard","CROSS",2555539,-0.284326354440886,15,0,0,0,0,1,0,0,0,-0.284326354440886,0
"SS","Karl Joseph","CROSS",2555342,-0.293279826779063,17,1,1,0,0,0,0,0.126969288151805,-0.800465911259933,0.380216796329065,-0.673496623108128
"ILB","Todd Davis","CROSS",2550930,-0.299179672566352,45,3,3,0,0,1,0,-0.189950257692819,-0.114335402177649,0.005105987304116,-0.304285659870468
"FS","Budda Baker","CROSS",2558009,-0.29920448633664,31,1,1,0,0,1,0,0.0229745298743321,-0.198859297549604,-0.123319718661368,-0.175884767675272
"ILB","Jayon Brown","CROSS",2558005,-0.304857904771108,48,3,2,0,0,0.5,0,-0.202607753014456,0.0629868778236665,-0.165237029580319,-0.139620875190789
"FS","Will Parks","CROSS",2556278,-0.307850577877969,21,1,1,0,0,1,0,0.0245690967022072,-0.245133694611442,-0.0872859799687344,-0.220564597909235
"OLB","Za'Darius Smith","CROSS",2552279,-0.312543352999536,8,1,1,0,0,1,0,-0.213640021347489,-0.535834191609935,0.436930859957888,-0.749474212957424
"ILB","Mason Foster","CROSS",2495281,-0.321157076880023,72,5,5,0,0,1.5,0,-0.0707600318125148,-0.999554728737842,0.749157683670334,-1.07031476055036
"CB","Taron Johnson","CROSS",2560766,-0.322607550937813,22,0,0,0,0,0,0,0,0,-0.322607550937813,0
"LB","Joel Iyiegbuniwe","CROSS",2560750,-0.324805147177778,3,1,1,0,0,0,0,0.110412717752916,-0.194628851378763,-0.240589013551931,-0.084216133625847
"CB","Richard Sherman","CROSS",2495507,-0.325583817809556,15,1,1,0,0,1,0,-0.0707182391227168,0.139456248788436,-0.394321827475275,0.0687380096657192
"OLB","Jatavis Brown","CROSS",2556148,-0.326360296162077,49,2,2,0,0,3,0,-0.129850831153454,-0.678280773600068,0.481771308591445,-0.808131604753522
"MLB","Hayes Pullard","CROSS",2552313,-0.329390535971433,9,1,1,0,0,1,0,0.0814451558289643,-0.10671507714231,-0.304120614658087,-0.0252699213133457
"FS","Vonn Bell","CROSS",2555530,-0.33415300063557,42,2,2,0,0,4,0,0.443653132760343,-0.691060691035932,-0.0867454423599811,-0.247407558275589
"CB","Carlton Davis","CROSS",2561039,-0.341457337971009,20,1,1,0,0,0,0,-0.0894006564133634,-0.099474150684166,-0.15258253087348,-0.188874807097529
"CB","Kyle Fuller","CROSS",2543681,-0.343371055532795,29,1,1,0,0,1,0,-0.195880211601997,-0.226592418321059,0.0791015743902608,-0.422472629923056
"SS","Patrick Chung","CROSS",71251,-0.343853172647741,45,1,1,0,0,3,0,0.0814629272149788,0.081777949547033,-0.507094049409753,0.163240876762012
"FS","Tyrann Mathieu","CROSS",2540180,-0.358517110370025,43,1,1,0,0,4,0,0.029276173007722,-0.413077874150198,0.025284590772451,-0.383801701142476
"DB","J.C. Jackson","CROSS",2560754,-0.360446054720139,7,0,0,0,0,1,0,0,0,-0.360446054720139,0
"CB","Kareem Jackson","CROSS",496735,-0.360564210180866,30,1,1,0,0,1,0,-0.251704683249356,-0.175967320737262,0.0671077938057525,-0.427672003986618
"CB","Ronald Darby","CROSS",2552689,-0.365365799495891,10,0,0,0,0,2,0,0,0,-0.365365799495891,0
"SS","Damontae Kazee","CROSS",2558184,-0.379440410793026,21,1,1,0,0,1,0,-0.106131053625102,0.198605075015399,-0.471914432183323,0.092474021390297
"CB","DeShawn Shead","CROSS",2535609,-0.388596807682687,5,1,1,0,0,0,0,-0.144581779465151,-0.473918970740013,0.229903942522477,-0.618500750205164
"ILB","Deone Bucannon","CROSS",2543769,-0.394401461775022,21,1,1,0,0,2,1,-0.126590385434943,0.544305799131997,-0.812116875472076,0.417715413697054
"LB","Jason Cabinda","CROSS",2560986,-0.416743801470287,9,1,1,0,0,0,0,-0.25960188562818,-0.264750846120417,0.10760893027831,-0.524352731748597
"ILB","Terrance Smith","CROSS",2556775,-0.446454826760668,14,1,1,0,0,0,0,0.00805153829017208,-0.695600690404558,0.241094325353718,-0.687549152114386
"OLB","Nigel Bradham","CROSS",2532800,-0.454084456415381,57,1,1,0,0,1,0,0.203279550494598,0.0665540627903346,-0.723918069700314,0.269833613284933
"FS","Devin McCourty","CROSS",494287,-0.45440226320607,50,1,1,0,0,1,0,-0.0635297516821131,-0.402137827191899,0.0112653156679426,-0.465667578874012
"ILB","Derrick Johnson","CROSS",2506353,-0.499577038622564,14,1,1,0,0,1,0,0.0864883150274099,-0.694247152404425,0.108181798754451,-0.607758837377015
"LB","Kenny Young","CROSS",2560947,-0.501937098187309,24,2,2,0,0,0,0,0.281942028833296,-0.682470016382964,-0.101409110637641,-0.400527987549668
"CB","Bryce Callahan","CROSS",2553500,-0.508717941725404,22,1,1,0,0,0.5,0,-0.321909456387682,-0.128571892987623,-0.0582365923500988,-0.450481349375305
"FS","Curtis Riley","CROSS",2553822,-0.509224275398741,33,1,1,0,0,2,0,-0.514620847816156,0.0755594922441281,-0.0701629198267132,-0.439061355572028
"SS","Jordan Richards","CROSS",2552392,-0.532518324439297,15,1,1,0,0,1,0,-0.0440582838449908,0.595000335454594,-1.0834603760489,0.550942051609603
"FS","Jermaine Whitehead","CROSS",2552697,-0.556692598752285,13,1,1,0,0,0,0,-0.138763560043374,0.060639992327132,-0.478569031036043,-0.0781235677162421
"CB","Trumaine Johnson","CROSS",2532877,-0.556869356672345,15,1,1,0,0,2,0,-0.102546823986285,-0.48120373653294,0.02688120384688,-0.583750560519225
"CB","Isaiah Oliver","CROSS",2560830,-0.562288071760431,5,1,1,0,0,1,0,-0.613128140045761,-0.00803366246134707,0.0588737307466766,-0.621161802507108
"ILB","Denzel Perryman","CROSS",2552310,-0.568839993026759,19,1,1,0,0,0,0,0.126137674680525,-0.069072404337023,-0.625905263370261,0.0570652703435021
"CB","Dexter McDougle","CROSS",2543608,-0.573453666787254,5,1,1,0,0,1,0,0.0726755960496344,0.148523017874385,-0.794652280711273,0.221198613924019
"MLB","Jordan Hicks","CROSS",2552315,-0.583777222594292,49,0,0,0,0,1,0,0,0,-0.583777222594292,0
"ILB","Matthew Adams","CROSS",2561149,-0.593074877795028,7,1,1,0,0,1,0,0.305552377299462,-0.30261921924905,-0.59600803584544,0.00293315805041194
"ILB","Kevin Pierre-Louis","CROSS",2543563,-0.596312451824743,1,1,1,0,0,1,0,-0.217869031500614,-0.43037062684966,0.051927206525531,-0.648239658350274
"SS","Jamal Adams","CROSS",2557979,-0.598694620967351,44,0,0,0,0,1,0,0,0,-0.598694620967351,0
"CB","Nick Nelson","CROSS",2560819,-0.617677775484745,14,1,1,0,0,0,0,-0.214572936846168,-0.193042388036628,-0.210062450601949,-0.407615324882796
"ILB","Haason Reddick","CROSS",2557887,-0.677916810562909,40,1,1,0,0,0,0,-0.492530966208163,-0.0255290273106099,-0.159856817044136,-0.518059993518773
"CB","Dre Kirkpatrick","CROSS",2533060,-0.699524391431528,16,2,1,0,0,1,0,-0.526781693582184,-0.236899544992603,0.0641568471432592,-0.763681238574787
"LB","Oren Burks","CROSS",2560984,-0.710184515192297,9,1,1,0,0,1,0,-0.516384819531081,-0.261262711365837,0.0674630157046207,-0.777647530896918
"OLB","Telvin Smith","CROSS",2543711,-0.728417001806902,74,4,3,0,0,0,0,-0.593131166805493,0.0138548278864221,-0.149140662887831,-0.579276338919071
"S","Jessie Bates","CROSS",2560970,-0.737742888814276,44,3,3,0,0,4,0,0.0209197968432024,-0.296184633121438,-0.46247805253604,-0.275264836278236
"FS","Jaquiski Tartt","CROSS",2552391,-0.759781481894686,28,0,0,0,0,1.5,0,0,0,-0.759781481894686,0
"CB","Sidney Jones","CROSS",2557958,-0.77445500175289,17,1,1,0,0,1,0,-0.193470357473915,-0.684899367099985,0.10391472282101,-0.8783697245739
"CB","Donte Jackson","CROSS",2560753,-0.809201826701668,19,2,2,0,0,3,0,-0.724847467361657,-0.894031680793569,0.809677321453558,-1.61887914815523
"FS","Kevin Byard","CROSS",2555158,-0.824837356837247,32,2,2,0,0,2,0,0.125497447864194,-0.904239280374185,-0.0460955243272565,-0.778741832509991
"ILB","Kamalei Correa","CROSS",2555339,-0.829559580482496,4,1,1,0,0,0,0,0.867816852972736,0.629966295829748,-2.32734272928498,1.49778314880248
"CB","Darqueze Dennard","CROSS",2543474,-0.838148644821684,38,4,4,0,0,4,0,-0.885174243699773,0.292635569669978,-0.245609970791889,-0.592538674029795
"CB","Buster Skrine","CROSS",2495343,-0.844507769290119,39,2,2,0,0,1,0,-0.324546129289222,0.0572795801630828,-0.57724122016398,-0.267266549126139
"ILB","C.J. Mosley","CROSS",2543464,-0.848777193920264,61,3,3,0,0,2.5,0,-0.521806686122167,0.212623933963888,-0.539594441761985,-0.309182752158279
"ILB","L.J. Fort","CROSS",2535613,-0.871928328459606,17,2,2,0,0,1,0,-0.0707786969396265,-0.80977495302792,0.00862532150794068,-0.880553649967546
"OLB","Jordan Evans","CROSS",2558801,-0.880987359863811,25,1,1,0,0,0,0,-0.397332870565764,-0.45529103618548,-0.0283634531125672,-0.852623906751244
"DE","Justin Houston","CROSS",2495493,-0.883332247893007,9,1,1,0,0,0,0,-0.366163370508925,-0.43870631210686,-0.0784625652772215,-0.804869682615785
"SS","Quandre Diggs","CROSS",2552262,-0.888704220035646,42,3,3,0,0,3,0,-1.03181057276031,-0.490952918574018,0.634059271298682,-1.52276349133433
"FS","Xavier Woods","CROSS",2558159,-0.921743248832914,38,2,2,0,0,1.5,0,0.00773743771845381,-0.723941542261191,-0.205539144290177,-0.716204104542737
"CB","Cameron Sutton","CROSS",2558849,-1.03365161721324,6,2,2,0,0,1,0,-0.517161919400984,-0.52109104022408,0.0046013424118263,-1.03825295962506
"OLB","Matt Milano","CROSS",2557969,-1.06359348632736,37,1,1,0,0,0.5,0,-0.227133364230319,-0.66309098858335,-0.173369133513689,-0.890224352813669
"FS","Jordan Poyer","CROSS",2539290,-1.07035642459635,40,1,1,0,0,1,0,0.0632458187031124,0.358688343644146,-1.49229058694361,0.421934162347258
"FS","Kendrick Lewis","CROSS",494277,-1.0948711835743,13,0,0,0,0,0,0,-1.0948711835743,0,0,-1.0948711835743
"ILB","Danny Trevathan","CROSS",2532961,-1.10953146241034,72,4,3,1,0,1,0,0.407194094619342,-1.18726097058963,-0.329464586440057,-0.780066875970288
"OLB","Ben Gedeon","CROSS",2558033,-1.12686831362151,15,3,3,0,0,1,0,0.159101203467249,-1.84052797673004,0.554558459641282,-1.68142677326279
"SS","Bradley McDougald","CROSS",2539243,-1.14055919288102,43,5,5,0,0,4,0,-0.302139989552106,1.04889411970739,-1.8873133230363,0.746754130155284
"FS","Marcus Williams","CROSS",2558847,-1.15090714826983,30,1,1,0,0,1,0,-0.367961994969586,-0.88676191056586,0.103816757265613,-1.25472390553545
"CB","Phillip Gaines","CROSS",2543851,-1.18458005448412,13,1,1,0,0,1,0,-0.432489982276497,-0.80471916290258,0.0526290906949605,-1.23720914517908
"CB","Orlando Scandrick","CROSS",2307,-1.19137827096533,17,1,1,0,0,0,0,-0.436216455180422,-0.75516181578491,0,-1.19137827096533
"MLB","Jaylon Smith","CROSS",2555310,-1.19307772831024,78,1,1,0,0,0,0,0,0.754892632570089,-1.94797036088033,0.754892632570089
"SS","Eric Reid","CROSS",2540152,-1.21790810634495,29,3,2,1,0,2,0,-0.438666204797637,-0.416894180104401,-0.362347721442914,-0.855560384902038
"LB","Rashaan Evans","CROSS",2560718,-1.22154842735721,27,2,2,0,0,1,0,-1.02900328161839,-0.119736510210514,-0.0728086355283069,-1.1487397918289
"CB","Joe Haden","CROSS",496733,-1.33171800400857,12,1,1,0,0,0,0,-0.718584089120404,-0.613133914888171,0,-1.33171800400857
"FS","Jimmie Ward","CROSS",2543741,-1.33306447094499,14,0,0,0,0,2,0,0,0,-1.33306447094499,0
"ILB","Wesley Woodyard","CROSS",2354,-1.3601226448895,51,5,4,0,0,2,0,0.181816039602703,-0.51005974865463,-1.03187893583757,-0.328243709051927
"LB","Austin Calitro","CROSS",2558925,-1.3734986252862,22,1,1,0,0,0,0,-0.577543764988177,-0.827597676491103,0.0316428161930784,-1.40514144147928
"CB","Quenton Meeks","CROSS",2560808,-1.38547851274171,1,1,1,0,0,1,0,0.104790630182335,-1.49706294513562,0.00679380221157322,-1.39227231495329
"SS","John Johnson","CROSS",2558183,-1.41956384667553,27,4,2,1,0,2,0,0.0888116987378503,-4.49039038982758,2.9820148444142,-4.40157869108973
"LB","Alec Ogletree","CROSS",2540143,-1.49594759015305,49,3,3,0,0,1,0,0.587253466839912,-0.827171976693244,-1.25602908029972,-0.239918509853332
"MLB","Bobby Wagner","CROSS",2532966,-1.50340593931621,87,4,2,1,0,2,0,-0.612716693351051,0.514497468728769,-1.40518671469393,-0.0982192246222819
"OLB","Eric Wilson","CROSS",2559012,-1.51750274358208,18,2,2,0,0,0,0,1.61066888514972,-1.27906284842247,-1.84910878030933,0.33160603672725
"CB","Greg Mabin","CROSS",2558971,-1.52037474111614,8,2,2,0,0,1,0,-0.17161008856739,-1.09255457144024,-0.256210081108514,-1.26416466000763
"CB","Brent Grimes","CROSS",2506861,-1.53268016826209,20,1,1,0,0,1,0,-1.26059051091571,-0.183101047128151,-0.0889886102182282,-1.44369155804386
"DB","Natrell Jamerson","CROSS",2560759,-1.53649149504934,4,0,0,0,0,1,0,0,0,-1.53649149504934,0
"CB","James Bradberry","CROSS",2555175,-1.55052404018608,23,1,1,0,0,0,0,0.486090279002092,-1.92501111244381,-0.11160320674436,-1.43892083344172
"LB","Raekwon McMillan","CROSS",2558070,-1.56019604727333,53,1,1,0,0,1,0,-0.784948304545631,-0.75603486441218,-0.0192128783155177,-1.54098316895781
"CB","Shaquill Griffin","CROSS",2558259,-1.56902952318497,20,1,1,0,0,1,0,-0.0229589782012075,-0.491869936240277,-1.05420060874349,-0.514828914441484
"SS","Kavon Frazier","CROSS",2555536,-1.57243989185289,6,1,1,0,0,0,0,-0.179373978565746,-0.721794535299631,-0.671271377987508,-0.901168513865377
"ILB","Anthony Walker","CROSS",2558851,-1.60596396912031,28,1,1,0,0,0,0,-1.0433767551989,-0.56258721392141,0,-1.60596396912031
"SS","Micah Hyde","CROSS",2539240,-1.6329632306046,30,2,2,0,0,1,0,-0.344278590096491,-2.35236998912596,1.06368534861785,-2.69664857922245
"FS","Marcus Maye","CROSS",2557995,-1.67168356911041,12,1,1,0,0,1,0,-1.19656101700266,-0.50534798562641,0.0302254335186645,-1.70190900262907
"CB","Damarious Randall","CROSS",2552389,-1.68106813634322,16,2,2,0,0,2,0,-0.704591060301953,-0.840918895008191,-0.135558181033073,-1.54550995531014
"FS","Ron Parker","CROSS",2530794,-1.68316741391867,49,4,4,0,0,3,0,-1.27067427999351,-0.0380388175046678,-0.37445431642049,-1.30871309749818
"ILB","Blake Martinez","CROSS",2555161,-1.68691372371595,55,2,2,0,0,0.5,0,0.0373662643213626,-0.236811049099875,-1.48746893893744,-0.199444784778512
"FS","Mike Adams","CROSS",2505708,-1.76224060449481,26,2,2,0,0,2,0,-1.55234445631777,-1.0681370973531,0.85824094917606,-2.62048155367087
"FS","Duron Harmon","CROSS",2541243,-1.94541800007324,35,2,2,0,0,1,0,0.260394745090762,-0.0797899796192594,-2.12602276554474,0.180604765471503
"MLB","Anthony Hitchens","CROSS",2543592,-1.95079282366439,81,4,4,0,0,0,0,-1.60544981350794,-1.25682996096276,0.911486950806309,-2.8622797744707
"FS","Marcus Gilchrist","CROSS",2495153,-1.99901072214359,34,3,3,0,0,2.5,0,-0.0890279042703961,-0.344773867937355,-1.56520894993584,-0.433801772207751
"SS","Barry Church","CROSS",494259,-2.01401964993978,35,5,4,1,0,2,0,2.16047868028827,-2.41539066276286,-1.75910766746519,-0.25491198247459
"CB","Jalen Ramsey","CROSS",2555280,-2.02267009928246,26,2,2,0,0,1,0,-2.08850419810519,-0.0326594298399501,0.0984935286626816,-2.12116362794514
"FS","Andre Hal","CROSS",2543874,-2.07413978562814,6,1,1,0,0,0,0,-0.425803501700702,-1.64833628392744,0,-2.07413978562814
"FS","Colin Jones","CROSS",2499257,-2.07906326292746,6,1,1,0,0,0,0,-0.0560690531812207,-0.723512454707,-1.29948175503924,-0.779581507888221
"CB","Eli Apple","CROSS",2555277,-2.08407538135939,23,4,4,0,0,4,0,-0.848064668716339,2.40699384871582,-3.64300456135887,1.55892917999948
"SS","Eric Berry","CROSS",496723,-2.11763071145102,2,1,1,0,0,1,0,-1.82601682929349,-0.66168810827729,0.370074226119764,-2.48770493757078
"ILB","Josh Bynes","CROSS",2530491,-2.19401234480328,33,4,4,0,0,0,0,-0.58645208089042,-1.73744392462734,0.12988366071448,-2.32389600551776
"CB","Levi Wallace","CROSS",2560914,-2.27264833600589,13,1,1,0,0,1,0,-0.311384484901641,-2.05629735486961,0.095033503765356,-2.36768183977125
"ILB","Joe Thomas","CROSS",2550262,-2.46511567344963,4,1,1,0,0,1,0,0.328843511932524,-1.06741786091689,-1.72654132446526,-0.738574348984366
"ILB","Avery Williamson","CROSS",2543597,-2.48060876318076,79,8,8,0,0,4,0,0.31550640203746,-0.740650321074867,-2.05546484414335,-0.425143919037407
"CB","Kendall Fuller","CROSS",2555349,-2.73034537492929,54,4,3,1,0,3,0,-0.0303302309489641,-2.12136299418274,-0.57865214979759,-2.1516932251317
"CB","Darius Slay","CROSS",2540288,-2.7934525820233,18,2,2,0,0,1,0,-0.998786619163541,-1.82888106703701,0.0342151041772534,-2.82766768620055
"LB","Dorian O'Daniel","CROSS",2560827,-3.03405385842357,19,2,2,0,0,1,0,0.184103029764471,-0.762935803057333,-2.45522108513071,-0.578832773292862
"CB","Adoree' Jackson","CROSS",2558065,-3.05043396791038,15,3,2,1,0,0,0,-0.646520744234529,0.960586961240731,-3.36450018491658,0.314066217006202
"LB","Jerome Baker","CROSS",2560966,-3.15175551408943,46,3,3,0,0,4,0,-0.00324019300359546,-1.01621552946836,-2.13229979161747,-1.01945572247196
"S","Isaiah Johnson","CROSS",2556567,-3.41535306253179,12,4,4,0,0,3,0,-1.82049936332238,-2.61422119457969,1.01936749537028,-4.43472055790207
"CB","Mike Ford","CROSS",2561527,-3.47538967599142,9,1,1,0,0,0,0,-0.370689027359458,-2.97502795296902,-0.12967269566294,-3.34571698032848
"LB","Josey Jewell","CROSS",2560763,-3.53913635366782,15,0,0,0,0,0,0,0,0,-3.53913635366782,0
"LB","Roquan Smith","CROSS",2560877,-3.78710625008923,71,5,5,0,0,2,0,-1.64809943249852,-1.01289500992716,-1.12611180766355,-2.66099444242568
"OLB","Nick Vigil","CROSS",2555528,-3.90871431565006,41,3,3,0,0,0,0,0.0327896015754479,-0.454972598136031,-3.48653131908948,-0.422182996560583
"SS","Jeff Heath","CROSS",2541832,-4.0081672723759,42,2,2,0,0,1,0,-1.34059408497894,-3.39508609283663,0.727512905439672,-4.73568017781557
"OLB","Thomas Davis","CROSS",2506352,-4.02927309280386,34,3,3,0,0,1,0,-1.93838983814848,-2.34006898338037,0.249185728724991,-4.27845882152885
"CB","Jason McCourty","CROSS",89756,-4.04650050597179,46,3,3,0,0,2,0,-1.1271139989615,-2.33652136922392,-0.582865137786366,-3.46363536818542
"ILB","Patrick Onwuasor","CROSS",2556642,-4.31734326548902,20,3,3,0,0,1,0,-0.346941307054554,-0.825376633200555,-3.14502532523391,-1.17231794025511
"FS","Eric Weddle","CROSS",2495775,-4.4369091654601,39,5,4,1,0,2,0,-0.875268137527782,-0.399841488447508,-3.16179953948481,-1.27510962597529
"CB","Morris Claiborne","CROSS",2533059,-4.80818112378418,24,2,2,0,0,0.5,0,-2.95704990166186,-1.16634593542598,-0.684785286696337,-4.12339583708784
"SS","Adrian Phillips","CROSS",2550842,-5.27719051472008,51,1,1,0,0,0,0,0.0404370148550262,-1.8434059810168,-3.47422154855831,-1.80296896616177
"OLB","Kiko Alonso","CROSS",2539935,-5.51831105721732,62,3,3,0,0,1.5,0,-2.09895574842124,-2.97514667150044,-0.444208637295636,-5.07410241992168
"FS","Eddie Jackson","FLAT",2558176,14.2823587156272,19,4,3,0,1,4.5,1,0.668307072040913,5.51549280394524,8.09855883964108,6.18379987598615
"CB","Kenny Moore II","FLAT",2558976,10.8465774774599,48,9,8,0,1,7,0,0.851644709412309,7.2937228390865,2.70120992896112,8.14536754849881
