"qualifying","position","displayName","nflId_def","tackling_opportunities","eps_tackling","eps_per_tackling_opportunity","perc_reduce_yac","FF","Tackles","tackle_perc"
0,"FS","Rodney McLeod",2534832,2,-0.124904739060717,-0.0624523695303583,0.5,0,1,0.5
0,"SS","Chris Conte",2495272,2,-0.128985136297317,-0.0644925681486584,0.5,0,2,1
0,"CB","Tony Lippett",2552427,1,-0.20862134238079,-0.20862134238079,0,0,1,1
0,"CB","Adam Jones",2506345,5,-0.213263872646403,-0.0426527745292806,0.4,0,3,0.6
0,"CB","Artie Burns",2555344,4,-0.232810599252615,-0.0582026498131538,0.75,0,4,1
0,"FS","Andre Hal",2543874,2,-0.248727767638754,-0.124363883819377,0,0,1,0.5
0,"CB","Tavierre Thomas",2561278,1,-0.257510622414652,-0.257510622414652,0,0,0,0
0,"CB","Dexter McDougle",2543608,3,-0.263700361948059,-0.087900120649353,0.666666666666667,0,1,0.333333333333333
0,"CB","Chris Milton",2556394,2,-0.323336015810007,-0.161668007905003,0,0,1,0.5
0,"CB","Jamar Taylor",2539932,9,-0.326629139783985,-0.036292126642665,0.444444444444444,0,3.5,0.388888888888889
0,"S","Brandon Wilson",2558786,2,-0.341656730311131,-0.170828365155565,0.5,0,0.5,0.25
0,"S","Rudy Ford",2558174,1,-0.353114959585704,-0.353114959585704,0,0,0,0
0,"SS","Eddie Pleasant",2532928,2,-0.390093248152959,-0.19504662407648,0.5,0,1,0.5
0,"SS","Nat Berhe",2543643,1,-0.402365427593969,-0.402365427593969,0,0,1,1
0,"CB","Marcus Cooper",2541202,1,-0.424331759086881,-0.424331759086881,0,1,1,1
0,"CB","Greg Mabin",2558971,1,-0.46239716133992,-0.46239716133992,0,0,0,0
0,"DB","Su'a Cravens",2555345,2,-0.492171083589542,-0.246085541794771,0.5,0,1,0.5
0,"CB","Cordrea Tankersley",2557931,1,-0.505035158915483,-0.505035158915483,0,0,0,0
0,"CB","DeVante Bausby",2553790,3,-0.512036269784365,-0.170678756594788,0.333333333333333,0,2,0.666666666666667
0,"SS","Daniel Sorensen",2550257,2,-0.530771180763029,-0.265385590381515,0.5,0,1.5,0.75
0,"S","Maurice Smith",2559058,2,-0.677664802362278,-0.338832401181139,0,0,1,0.5
0,"CB","DeShawn Shead",2535609,3,-0.696046321322027,-0.232015440440676,0.666666666666667,0,0,0
0,"DB","Tyvis Powell",2556655,3,-0.707366988916558,-0.235788996305519,0.333333333333333,0,1,0.333333333333333
0,"CB","Ryan Lewis",2559208,5,-0.730895168345948,-0.14617903366919,0.6,0,3,0.6
0,"CB","Josh Shaw",2552259,3,-0.771681789821795,-0.257227263273932,0.333333333333333,0,2.5,0.833333333333333
0,"CB","Lafayette Pitts",2556652,2,-0.801103137210936,-0.400551568605468,0,0,0,0
0,"CB","Isaiah Oliver",2560830,7,-0.874916784372809,-0.124988112053258,0.571428571428571,0,6.5,0.928571428571429
0,"CB","Leonard Johnson",2532878,4,-0.931939224899348,-0.232984806224837,0.5,0,3,0.75
0,"CB","Chandon Sullivan",2560887,2,-1.0072757795534,-0.503637889776701,0,0,1,0.5
0,"SS","Kavon Frazier",2555536,4,-1.12765563647346,-0.281913909118365,0.25,0,2,0.5
0,"FS","Colin Jones",2499257,1,-1.29948175503924,-1.29948175503924,0,0,0,0
0,"DB","Sean Chandler",2561017,5,-1.30903511088046,-0.261807022176091,0.6,0,2,0.4
0,"CB","Marcus Sherels",2508007,1,-1.31793409561312,-1.31793409561312,0,0,0,0
0,"FS","Jimmie Ward",2543741,2,-1.33306447094499,-0.666532235472497,0,0,2,1
0,"CB","Arthur Maulet",2559087,4,-1.40176214843747,-0.350440537109367,0,0,2.5,0.625
0,"DB","Justin Hardee",2559181,5,-1.4318406425104,-0.28636812850208,0.4,0,2,0.4
0,"SS","Jayron Kearse",2555156,3,-1.43713820878369,-0.479046069594563,0,0,1,0.333333333333333
0,"CB","Kevin Johnson",2552261,2,-1.62479757229932,-0.812398786149659,0.5,0,0,0
0,"DB","Tarvarius Moore",2561117,4,-1.69112718861139,-0.422781797152848,0.75,0,2,0.5
0,"DB","Rashaan Gaulden",2560775,2,-1.7207738788329,-0.860386939416449,0,0,0,0
0,"CB","Charvarius Ward",2561417,8,-2.28778232501407,-0.285972790626759,0.5,0,6,0.75
0,"WR","Tremon Smith",2561103,2,-2.35504200858171,-1.17752100429086,0.5,0,0,0
0,"CB","KeiVarae Russell",2555547,2,-2.68896878940981,-1.3444843947049,0,0,1,0.5
0,"FS","Jordan Lucas",2555542,4,-5.21851565351446,-1.30462891337862,0,0,1,0.25
0,"DB","Natrell Jamerson",2560759,3,-8.48173579619567,-2.82724526539856,0.333333333333333,0,2,0.666666666666667
