"nflId_def","Pos","Player","G","Pass Snaps","%Zone","route","Zone EPS","Zone EPS Closing","Zone EPS Ball Skills","Zone EPS Tackling","Covers","Accurate TAR","C","INT","PB","T","FF"
2561008,"DB","Ronnie Harrison (JAX)",12,167,0.82,"CROSS",0.46,0.04,0.43,0,23,2,2,0,0,0,0
2552730,"ILB","Brian Peters (HOU)",5,33,0.81,"ANGLE",0.46,0.04,-0.09,0.51,6,2,2,0,0,1,0
2552385,"FS","Adrian Amos (CHI)",16,655,0.93,"OUT",0.46,0.06,-0.1,0.5,29,2,2,0,0,3,0
2560755,"CB","Josh Jackson (GB)",16,434,0.4,"CROSS",0.46,0.35,-0.38,0.48,14,1,1,0,0,1,0
1037374,"CB","Sam Shields (LA)",14,249,0.38,"FLAT",0.46,0.48,0.06,-0.08,9,1,1,0,0,2,0
2556817,"CB","Tony McRae (CIN)",5,61,0.28,"SCREEN",0.46,0.39,-0.02,0.09,3,1,1,0,0,0,0
2552265,"CB","Steven Nelson (KC)",15,659,0.35,"CORNER",0.45,0.45,0,0,10,0,0,0,0,0,0
2550572,"ILB","Christian Jones (DET)",16,315,0.83,"CROSS",0.45,-0.06,0.52,0,35,1,0,0,0,0,0
2552307,"ILB","Bryce Hager (LA)",8,40,0.77,"ANGLE",0.45,0.02,0.44,0,2,1,0,0,1,0,0
2495252,"OLB","K.J. Wright (SEA)",5,132,0.78,"OUT",0.45,0.45,0,0,11,0,0,0,0,0,0
2533008,"ILB","Demario Davis (NO)",16,545,0.81,"CROSS",0.45,0.13,0,0.32,45,0,0,0,0,1,0
2556711,"SS","Jarrod Wilson (JAX)",11,115,0.85,"ANGLE",0.45,0.25,-0.29,0.48,2,1,1,0,0,1,0
2495613,"FS","Corey Graham (PHI)",13,439,0.9,"OUT",0.45,-0.73,1.16,0.01,18,2,1,0,1,0,0
2559012,"OLB","Eric Wilson (MIN)",12,167,0.74,"OUT",0.44,0.38,-0.28,0.35,11,1,1,0,0,0,0
496733,"CB","Joe Haden (PIT)",15,571,0.36,"SCREEN",0.44,0.24,0.1,0.1,23,1,1,0,0,1,0
2540164,"SS","Tony Jefferson (BAL)",14,531,0.84,"SCREEN",0.44,-0.05,0.35,0.14,14,1,1,0,0,1,0
2535687,"SS","Michael Thomas (NYG)",16,317,0.72,"FLAT",0.44,0,0,0.44,21,0,0,0,0,1,0
2543769,"ILB","Deone Bucannon (ARI)",10,171,0.74,"SLANT",0.44,0.68,-1.69,1.44,8,1,1,0,0,0,0
2539982,"OLB","A.J. Klein (NO)",16,381,0.8,"SCREEN",0.44,0.45,-0.28,0.26,11,1,1,0,0,0,0
2543830,"FS","Tre Boston (ARI)",14,502,0.93,"SLANT",0.44,0.02,0.27,0.15,24,4,3,0,0,1,0
2532946,"CB","Coty Sensabaugh (PIT)",15,458,0.36,"FLAT",0.43,0.43,0,0,8,0,0,0,0,0,0
2560718,"LB","Rashaan Evans (TEN)",14,257,0.91,"SLANT",0.43,0.08,-0.04,0.39,5,1,1,0,0,0,0
2543501,"CB","Aaron Colvin (HOU)",8,220,0.48,"CROSS",0.43,-0.07,0.5,0,14,1,0,0,0,0,0
2533008,"ILB","Demario Davis (NO)",16,545,0.81,"ANGLE",0.43,0.37,0.37,-0.3,34,3,3,0,0,2.5,0
2532804,"ILB","Zach Brown (WAS)",16,386,0.84,"OUT",0.43,0.21,0.22,0,30,1,0,0,0,0,0
2543830,"FS","Tre Boston (ARI)",14,502,0.93,"SCREEN",0.43,0,0,0.43,15,0,0,0,0,0,0
2555528,"OLB","Nick Vigil (CIN)",11,406,0.71,"SCREEN",0.43,0.16,0.15,0.12,18,1,1,0,0,1,0
2557887,"ILB","Haason Reddick (ARI)",16,444,0.73,"FLAT",0.43,0.33,0.27,-0.18,50,3,2,0,0,2,0
2539290,"FS","Jordan Poyer (BUF)",16,546,0.91,"FLAT",0.43,0.16,-0.1,0.36,20,2,2,0,0,3.5,0
71251,"SS","Patrick Chung (NE)",15,561,0.54,"HITCH",0.42,-0.01,0.04,0.39,38,1,1,0,0,1.5,0
2552312,"MLB","Eric Kendricks (MIN)",13,442,0.78,"ANGLE",0.42,0.2,0,0.22,14,1,1,0,0,1,0
2556119,"MLB","Elandon Roberts (NE)",16,216,0.78,"CROSS",0.42,0.04,0.1,0.29,38,1,1,0,0,1,0
2533060,"CB","Dre Kirkpatrick (CIN)",13,458,0.34,"SCREEN",0.42,0.25,0.03,0.14,9,1,1,0,0,0,0
2558830,"OLB","Samson Ebukam (LA)",16,382,0.7,"ANGLE",0.42,0.03,0.39,0,3,1,0,0,0,0,0
2555156,"SS","Jayron Kearse (MIN)",13,90,0.49,"OUT",0.42,0.27,-0.09,0.25,6,1,1,0,0,1,0
2532948,"FS","Harrison Smith (MIN)",15,495,0.88,"CROSS",0.42,-1.01,0.58,0.85,39,4,4,0,0,2.5,0
2552389,"CB","Damarious Randall (CLE)",15,629,0.9,"SCREEN",0.42,0.23,0.19,0,14,1,1,0,0,0,0
2556277,"SS","Marqui Christian (LA)",16,274,0.61,"FLAT",0.42,-1.72,2.07,0.07,15,1,0,0,0,1,0
2555530,"FS","Vonn Bell (NO)",16,499,0.76,"OUT",0.42,-0.18,0.6,0,28,1,0,0,0,0,0
2558184,"SS","Damontae Kazee (ATL)",16,572,0.97,"HITCH",0.41,0.27,0.25,-0.11,21,1,1,0,0,1,0
2556542,"LB","Nicholas Grigsby (NE)",3,14,1,"ANGLE",0.41,0.41,0,0,1,0,0,0,0,0,0
2550930,"ILB","Todd Davis (DEN)",15,426,0.82,"SLANT",0.41,0.2,-0.7,0.91,15,2,2,0,0,1,0
2552276,"OLB","Preston Smith (WAS)",16,482,0.63,"SCREEN",0.41,0.23,-0.81,0.99,2,1,1,0,0,0,0
2550565,"MLB","Adarius Taylor (TB)",15,306,0.76,"ANGLE",0.41,0.13,0.28,0,18,1,1,0,0,0,0
2555168,"MLB","Kentrell Brothers (MIN)",2,4,1,"IN",0.41,0.24,0.16,0,1,1,0,0,0,0,0
2560947,"LB","Kenny Young (BAL)",16,205,0.78,"POST",0.41,0,0,0.41,7,0,0,0,0,0,0
2560947,"LB","Kenny Young (BAL)",16,205,0.78,"FLAT",0.41,0.09,0.5,-0.19,9,1,1,0,0,0.5,0
2561155,"ILB","Zaire Franklin (IND)",11,90,0.85,"CROSS",0.4,0.15,0.17,0.09,10,1,1,0,0,1,0
2560966,"LB","Jerome Baker (MIA)",16,373,0.76,"CORNER",0.4,0.17,0.23,0,19,1,0,0,0,0,0
2539293,"ILB","Gerald Hodges (ARI)",9,171,0.77,"SLANT",0.4,0.29,-0.16,0.27,7,1,1,0,0,0,0
2556559,"CB","Mike Hilton (PIT)",15,413,0.51,"SCREEN",0.4,0.27,0.13,0,8,1,1,0,0,0,0
2557967,"OLB","Duke Riley (ATL)",14,233,0.83,"IN",0.4,0,0.06,0.34,9,1,1,0,0,1,0
2543637,"CB","Terrance Mitchell (CLE)",8,265,0.49,"SLANT",0.4,0.28,0.16,-0.04,13,2,1,0,1,1,0
2539309,"SS","T.J. McDonald (MIA)",14,500,0.86,"POST",0.4,0.66,-0.62,0.36,53,1,1,0,0,1,0
2555255,"OLB","De'Vondre Campbell (ATL)",16,531,0.75,"CROSS",0.4,-0.46,0.38,0.48,41,2,2,0,0,2,0
2555531,"CB","Anthony Brown (DAL)",15,437,0.51,"IN",0.4,0.42,-0.14,0.12,36,1,1,0,0,1,0
2543738,"OLB","Kareem Martin (NYG)",16,317,0.63,"CROSS",0.4,0,0,0.4,4,0,0,0,0,1,0
2560917,"LB","Fred Warner (SF)",15,549,0.82,"OUT",0.39,0.11,0.29,0,23,2,1,0,0,0,0
2532800,"OLB","Nigel Bradham (PHI)",15,591,0.81,"SLANT",0.39,0,0,0.39,23,0,0,0,0,0,0
2495136,"ILB","Bruce Carter (ATL)",7,43,0.86,"FLAT",0.39,0.23,-0.05,0.21,4,1,1,0,0,1,0
2557887,"ILB","Haason Reddick (ARI)",16,444,0.73,"WHEEL",0.39,0.21,0.07,0.12,1,1,1,0,0,1,0
2495504,"CB","Patrick Peterson (ARI)",16,569,0.47,"SLANT",0.39,0.18,0.21,0,18,1,0,0,1,0,0
494259,"SS","Barry Church (JAX)",11,355,0.88,"GO",0.39,-0.27,0.66,0,20,1,0,0,0,0,0
2556443,"SS","Sharrod Neasman (ATL)",11,253,0.78,"IN",0.39,0.39,0,0,6,0,0,0,0,0,0
2552392,"SS","Jordan Richards (ATL)",15,254,0.75,"FLAT",0.39,0,0,0.39,21,0,0,0,0,2,0
2561316,"CB","Jalen Davis (MIA)",3,28,0.42,"HITCH",0.39,0.11,0.35,-0.07,5,1,1,0,0,0,0
2552454,"SS","Landon Collins (NYG)",12,436,0.79,"FLAT",0.39,0,0,0.39,37,0,0,0,0,3,0
2541958,"SS","Jahleel Addae (LAC)",15,565,0.98,"FLAT",0.39,-0.04,0.18,0.24,16,2,2,0,0,1,0
2532848,"FS","Tashaun Gipson (JAX)",16,549,0.81,"CROSS",0.39,1.7,-0.53,-0.78,27,3,2,0,0,1,0
2540288,"CB","Darius Slay (DET)",15,499,0.4,"OUT",0.38,0.21,0.47,-0.3,15,3,3,0,0,2.5,0
2508004,"DB","Anthony Levine (BAL)",16,227,0.67,"FLAT",0.38,0.39,0.01,-0.02,14,1,1,0,0,0,0
2557980,"FS","Jabrill Peppers (CLE)",16,446,0.75,"CROSS",0.38,0.07,-0.02,0.33,14,2,2,0,0,2,0
2558005,"ILB","Jayon Brown (TEN)",16,506,0.84,"FLAT",0.38,0.28,0,0.1,54,0,0,0,0,0,0
2505660,"OLB","Terrell Suggs (BAL)",16,478,0.89,"IN",0.38,0,0,0.38,5,0,0,0,0,0,0
2354,"ILB","Wesley Woodyard (TEN)",14,414,0.87,"FLAT",0.38,0.05,2.22,-1.9,33,4,3,0,0,4.5,0
2555277,"CB","Eli Apple (NO/NYG)",15,552,0.4,"ANGLE",0.38,0.24,0.06,0.08,2,1,1,0,0,1,0
2560930,"DB","Jordan Whitehead (TB)",15,388,0.88,"SLANT",0.37,0.04,0.23,0.1,11,4,3,0,1,2.5,0
2507817,"SS","Rafael Bush (BUF)",14,250,0.54,"SLANT",0.37,0.17,-0.07,0.27,6,2,2,0,0,1,0
2532848,"FS","Tashaun Gipson (JAX)",16,549,0.81,"ANGLE",0.37,0.02,0.25,0.1,4,1,1,0,0,1,0
2532890,"OLB","Mychal Kendricks (SEA)",4,97,0.75,"SCREEN",0.37,0.39,-0.02,0,8,2,2,0,0,0,0
306,"CB","Dominique Rodgers-Cromartie (OAK)",5,67,0.43,"HITCH",0.37,-0.12,0.49,0,5,1,0,0,1,0,0
2506268,"OLB","Lorenzo Alexander (BUF)",16,354,0.75,"FLAT",0.37,0.21,-0.03,0.18,13,2,2,0,0,2,0
2553637,"CB","Justin Coleman (SEA)",15,444,0.56,"HITCH",0.37,0.14,0.23,0,64,1,0,0,1,0,0
2535867,"ILB","Julian Stanford (BUF)",5,44,0.82,"IN",0.37,0,0,0.37,2,0,0,0,0,1,0
2558821,"CB","Jamal Agnew (DET)",5,73,0.35,"IN",0.37,-0.01,-0.48,0.86,8,1,1,0,0,1,0
2556489,"OLB","James Burgess (CLE)",3,31,0.83,"GO",0.37,-1.24,1.61,0,2,1,0,0,0,0,0
2558923,"LB","Riley Bullough (TB)",4,42,0.9,"CROSS",0.37,-0.66,1.03,0,7,1,1,0,0,0,0
2558121,"LB","Elijah Lee (SF)",8,250,0.82,"SCREEN",0.37,0.15,0.14,0.07,11,1,1,0,0,0,0
2557927,"CB","Desmond King (LAC)",15,473,0.61,"CROSS",0.36,0.1,-0.09,0.35,55,2,2,0,0,3,0
2543505,"CB","Bradley Roby (DEN)",14,517,0.36,"CROSS",0.36,0.1,0.17,0.09,14,1,1,0,0,1,0
2552488,"CB","Marcus Peters (LA)",16,525,0.53,"CROSS",0.36,0,0,0.36,15,0,0,0,0,1.5,0
2557945,"SS","Justin Evans (TB)",10,353,0.94,"CROSS",0.36,0.35,-0.08,0.09,27,1,1,0,0,2,0
2558166,"OLB","Tyus Bowser (BAL)",14,102,0.81,"SCREEN",0.36,0.49,-0.13,0,2,1,1,0,0,0,0
2555568,"SS","Erik Harris (OAK)",15,220,0.87,"OUT",0.36,-0.31,0.73,-0.06,6,1,1,0,0,1,0
2557927,"CB","Desmond King (LAC)",15,473,0.61,"SCREEN",0.35,2.33,0.15,-2.12,29,6,6,0,0,3,0
2354,"ILB","Wesley Woodyard (TEN)",14,414,0.87,"HITCH",0.35,-0.01,0.06,0.31,40,2,2,0,0,2,0
2541202,"CB","Marcus Cooper (CHI/DET)",4,28,0.21,"FLAT",0.35,0.18,0.6,-0.42,2,1,1,0,0,1,1
2533049,"OLB","Whitney Mercilus (HOU)",16,485,0.74,"OUT",0.35,0.12,0.06,0.17,13,1,1,0,0,1,0
2555349,"CB","Kendall Fuller (KC)",14,622,0.48,"HITCH",0.35,-0.47,0.48,0.34,73,2,1,0,0,0.5,0
2535613,"ILB","L.J. Fort (PIT)",11,198,0.83,"HITCH",0.35,-0.9,2.85,-1.6,23,8,6,0,0,2.5,0
2552262,"SS","Quandre Diggs (DET)",16,541,0.85,"OUT",0.35,0.23,-0.33,0.44,16,3,2,0,1,3.5,0
2560916,"CB","Denzel Ward (CLE)",13,500,0.44,"CROSS",0.35,0.17,0.36,-0.18,10,2,2,0,0,1,0
496735,"CB","Kareem Jackson (HOU)",16,593,0.63,"POST",0.35,-1.96,2.31,0,37,1,0,0,0,0,0
2560712,"S","Terrell Edmunds (PIT)",16,590,0.88,"ANGLE",0.34,0,0,0.34,8,0,0,0,0,0,0
2533056,"MLB","Luke Kuechly (CAR)",16,546,0.84,"POST",0.34,1.47,-1.13,0,24,1,1,0,0,0,0
2555339,"ILB","Kamalei Correa (TEN)",13,178,0.79,"HITCH",0.34,0.12,-0.44,0.66,5,1,1,0,0,1,0
2555329,"OLB","Myles Jack (JAX)",16,553,0.8,"SLANT",0.34,0,0,0.34,17,0,0,0,0,0.5,0
2558176,"FS","Eddie Jackson (CHI)",14,577,0.95,"HITCH",0.34,-0.05,0.87,-0.49,31,4,3,0,0,3,0
2495108,"CB","Prince Amukamara (CHI)",15,585,0.35,"GO",0.34,-2.07,2.41,0,31,1,0,1,0,0,0
2552689,"CB","Ronald Darby (PHI)",9,373,0.4,"IN",0.34,0.22,0.12,0,7,1,0,0,1,0,0
2543501,"CB","Aaron Colvin (HOU)",8,220,0.48,"FLAT",0.34,0.17,0.17,0,20,1,0,0,0,0,0
2560966,"LB","Jerome Baker (MIA)",16,373,0.76,"SCREEN",0.34,-0.05,0.17,0.21,14,3,3,0,0,0,0
2560851,"SS","Justin Reid (HOU)",16,548,0.91,"HITCH",0.34,0.73,0.15,-0.54,46,3,2,0,1,2,0
2558168,"CB","Rasul Douglas (PHI)",12,362,0.46,"FLAT",0.33,0.44,-0.64,0.53,15,4,4,0,0,6,0
2532789,"ILB","Mark Barron (LA)",12,279,0.74,"OUT",0.33,-0.11,0,0.44,15,0,0,0,0,0,0
2508080,"FS","Earl Thomas (SEA)",3,100,0.95,"HITCH",0.33,0.08,0.17,0.09,8,1,1,0,0,1,0
2508107,"CB","Jimmy Smith (BAL)",12,370,0.39,"SLANT",0.33,-0.04,-0.04,0.41,9,1,1,0,0,1,0
2557881,"FS","Tedric Thompson (SEA)",13,406,0.98,"CROSS",0.33,0.09,0.24,0,23,2,1,0,0,1,0
2532877,"CB","Trumaine Johnson (NYJ)",10,379,0.43,"SCREEN",0.33,0.21,0.32,-0.21,9,1,1,0,0,1,0
2556587,"CB","Cre'von LeBlanc (DET/PHI)",8,264,0.48,"CROSS",0.33,0.16,0.16,0,13,1,0,0,1,0,0
2555280,"CB","Jalen Ramsey (JAX)",16,550,0.34,"SLANT",0.33,0.42,-0.09,0,10,1,1,0,0,0,0
2535687,"SS","Michael Thomas (NYG)",16,317,0.72,"ANGLE",0.33,0.2,-0.26,0.39,5,2,2,0,0,1.5,0
2495872,"CB","Johnathan Joseph (HOU)",14,485,0.48,"OUT",0.33,0.44,0.04,-0.15,25,2,2,0,0,3.5,0
2495617,"CB","Leon Hall (OAK)",10,208,0.5,"HITCH",0.33,0.36,-0.32,0.29,22,1,1,0,0,0,0
2539237,"CB","D.J. Hayden (JAX)",10,279,0.53,"SLANT",0.32,0.27,-0.45,0.51,9,1,1,0,0,1,0
2532848,"FS","Tashaun Gipson (JAX)",16,549,0.81,"FLAT",0.32,0.19,0.11,0.02,22,1,1,0,0,2,0
2540164,"SS","Tony Jefferson (BAL)",14,531,0.84,"ANGLE",0.32,0,0,0.32,5,0,0,0,0,0.5,0
2561366,"LB","Frankie Luvu (NYJ)",14,275,0.74,"CROSS",0.32,0.16,0.03,0.13,9,1,1,0,0,0.5,0
2561001,"CB","Grant Haley (NYG)",10,264,0.43,"IN",0.32,0.13,0.19,-0.01,17,1,1,0,0,1,0
2532804,"ILB","Zach Brown (WAS)",16,386,0.84,"CROSS",0.32,0.39,-0.6,0.53,45,3,3,0,0,3,0
2541162,"CB","A.J. Bouye (JAX)",13,449,0.36,"HITCH",0.32,-0.25,0.49,0.07,45,7,6,0,0,5,0
2495136,"ILB","Bruce Carter (ATL)",7,43,0.86,"HITCH",0.31,0.14,-0.09,0.26,10,2,1,0,0,1,0
2530491,"ILB","Josh Bynes (ARI)",11,370,0.8,"FLAT",0.31,0.71,-0.36,-0.03,28,2,2,0,0,2.5,0
2534832,"FS","Rodney McLeod (PHI)",3,106,0.96,"POST",0.31,0.67,-0.36,0,7,1,0,0,1,0,0
2561147,"CB","Cornell Armstrong (MIA)",6,42,0.38,"FLAT",0.31,0.31,0,0,4,0,0,0,0,0,0
2558851,"ILB","Anthony Walker (IND)",15,353,0.76,"SCREEN",0.31,0,0,0.31,15,0,0,0,0,0,0
2558005,"ILB","Jayon Brown (TEN)",16,506,0.84,"ANGLE",0.31,0.3,0.05,-0.04,16,1,0,0,1,0,0
2543823,"CB","E.J. Gaines (CLE)",4,111,0.42,"FLAT",0.31,0,0,0.31,7,0,0,0,0,0.5,0
2560850,"DB","D.J. Reed (SF)",11,198,0.76,"FLAT",0.31,0.07,0.24,0,12,1,1,0,0,1,0
2560851,"SS","Justin Reid (HOU)",16,548,0.91,"SCREEN",0.31,0.31,0,0,16,0,0,0,0,0,0
2557837,"OLB","Reuben Foster (SF)",6,198,0.8,"SLANT",0.31,0.48,-0.47,0.3,11,2,2,0,0,1,0
2560753,"CB","Donte Jackson (CAR)",15,524,0.45,"OUT",0.31,0.22,0.04,0.05,22,2,2,0,0,2,0
494307,"FS","Darian Stewart (DEN)",13,451,0.91,"HITCH",0.31,-0.02,0.01,0.32,19,3,2,0,1,1.5,0
2539277,"MLB","Manti Te'o (NO)",5,70,0.8,"SCREEN",0.3,0.21,0.04,0.06,5,1,1,0,0,1,0
2550930,"ILB","Todd Davis (DEN)",15,426,0.82,"OUT",0.3,0.11,0.04,0.15,28,1,1,0,0,1,0
2543459,"OLB","Anthony Barr (MIN)",12,378,0.78,"SLANT",0.3,0.07,-0.19,0.42,8,1,1,0,0,1,0
2552310,"ILB","Denzel Perryman (LAC)",8,177,0.78,"ANGLE",0.3,0.11,0.15,0.04,11,2,2,0,0,1,0
2499278,"OLB","Malcolm Smith (SF)",12,179,0.77,"ANGLE",0.3,-0.16,0.24,0.22,8,2,1,0,0,0,0
2556394,"CB","Chris Milton (IND)",3,38,0.31,"HITCH",0.29,0.21,0.16,-0.08,4,1,1,0,0,1,0
2550257,"SS","Daniel Sorensen (KC)",7,202,0.8,"OUT",0.29,0.09,0.2,0,5,1,0,0,1,0,0
2557967,"OLB","Duke Riley (ATL)",14,233,0.83,"HITCH",0.29,0.74,-0.85,0.39,31,3,3,0,0,3.5,0
2558064,"OLB","T.J. Watt (PIT)",16,541,0.69,"HITCH",0.29,0.08,0.07,0.14,11,1,1,0,0,1,0
2558176,"FS","Eddie Jackson (CHI)",14,577,0.95,"SLANT",0.29,0.08,-0.21,0.42,14,1,1,0,0,0,0
2543830,"FS","Tre Boston (ARI)",14,502,0.93,"POST",0.29,-0.02,0.31,0,34,2,1,0,0,0,0
2555531,"CB","Anthony Brown (DAL)",15,437,0.51,"SLANT",0.29,0.3,-0.01,0,21,2,1,0,1,0,0
2540288,"CB","Darius Slay (DET)",15,499,0.4,"FLAT",0.29,0.6,1.13,-1.44,18,1,1,0,0,1,0
2561366,"LB","Frankie Luvu (NYJ)",14,275,0.74,"SCREEN",0.29,0.16,-0.08,0.21,3,1,1,0,0,1,0
2533062,"CB","Stephon Gilmore (NE)",16,627,0.3,"CROSS",0.29,-0.1,-0.19,0.57,18,1,1,0,0,2,0
2543464,"ILB","C.J. Mosley (BAL)",15,548,0.86,"GO",0.29,-0.81,1.09,0,17,1,0,0,0,0,0
2540288,"CB","Darius Slay (DET)",15,499,0.4,"POST",0.29,0.29,0,0,16,0,0,0,0,0,0
2550541,"OLB","Shaquil Barrett (DEN)",12,149,0.61,"FLAT",0.29,0,0,0.29,7,0,0,0,0,1,0
2534830,"SS","Tavon Wilson (DET)",14,176,0.63,"SCREEN",0.28,0,0,0.28,5,0,0,0,0,1,0
79848,"SS","Malcolm Jenkins (PHI)",16,680,0.73,"CROSS",0.28,0.26,0.07,-0.05,58,1,1,0,0,0,0
2532974,"OLB","Kyle Wilber (OAK)",3,29,1,"HITCH",0.28,-0.09,0.37,0,1,1,0,0,0,0,0
2532898,"ILB","Brandon Marshall (DEN)",10,252,0.77,"FLAT",0.28,-0.01,0.14,0.15,24,1,1,0,0,0.5,0
2558175,"LB","Nate Gerry (PHI)",9,60,0.86,"FLAT",0.28,0.08,0.16,0.04,7,1,1,0,0,1,0
2555175,"CB","James Bradberry (CAR)",16,578,0.42,"OUT",0.28,0.03,0.21,0.04,21,4,3,0,1,2,0
2558925,"LB","Austin Calitro (SEA)",7,129,0.84,"FLAT",0.28,-0.33,0,0.61,15,1,1,0,0,0,0
2550659,"CB","Tyler Patmon (JAX)",7,139,0.45,"SCREEN",0.27,0.31,0.09,-0.13,5,1,1,0,0,1,0
2532966,"MLB","Bobby Wagner (SEA)",14,525,0.81,"FLAT",0.27,0.01,-2.22,2.49,59,2,2,0,0,2.5,0
494277,"FS","Kendrick Lewis (TEN)",8,155,0.94,"ANGLE",0.27,0.27,0,0,1,0,0,0,0,0,0
2556480,"SS","Kentrell Brice (GB)",14,361,0.88,"FLAT",0.27,0.19,0.45,-0.37,20,2,1,0,1,2,0
2507917,"CB","Tramaine Brock (DEN)",11,259,0.43,"SLANT",0.27,-0.6,0.28,0.6,9,3,3,0,0,2,0
2552391,"FS","Jaquiski Tartt (SF)",7,212,0.83,"OUT",0.27,-0.02,0.08,0.21,11,1,1,0,0,0,0
2558982,"MLB","Hardy Nickerson (CIN)",14,296,0.77,"SCREEN",0.27,0.1,-0.04,0.2,8,1,1,0,0,1,0
2543492,"FS","Lamarcus Joyner (LA)",15,524,0.96,"ANGLE",0.27,0.11,-0.06,0.22,5,1,1,0,0,1,0
2495153,"FS","Marcus Gilchrist (OAK)",16,453,0.83,"SCREEN",0.26,0.02,0.09,0.15,10,1,1,0,0,1,0
2530510,"CB","Chris Harris (DEN)",11,397,0.38,"CROSS",0.26,0.03,0.24,0,14,1,0,0,1,0,0
2560763,"LB","Josey Jewell (DEN)",15,198,0.76,"SLANT",0.26,0.02,-0.23,0.47,10,1,1,0,0,1,0
2553353,"CB","Darryl Roberts (NYJ)",14,432,0.67,"CROSS",0.26,0.08,-0.16,0.34,17,1,1,0,0,1,0
2540219,"FS","J.J. Wilcox (IND/NYJ)",7,51,0.78,"FLAT",0.26,0.1,0.05,0.12,3,1,1,0,0,1,0
2557924,"OLB","Jalen Reeves-Maybin (DET)",9,63,0.74,"FLAT",0.26,0.11,0.02,0.13,6,1,1,0,0,1,0
2550572,"ILB","Christian Jones (DET)",16,315,0.83,"FLAT",0.26,-1.18,2.3,-0.87,29,3,2,0,0,2,0
2505708,"FS","Mike Adams (CAR)",16,553,0.84,"FLAT",0.26,0.02,0.12,0.12,23,1,1,0,0,2,0
2532804,"ILB","Zach Brown (WAS)",16,386,0.84,"SCREEN",0.26,0.29,-0.51,0.49,14,2,2,0,0,0,0
2556642,"ILB","Patrick Onwuasor (BAL)",16,238,0.81,"ANGLE",0.26,-0.21,0.24,0.23,8,1,1,0,0,0,0
2539311,"OLB","Jamie Collins (CLE)",16,599,0.79,"SCREEN",0.26,-0.25,0,0.51,20,1,1,0,0,0,0
2556119,"MLB","Elandon Roberts (NE)",16,216,0.78,"ANGLE",0.26,0.14,0.06,0.06,12,1,1,0,0,1,0
2552454,"SS","Landon Collins (NYG)",12,436,0.79,"OUT",0.26,0.08,0,0.17,26,0,0,0,0,0,0
2556367,"CB","William Jackson (CIN)",16,601,0.32,"SLANT",0.26,0,0,0.26,8,0,0,0,0,0.5,0
2550565,"MLB","Adarius Taylor (TB)",15,306,0.76,"OUT",0.26,0.26,0,0,10,0,0,0,0,0,0
2543830,"FS","Tre Boston (ARI)",14,502,0.93,"GO",0.25,0,0,0.25,40,0,0,0,0,1,0
2495775,"FS","Eric Weddle (BAL)",16,630,0.95,"SCREEN",0.25,0.16,-0.1,0.2,6,1,1,0,0,1,0
2559012,"OLB","Eric Wilson (MIN)",12,167,0.74,"IN",0.25,0,0,0.25,9,0,0,0,0,1,0
2560830,"CB","Isaiah Oliver (ATL)",11,170,0.33,"FLAT",0.25,0.17,0.04,0.04,2,1,1,0,0,1,0
2558119,"SS","Josh Jones (GB)",11,295,0.79,"ANGLE",0.25,0.22,-0.21,0.24,14,1,1,0,0,1,0
2557972,"MLB","Marquel Lee (OAK)",16,171,0.84,"FLAT",0.25,0.2,-0.11,0.17,17,1,1,0,0,1,0
2558976,"CB","Kenny Moore II (IND)",15,514,0.55,"OUT",0.25,0.1,0.06,0.1,27,1,1,0,0,1,0
2558067,"CB","Marlon Humphrey (BAL)",14,469,0.36,"CROSS",0.25,-0.19,0.14,0.29,16,2,2,0,0,1,0
2558094,"ILB","Zach Cunningham (HOU)",14,440,0.76,"OUT",0.25,0.04,-0.03,0.23,26,1,1,0,0,1,0
2555550,"SS","Justin Simmons (DEN)",15,572,0.8,"CROSS",0.25,0.53,-0.4,0.12,31,3,3,0,0,2,0
2540288,"CB","Darius Slay (DET)",15,499,0.4,"SCREEN",0.24,0.15,-0.41,0.51,7,1,1,0,0,1,0
2495272,"SS","Chris Conte (TB)",3,82,0.89,"OUT",0.24,0.16,0.23,-0.15,4,1,1,0,0,1,0
2543830,"FS","Tre Boston (ARI)",14,502,0.93,"ANGLE",0.24,-0.41,0.65,0,6,1,0,0,1,0,0
2495108,"CB","Prince Amukamara (CHI)",15,585,0.35,"IN",0.24,-0.34,0.31,0.28,20,2,2,0,0,2,0
2555345,"DB","Su'a Cravens (DEN)",5,85,0.62,"CROSS",0.24,0.17,0.21,-0.14,3,1,1,0,0,1,0
2560789,"LB","Darius Leonard (IND)",15,535,0.78,"CROSS",0.24,-0.17,0.15,0.25,52,2,2,0,0,1,0
2550164,"CB","T.J. Carrie (CLE)",16,562,0.42,"FLAT",0.24,0.18,-0.11,0.17,27,1,1,0,0,1,0
2560947,"LB","Kenny Young (BAL)",16,205,0.78,"OUT",0.24,-0.02,0.26,0,12,1,0,0,0,0,0
2543571,"CB","Bashaud Breeland (GB)",7,184,0.45,"SCREEN",0.24,-0.15,0.74,-0.35,6,2,2,0,0,0,0
2541539,"ILB","Daren Bates (TEN)",8,32,0.78,"SCREEN",0.24,0.15,-0.11,0.19,1,1,1,0,0,0,0
2561143,"LB","Ja'Whaun Bentley (NE)",3,76,0.61,"HITCH",0.24,-0.1,0.05,0.28,2,1,1,0,0,1,0
