"nflId_def","Pos","Player","G","Pass Snaps","route","%Man","EPS","Man EPS","Zone EPS","Covers","Accurate TAR","C","INT","PB","T","FF"
2495807,"FS","Antoine Bethea (ARI)",16,567,"GO",0.16,1.26,1.46,-0.2,52,2,1,0,1,0.5,0
2555378,"CB","Tavon Young (BAL)",15,401,"CROSS",0.5,1.26,0.58,0.68,41,2,1,0,0,1,0
2495613,"FS","Corey Graham (PHI)",13,439,"OUT",0.1,1.25,0.81,0.45,23,2,1,0,1,0,0
2534846,"CB","Neiko Thorpe (SEA)",3,23,"IN",0.67,1.25,1.25,0,1,1,1,0,0,1,0
2555158,"FS","Kevin Byard (TEN)",16,582,"SLANT",0.13,1.25,-0.33,1.57,22,1,0,0,1,0,0
2540180,"FS","Tyrann Mathieu (HOU)",16,637,"POST",0.26,1.24,-1.97,3.21,48,4,3,0,1,1.5,0
2558159,"FS","Xavier Woods (DAL)",14,513,"SCREEN",0.02,1.23,0,1.23,9,2,2,0,0,0,0
2532961,"ILB","Danny Trevathan (CHI)",16,628,"SCREEN",0.21,1.23,0.66,0.57,17,1,1,0,0,1,0
2555342,"SS","Karl Joseph (OAK)",12,239,"ANGLE",0.15,1.23,0,1.23,3,1,0,0,0,0,0
2557979,"SS","Jamal Adams (NYJ)",16,633,"CORNER",0.2,1.22,-1.81,3.03,22,2,1,0,1,2,0
2556642,"ILB","Patrick Onwuasor (BAL)",16,238,"HITCH",0.19,1.22,0.54,0.68,11,2,2,0,0,2,0
2560917,"LB","Fred Warner (SF)",15,549,"OUT",0.18,1.22,0.83,0.39,29,3,2,0,0,1,0
2560725,"S","Minkah Fitzpatrick (MIA)",16,507,"SLANT",0.47,1.22,1.22,0,25,5,2,0,1,2,0
496727,"SS","Morgan Burnett (PIT)",11,254,"HITCH",0.29,1.22,-0.08,1.29,29,4,3,0,1,2,0
2543474,"CB","Darqueze Dennard (CIN)",13,412,"ANGLE",0.56,1.21,0,1.21,5,1,1,0,0,2,0
2560775,"DB","Rashaan Gaulden (CAR)",11,80,"OUT",0.08,1.21,0.61,0.6,7,1,1,0,0,0,0
2560913,"DB","Tracy Walker (DET)",14,194,"OUT",0.06,1.21,0.34,0.86,13,2,2,0,0,1,0
2539320,"SS","Kenny Vaccaro (TEN)",13,417,"OUT",0.1,1.2,1.02,0.18,23,1,1,0,0,1,0
2539243,"SS","Bradley McDougald (SEA)",15,503,"ANGLE",0.21,1.2,1.04,0.16,16,5,5,0,0,3,0
2557855,"MLB","Jarrad Davis (DET)",16,548,"HITCH",0.11,1.2,1.4,-0.21,40,2,2,0,0,2.5,0
2543681,"CB","Kyle Fuller (CHI)",16,647,"POST",0.62,1.19,2.23,-1.04,49,4,2,1,1,0,0
2560718,"LB","Rashaan Evans (TEN)",14,257,"HITCH",0.09,1.19,0,1.19,23,1,0,0,1,0,0
2533062,"CB","Stephon Gilmore (NE)",16,627,"FLAT",0.7,1.18,0.59,0.59,21,1,1,0,0,1.5,0
2560713,"LB","Tremaine Edmunds (BUF)",15,505,"FLAT",0.21,1.18,2.23,-1.05,50,3,3,0,0,2,0
2552310,"ILB","Denzel Perryman (LAC)",8,177,"SLANT",0.22,1.18,0.22,0.96,9,2,1,0,1,0,0
2552488,"CB","Marcus Peters (LA)",16,525,"OUT",0.47,1.18,1.67,-0.49,42,6,5,0,0,3,0
2557958,"CB","Sidney Jones (PHI)",9,227,"OUT",0.44,1.18,0.44,0.74,22,3,3,0,0,3,0
2508107,"CB","Jimmy Smith (BAL)",12,370,"GO",0.61,1.18,2.3,-1.12,113,7,4,0,2,3,0
2559181,"DB","Justin Hardee (NO)",5,49,"CORNER",0.63,1.18,1.18,0,1,1,0,1,0,0,0
2552592,"MLB","Kwon Alexander (TB)",6,233,"FLAT",0.2,1.17,1.62,-0.44,20,2,2,0,0,2,0
2495872,"CB","Johnathan Joseph (HOU)",14,485,"OUT",0.52,1.17,0.85,0.33,53,9,7,0,2,5.5,0
2543459,"OLB","Anthony Barr (MIN)",12,378,"ANGLE",0.22,1.17,0.7,0.47,31,1,1,0,0,1,0
2552697,"FS","Jermaine Whitehead (CLE/GB)",8,146,"SCREEN",0.33,1.17,0.35,0.82,3,1,1,0,0,0,0
2495617,"CB","Leon Hall (OAK)",10,208,"POST",0.5,1.17,1.48,-0.31,22,2,1,0,1,0,0
2557920,"CB","Jourdan Lewis (DAL)",13,136,"WHEEL",0.39,1.17,0,1.17,1,1,0,0,0,0,0
2552389,"CB","Damarious Randall (CLE)",15,629,"SLANT",0.1,1.17,0.23,0.93,24,1,1,0,0,0.5,0
2558065,"CB","Adoree' Jackson (TEN)",16,537,"SCREEN",0.55,1.16,0.36,0.8,20,2,2,0,0,4,0
496735,"CB","Kareem Jackson (HOU)",16,593,"FLAT",0.37,1.16,1.06,0.1,37,2,1,0,1,1,0
2555550,"SS","Justin Simmons (DEN)",15,572,"CROSS",0.2,1.16,0.91,0.25,41,5,5,0,0,3,0
2540164,"SS","Tony Jefferson (BAL)",14,531,"HITCH",0.16,1.15,1.03,0.12,31,3,3,0,0,2.5,0
494259,"SS","Barry Church (JAX)",11,355,"GO",0.12,1.14,0.75,0.39,30,1,0,0,0,0,0
2532966,"MLB","Bobby Wagner (SEA)",14,525,"OUT",0.19,1.14,1.52,-0.38,30,3,2,0,1,2,0
2555394,"CB","Daryl Worley (OAK)",10,228,"SCREEN",0.63,1.14,-0.02,1.15,11,0,0,0,0,1,0
2543459,"OLB","Anthony Barr (MIN)",12,378,"SCREEN",0.22,1.14,0.95,0.18,16,3,3,0,0,0,0
2533057,"MLB","Dont'a Hightower (NE)",15,457,"SCREEN",0.16,1.13,0.46,0.68,13,2,2,0,0,1,0
2552289,"OLB","Bud Dupree (PIT)",16,526,"SCREEN",0.32,1.13,0,1.13,3,0,0,0,0,0,0
2555329,"OLB","Myles Jack (JAX)",16,553,"IN",0.2,1.13,0.04,1.09,44,2,2,0,0,2,0
496739,"SS","Reshad Jones (MIA)",14,417,"POST",0.09,1.13,-0.64,1.77,24,2,1,0,1,1,0
2543741,"FS","Jimmie Ward (SF)",8,237,"HITCH",0.37,1.13,-0.72,1.85,13,2,1,0,0,1,0
2552315,"MLB","Jordan Hicks (PHI)",12,461,"OUT",0.14,1.13,1.09,0.04,22,2,1,0,0,0.5,0
2559053,"CB","Torry McTyer (MIA)",13,212,"SLANT",0.54,1.13,1.13,0,9,3,2,0,0,1,0
2495775,"FS","Eric Weddle (BAL)",16,630,"FLAT",0.05,1.13,0,1.13,23,1,1,0,0,1,0
2555166,"MLB","Joe Schobert (CLE)",13,527,"CROSS",0.2,1.13,0.93,0.2,35,3,1,0,2,1,0
2555530,"FS","Vonn Bell (NO)",16,499,"CROSS",0.24,1.12,1.46,-0.33,45,3,2,0,1,4,0
2543823,"CB","E.J. Gaines (CLE)",4,111,"SLANT",0.58,1.12,1.12,0,5,1,0,0,1,0,0
2495252,"OLB","K.J. Wright (SEA)",5,132,"OUT",0.22,1.12,0.67,0.45,13,0,0,0,0,0,0
2307,"CB","Orlando Scandrick (KC)",13,508,"IN",0.61,1.12,1.12,0,22,4,3,0,1,1.5,0
2495504,"CB","Patrick Peterson (ARI)",16,569,"FLAT",0.53,1.12,1.21,-0.1,20,3,3,0,0,2,0
2559164,"CB","Michael Davis (LAC)",13,362,"CROSS",0.64,1.11,1.11,0,7,1,0,0,1,0,0
2557855,"MLB","Jarrad Davis (DET)",16,548,"FLAT",0.11,1.11,1.49,-0.38,66,4,4,0,0,6,0
2555552,"CB","Ryan Smith (TB)",12,261,"POST",0.55,1.11,0.01,1.09,28,6,2,0,3,1,0
2539320,"SS","Kenny Vaccaro (TEN)",13,417,"SCREEN",0.1,1.1,0,1.1,7,1,1,0,0,1,0
2557995,"FS","Marcus Maye (NYJ)",6,205,"HITCH",0.04,1.1,0,1.1,19,1,0,0,1,0,0
2533059,"CB","Morris Claiborne (NYJ)",15,572,"ANGLE",0.67,1.1,0,1.1,1,1,0,0,0,0,0
2543492,"FS","Lamarcus Joyner (LA)",15,524,"GO",0.04,1.1,-0.6,1.7,56,5,2,0,1,2,0
2539334,"CB","Desmond Trufant (ATL)",16,627,"OUT",0.61,1.1,1.14,-0.05,72,14,12,0,2,7,0
2543597,"ILB","Avery Williamson (NYJ)",16,627,"ANGLE",0.16,1.1,0.31,0.79,45,3,2,0,0,3,0
2560966,"LB","Jerome Baker (MIA)",16,373,"SCREEN",0.24,1.1,0.76,0.34,17,4,4,0,0,0,0
2533049,"OLB","Whitney Mercilus (HOU)",16,485,"CROSS",0.26,1.1,1.1,0,2,1,1,0,0,0,0
2558163,"OLB","Alex Anzalone (NO)",16,334,"IN",0.26,1.1,0.44,0.65,15,0,0,0,0,0,0
2539943,"FS","D.J. Swearinger (WAS)",15,565,"OUT",0.14,1.09,-0.9,1.99,36,5,3,0,2,2,0
2560766,"CB","Taron Johnson (BUF)",11,262,"POST",0.5,1.09,1.09,0,7,2,1,0,1,0,0
2556367,"CB","William Jackson (CIN)",16,601,"SCREEN",0.68,1.08,1.08,0,4,2,2,0,0,2,0
2552689,"CB","Ronald Darby (PHI)",9,373,"SCREEN",0.6,1.08,-0.09,1.17,16,2,2,0,0,0.5,0
2558259,"CB","Shaquill Griffin (SEA)",15,532,"POST",0.67,1.08,1.84,-0.76,33,3,2,0,1,1,0
2558976,"CB","Kenny Moore II (IND)",15,514,"GO",0.45,1.08,1.08,0,48,4,2,0,1,1,0
2555568,"SS","Erik Harris (OAK)",15,220,"CROSS",0.13,1.08,0.47,0.61,28,1,1,0,0,2,0
2556475,"CB","Briean Boddy-Calhoun (CLE)",14,426,"FLAT",0.39,1.08,2,-0.92,47,5,5,0,0,3.5,0
2555349,"CB","Kendall Fuller (KC)",14,622,"HITCH",0.52,1.08,0.73,0.35,98,4,2,0,1,1.5,0
2552266,"OLB","Anthony Chickillo (PIT)",16,180,"SLANT",0.39,1.08,-0.07,1.15,5,1,0,0,0,0,0
2550565,"MLB","Adarius Taylor (TB)",15,306,"ANGLE",0.24,1.08,0.67,0.41,21,2,1,0,1,0,0
2556119,"MLB","Elandon Roberts (NE)",16,216,"CROSS",0.22,1.07,0.65,0.42,48,4,4,0,0,3,0
2539935,"OLB","Kiko Alonso (MIA)",15,525,"ANGLE",0.19,1.07,0,1.07,34,2,1,0,0,2,0
2556278,"FS","Will Parks (DEN)",15,327,"FLAT",0.28,1.07,1.26,-0.19,25,0,0,0,0,1.5,0
2556480,"SS","Kentrell Brice (GB)",14,361,"FLAT",0.12,1.07,0.8,0.27,23,2,1,0,1,2,0
2558067,"CB","Marlon Humphrey (BAL)",14,469,"WHEEL",0.64,1.06,0,1.06,2,1,0,0,1,0,0
2540221,"ILB","Vince Williams (PIT)",14,427,"GO",0.27,1.06,1.35,-0.29,27,1,0,0,0,0,0
2543464,"ILB","C.J. Mosley (BAL)",15,548,"POST",0.14,1.06,1.06,0,2,2,1,0,0,1,0
2539233,"SS","Shawn Williams (CIN)",16,537,"FLAT",0.12,1.06,0.3,0.76,33,3,2,0,1,1,0
2535613,"ILB","L.J. Fort (PIT)",11,198,"SCREEN",0.17,1.05,0,1.05,7,1,1,0,0,0,0
2506789,"CB","Tramon Williams (GB)",16,589,"IN",0.32,1.05,0.03,1.02,36,2,1,0,0,1,0
2543505,"CB","Bradley Roby (DEN)",14,517,"OUT",0.64,1.05,-0.12,1.17,60,22,14,0,6,10,1
2550654,"CB","K'Waun Williams (SF)",13,351,"SCREEN",0.48,1.05,0,1.05,13,0,0,0,0,1,0
2550613,"CB","Malcolm Butler (TEN)",16,501,"SCREEN",0.63,1.04,0.9,0.14,17,2,2,0,0,1,0
2556934,"CB","Javien Elliott (TB)",11,222,"SCREEN",0.41,1.04,0.49,0.56,14,1,1,0,0,1,0
2505708,"FS","Mike Adams (CAR)",16,553,"FLAT",0.16,1.04,0.78,0.26,27,1,1,0,0,2,0
2505708,"FS","Mike Adams (CAR)",16,553,"HITCH",0.16,1.04,0.87,0.17,24,1,1,0,0,0.5,0
2560850,"DB","D.J. Reed (SF)",11,198,"SLANT",0.24,1.04,1.04,0,1,1,1,0,0,1,0
2543681,"CB","Kyle Fuller (CHI)",16,647,"SLANT",0.62,1.04,1.32,-0.28,47,9,8,0,1,3.5,0
2560884,"CB","M.J. Stewart (TB)",8,202,"IN",0.56,1.04,0.47,0.56,12,2,2,0,0,1,0
2560728,"CB","Tre Flowers (SEA)",14,514,"FLAT",0.59,1.03,0.4,0.63,18,2,2,0,0,2,0
2534832,"FS","Rodney McLeod (PHI)",3,106,"POST",0.04,1.03,0.72,0.31,8,1,0,0,1,0,0
2499278,"OLB","Malcolm Smith (SF)",12,179,"OUT",0.23,1.03,0.27,0.76,19,2,2,0,0,1.5,0
2559054,"ILB","Nicholas Morrow (OAK)",14,237,"HITCH",0.22,1.03,1.27,-0.24,24,2,1,0,1,0,0
2557969,"OLB","Matt Milano (BUF)",13,412,"FLAT",0.25,1.03,0.53,0.5,49,2,2,0,0,1,0
2555280,"CB","Jalen Ramsey (JAX)",16,550,"GO",0.66,1.03,-4.17,5.2,135,7,4,1,1,3,0
2557961,"CB","Quincy Wilson (IND)",13,282,"ANGLE",0.56,1.02,0,1.02,8,4,4,0,0,2,0
2558168,"CB","Rasul Douglas (PHI)",12,362,"SCREEN",0.54,1.02,0,1.02,10,2,2,0,0,2,0
2558070,"LB","Raekwon McMillan (MIA)",16,360,"OUT",0.14,1.02,1.02,0,7,2,1,0,1,0.5,0
2555158,"FS","Kevin Byard (TEN)",16,582,"HITCH",0.13,1.02,1.25,-0.23,48,3,2,0,0,2,0
2506789,"CB","Tramon Williams (GB)",16,589,"SCREEN",0.32,1.02,0.54,0.48,15,1,1,0,0,2,0
2553822,"FS","Curtis Riley (NYG)",16,578,"FLAT",0.03,1.02,0.45,0.57,14,1,1,0,0,1,0
2557867,"CB","Tre'Davious White (BUF)",16,526,"SCREEN",0.63,1.02,0.06,0.96,12,3,3,0,0,0.5,0
2560914,"CB","Levi Wallace (BUF)",7,212,"HITCH",0.62,1.01,1.26,-0.24,40,4,3,0,1,3,0
2506353,"ILB","Derrick Johnson (OAK)",6,94,"ANGLE",0.12,1.01,0,1.01,3,1,1,0,0,0.5,0
2556652,"CB","Lafayette Pitts (BUF)",5,52,"OUT",0.6,1.01,1.45,-0.44,4,2,1,0,0,0,0
2558121,"LB","Elijah Lee (SF)",8,250,"OUT",0.18,1,0.51,0.49,20,4,3,0,0,1,0
2552488,"CB","Marcus Peters (LA)",16,525,"FLAT",0.47,1,0.22,0.78,20,3,3,0,0,0,0
2556363,"OLB","Kamu Grugier-Hill (PHI)",16,161,"FLAT",0.23,1,0.25,0.75,29,0,0,0,0,1,0
2550613,"CB","Malcolm Butler (TEN)",16,501,"CROSS",0.63,1,1,0,14,3,1,0,1,1,0
89756,"CB","Jason McCourty (NE)",16,534,"SCREEN",0.59,1,0.84,0.15,12,2,2,0,0,3,0
2555345,"DB","Su'a Cravens (DEN)",5,85,"CROSS",0.38,0.99,0.75,0.24,9,1,1,0,0,1,0
2532898,"ILB","Brandon Marshall (DEN)",10,252,"CROSS",0.23,0.99,0.79,0.21,21,1,1,0,0,1,0
2558061,"CB","Marshon Lattimore (NO)",16,569,"POST",0.63,0.99,0.99,0,17,3,2,0,1,0,0
2555530,"FS","Vonn Bell (NO)",16,499,"CORNER",0.24,0.99,-0.32,1.31,27,3,2,0,0,1,0
2558289,"LB","Tanner Vallejo (CLE)",6,76,"SCREEN",0.18,0.99,0,0.99,4,1,0,0,0,0,0
2552265,"CB","Steven Nelson (KC)",15,659,"CORNER",0.65,0.98,0.53,0.45,22,1,0,0,1,0,0
2560741,"CB","Holton Hill (MIN)",12,172,"SLANT",0.67,0.98,0.98,0,6,0,0,0,0,0,0
2560914,"CB","Levi Wallace (BUF)",7,212,"OUT",0.62,0.98,0.98,0,9,2,2,0,0,1,0
2560851,"SS","Justin Reid (HOU)",16,548,"CROSS",0.09,0.98,1,-0.02,25,4,4,0,0,4,0
2530794,"FS","Ron Parker (KC)",14,590,"FLAT",0.1,0.98,0.12,0.86,29,2,2,0,0,3,0
2556817,"CB","Tony McRae (CIN)",5,61,"SCREEN",0.72,0.98,0.52,0.46,4,1,1,0,0,0,0
2552568,"CB","Byron Jones (DAL)",16,594,"HITCH",0.71,0.98,0.37,0.61,88,14,11,0,3,8,0
496739,"SS","Reshad Jones (MIA)",14,417,"ANGLE",0.09,0.98,0,0.98,12,1,0,0,1,0,0
2557880,"ILB","Josh Harvey-Clemons (WAS)",14,163,"GO",0.19,0.98,0.98,0,4,1,0,0,1,0,0
2560908,"LB","Leighton Vander Esch (DAL)",16,455,"IN",0.23,0.97,0.79,0.18,25,3,2,0,1,2,0
2560970,"S","Jessie Bates (CIN)",16,630,"POST",0.04,0.97,0.08,0.89,61,1,0,0,1,0,0
2532961,"ILB","Danny Trevathan (CHI)",16,628,"ANGLE",0.21,0.97,-1.02,1.99,37,3,1,0,0,0,0
2556367,"CB","William Jackson (CIN)",16,601,"HITCH",0.68,0.97,1.44,-0.47,103,10,7,0,2,2,0
2561149,"ILB","Matthew Adams (IND)",12,82,"FLAT",0.34,0.97,0.39,0.58,12,2,2,0,0,0.5,0
2533049,"OLB","Whitney Mercilus (HOU)",16,485,"FLAT",0.26,0.97,0,0.97,21,3,2,0,0,0,0
238227,"FS","Mike Mitchell (IND)",8,141,"FLAT",0.04,0.96,0,0.96,14,0,0,0,0,1.5,0
2560984,"LB","Oren Burks (GB)",10,69,"FLAT",0.31,0.96,0.25,0.71,8,0,0,0,0,0,0
2556445,"CB","Brian Poole (ATL)",16,531,"FLAT",0.41,0.96,0.75,0.21,51,2,2,0,0,3.5,0
2540288,"CB","Darius Slay (DET)",15,499,"POST",0.6,0.96,0.67,0.29,42,0,0,0,0,0,0
2555158,"FS","Kevin Byard (TEN)",16,582,"OUT",0.13,0.95,1.03,-0.08,31,4,4,0,0,3,0
2560753,"CB","Donte Jackson (CAR)",15,524,"OUT",0.55,0.95,0.64,0.31,49,7,7,0,0,7,0
2560760,"SS","Derwin James (LAC)",15,568,"FLAT",0.28,0.95,1.53,-0.58,74,6,5,0,1,7,0
496727,"SS","Morgan Burnett (PIT)",11,254,"ANGLE",0.29,0.95,0,0.95,4,1,1,0,0,0,0
2543769,"ILB","Deone Bucannon (ARI)",10,171,"CROSS",0.26,0.95,1.34,-0.39,25,3,3,0,0,4,1
2558163,"OLB","Alex Anzalone (NO)",16,334,"OUT",0.26,0.95,0.87,0.08,21,0,0,0,0,0,0
2560754,"DB","J.C. Jackson (NE)",13,266,"SLANT",0.65,0.94,0.94,0,11,4,4,0,0,2,0
2557961,"CB","Quincy Wilson (IND)",13,282,"OUT",0.56,0.94,0.75,0.19,23,0,0,0,0,1,0
2552697,"FS","Jermaine Whitehead (CLE/GB)",8,146,"FLAT",0.33,0.94,0.88,0.06,16,1,0,0,1,0,0
2506345,"CB","Adam Jones (DEN)",5,66,"SLANT",0.56,0.94,0,0.94,3,1,0,0,1,0,0
2495807,"FS","Antoine Bethea (ARI)",16,567,"HITCH",0.16,0.94,0.46,0.48,44,2,2,0,0,3,0
2558851,"ILB","Anthony Walker (IND)",15,353,"FLAT",0.24,0.93,0.71,0.23,34,2,2,0,0,2,0
2557967,"OLB","Duke Riley (ATL)",14,233,"GO",0.17,0.93,0.93,0,5,1,0,0,1,0,0
2556394,"CB","Chris Milton (IND)",3,38,"HITCH",0.69,0.93,0.64,0.29,9,1,1,0,0,1,0
2508004,"DB","Anthony Levine (BAL)",16,227,"OUT",0.33,0.93,1.4,-0.47,21,1,1,0,0,0,0
71423,"OLB","Brian Orakpo (TEN)",13,332,"FLAT",0.18,0.93,0.36,0.56,8,1,1,0,0,1,0
2555173,"FS","Eric Murray (KC)",14,404,"CROSS",0.1,0.93,0.29,0.64,34,2,0,0,1,0,0
2543855,"CB","Bene' Benwikere (ARI/OAK)",12,312,"SCREEN",0.55,0.93,0.93,0,5,0,0,0,0,0,0
2506352,"OLB","Thomas Davis (CAR)",12,366,"ANGLE",0.31,0.93,0.73,0.2,21,3,3,0,0,2,0
494259,"SS","Barry Church (JAX)",11,355,"SCREEN",0.12,0.93,0,0.93,9,2,2,0,0,1,0
2539237,"CB","D.J. Hayden (JAX)",10,279,"SLANT",0.47,0.93,0.6,0.32,16,2,1,0,1,1,0
2557972,"MLB","Marquel Lee (OAK)",16,171,"HITCH",0.16,0.92,-0.11,1.03,23,2,1,0,1,0.5,0
2560970,"S","Jessie Bates (CIN)",16,630,"CORNER",0.04,0.92,-0.86,1.78,21,2,0,0,1,1,0
306,"CB","Dominique Rodgers-Cromartie (OAK)",5,67,"POST",0.57,0.92,0.92,0,6,1,0,0,1,0,0
2540197,"CB","Nickell Robey-Coleman (LA)",16,378,"CORNER",0.48,0.92,0.92,0,8,0,0,0,0,0,0
2558064,"OLB","T.J. Watt (PIT)",16,541,"CROSS",0.31,0.92,0,0.92,5,1,1,0,0,0,0
2533057,"MLB","Dont'a Hightower (NE)",15,457,"POST",0.16,0.92,0.3,0.62,9,1,1,0,0,1,0
2557979,"SS","Jamal Adams (NYJ)",16,633,"IN",0.2,0.91,1.27,-0.36,35,2,1,0,1,1,0
2540143,"LB","Alec Ogletree (NYG)",13,473,"SCREEN",0.18,0.91,0.16,0.75,17,1,1,0,0,0,0
2555177,"CB","Mackensie Alexander (MIN)",15,333,"CROSS",0.54,0.91,0.41,0.51,40,1,1,0,0,0.5,0
2533060,"CB","Dre Kirkpatrick (CIN)",13,458,"IN",0.66,0.91,0.91,0,23,3,2,0,0,2,0
2555156,"SS","Jayron Kearse (MIN)",13,90,"GO",0.51,0.91,0.91,0,11,0,0,0,0,0,0
2540197,"CB","Nickell Robey-Coleman (LA)",16,378,"CROSS",0.48,0.91,0.33,0.58,32,1,1,0,0,0,0
2555255,"OLB","De'Vondre Campbell (ATL)",16,531,"IN",0.25,0.91,1.12,-0.21,21,2,1,0,0,1,0
2561039,"CB","Carlton Davis (TB)",13,396,"SLANT",0.66,0.9,0.9,0,13,2,1,0,0,0,0
2561340,"CB","Tre Herndon (JAX)",4,47,"SLANT",0.73,0.9,0.9,0,4,0,0,0,0,0,0
2552312,"MLB","Eric Kendricks (MIN)",13,442,"FLAT",0.22,0.9,1.38,-0.48,47,3,3,0,0,3,0
2560741,"CB","Holton Hill (MIN)",12,172,"CROSS",0.67,0.9,-0.34,1.24,12,0,0,0,0,1,0
2540140,"OLB","Barkevious Mingo (SEA)",15,252,"CROSS",0.2,0.9,1.03,-0.14,36,4,3,0,0,2,0
2561017,"DB","Sean Chandler (NYG)",11,105,"FLAT",0.36,0.89,0.89,0,3,0,0,0,0,0,0
2553657,"OLB","Neville Hewitt (NYJ)",8,150,"FLAT",0.32,0.89,0.93,-0.03,17,1,0,0,0,1,0
2556374,"SS","Blake Countess (LA)",8,44,"IN",0.02,0.89,0,0.89,6,1,0,0,1,0,0
496735,"CB","Kareem Jackson (HOU)",16,593,"SLANT",0.37,0.89,0.75,0.14,33,3,2,0,1,1,0
2560917,"LB","Fred Warner (SF)",15,549,"ANGLE",0.18,0.89,0.86,0.03,50,5,4,0,1,2.5,0
2556559,"CB","Mike Hilton (PIT)",15,413,"CORNER",0.49,0.89,0.89,0,3,1,0,0,1,0,0
2354,"ILB","Wesley Woodyard (TEN)",14,414,"FLAT",0.13,0.89,0.51,0.38,35,5,3,0,0,4.5,0
2533060,"CB","Dre Kirkpatrick (CIN)",13,458,"SCREEN",0.66,0.88,0.46,0.42,12,1,1,0,0,0,0
2539309,"SS","T.J. McDonald (MIA)",14,500,"FLAT",0.14,0.88,0.75,0.14,43,3,3,0,0,2,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,"HITCH",0.21,0.88,0.4,0.49,34,6,6,0,0,4.5,0
2560789,"LB","Darius Leonard (IND)",15,535,"CROSS",0.22,0.88,0.64,0.24,60,5,4,0,0,2,0
2543464,"ILB","C.J. Mosley (BAL)",15,548,"HITCH",0.14,0.88,0.14,0.74,65,5,5,0,0,4,0
2561417,"CB","Charvarius Ward (KC)",4,73,"HITCH",0.72,0.88,1.44,-0.56,14,4,3,0,1,3,0
2560795,"CB","Avonte Maddox (PHI)",10,371,"OUT",0.31,0.88,4.14,-3.26,37,7,5,1,1,3,0
2550930,"ILB","Todd Davis (DEN)",15,426,"IN",0.18,0.88,0.34,0.54,22,4,3,0,1,2,0
2530510,"CB","Chris Harris (DEN)",11,397,"CROSS",0.62,0.88,0.61,0.26,31,7,4,0,2,2,0
2558163,"OLB","Alex Anzalone (NO)",16,334,"FLAT",0.26,0.88,0.88,0,5,0,0,0,0,0,0
2508080,"FS","Earl Thomas (SEA)",3,100,"POST",0.05,0.88,0.89,-0.02,7,1,1,0,0,0,0
2555536,"SS","Kavon Frazier (DAL)",6,101,"SCREEN",0.12,0.87,0.87,0,1,1,1,0,0,1,0
2532804,"ILB","Zach Brown (WAS)",16,386,"CROSS",0.16,0.87,0.55,0.32,57,7,7,0,0,6.5,1
2552689,"CB","Ronald Darby (PHI)",9,373,"CROSS",0.6,0.87,1.24,-0.37,16,1,1,0,0,3,0
2556367,"CB","William Jackson (CIN)",16,601,"CORNER",0.68,0.87,0.87,0,9,1,0,0,0,0,0
2557980,"FS","Jabrill Peppers (CLE)",16,446,"FLAT",0.25,0.87,1.37,-0.5,27,1,1,0,0,0,0
2508004,"DB","Anthony Levine (BAL)",16,227,"FLAT",0.33,0.87,0.48,0.38,16,1,1,0,0,0,0
2495493,"DE","Justin Houston (KC)",11,390,"IN",0.21,0.86,0.32,0.54,5,1,0,0,0,0,0
2543855,"CB","Bene' Benwikere (ARI/OAK)",12,312,"IN",0.55,0.86,0.87,-0.01,23,3,1,1,0,0.5,0
2550930,"ILB","Todd Davis (DEN)",15,426,"OUT",0.18,0.86,0.56,0.3,40,4,4,0,0,3,0
2532804,"ILB","Zach Brown (WAS)",16,386,"SCREEN",0.16,0.86,0.6,0.26,15,3,3,0,0,1,0
2532966,"MLB","Bobby Wagner (SEA)",14,525,"FLAT",0.19,0.86,0.58,0.27,63,2,2,0,0,2.5,0
2560819,"CB","Nick Nelson (OAK)",10,164,"OUT",0.55,0.86,0.86,0,13,2,2,0,0,1,0
2558061,"CB","Marshon Lattimore (NO)",16,569,"FLAT",0.63,0.86,1.29,-0.44,30,1,1,0,0,2,0
2560850,"DB","D.J. Reed (SF)",11,198,"FLAT",0.24,0.86,0.55,0.31,15,2,2,0,0,2,0
2560819,"CB","Nick Nelson (OAK)",10,164,"SLANT",0.55,0.86,0.86,0,11,0,0,0,0,0,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,"OUT",0.21,0.85,0.79,0.06,24,0,0,0,0,1,0
4365,"CB","Brandon Carr (BAL)",16,556,"FLAT",0.58,0.85,0.85,0,6,0,0,0,0,0,0
2556652,"CB","Lafayette Pitts (BUF)",5,52,"GO",0.6,0.85,0.85,0,11,1,0,0,0,0,0
2553536,"CB","Troy Hill (LA)",12,235,"SCREEN",0.52,0.85,1.45,-0.6,8,1,1,0,0,1,0
2552386,"FS","Clayton Geathers (IND)",12,407,"CROSS",0.12,0.85,0.12,0.73,34,2,2,0,0,1,0
2534830,"SS","Tavon Wilson (DET)",14,176,"CROSS",0.37,0.84,0.84,0,9,2,1,0,0,1,0
2543505,"CB","Bradley Roby (DEN)",14,517,"HITCH",0.64,0.84,1.23,-0.38,60,4,4,0,0,3,0
2560956,"DB","Marcus Allen (PIT)",2,13,"HITCH",0.67,0.84,0.84,0,2,1,0,0,0,0,0
2556673,"OLB","Brennan Scarlett (HOU)",7,54,"CROSS",0.16,0.84,0.84,0,1,1,1,0,0,0.5,0
2539243,"SS","Bradley McDougald (SEA)",15,503,"POST",0.21,0.84,-0.23,1.07,31,2,1,0,1,1,0
