"position","displayName","route","nflId_def","eps_man_coverage","routes","accurate_targets","completions_allowed","PB","INT","T","FF","eps_tracking","eps_closing","eps_ball_skills","eps_tackling","eps_man_coverage_no_tackling"
"SS","Shawn Williams","CROSS",2539233,-2.4178097769427,5,1,1,0,0,0.5,0,0.134408058846503,0.236644103174808,-2.22144008596266,-0.567421853001355,-1.85038792394135
"CB","Coty Sensabaugh","CROSS",2532946,-2.49750724382186,7,1,1,0,0,1,0,-0.50821266863871,-1.66189657493638,0.00192340374306199,-0.329321403989834,-2.16818583983203
"CB","Steven Nelson","CROSS",2552265,-2.6086916571619,36,10,6,2,0,5,0,-1.52757420840573,-0.734379367625972,-0.53231158807507,0.185573506944868,-2.79426516410677
"CB","Orlando Scandrick","CROSS",2307,-2.61062423573582,11,3,2,0,0,2,0,-2.02728362011983,-0.436216455180422,-1.44726271278728,1.30013855235171,-3.91076278808753
"LB","Alec Ogletree","CROSS",2540143,-2.66206512832313,15,4,4,0,0,1,0,-0.878606557309188,0.587253466839912,-1.37729317625536,-0.993418861598494,-1.66864626672464
"MLB","Luke Kuechly","CROSS",2533056,-2.80092000173746,3,1,1,0,0,0,0,-0.0376334472937131,0.219273551089831,-2.53391495956602,-0.448645145967555,-2.3522748557699
"ILB","Terrance Smith","CROSS",2556775,-2.80863508279783,2,2,1,0,0,0,0,-0.302009151567247,0.00805153829017208,-0.222055582828731,-2.29262188669202,-0.516013196105806
"FS","Devin McCourty","CROSS",494287,-2.85582426869168,15,2,2,0,0,1,0,-0.875371946612153,-0.0635297516821131,-1.89316911896304,-0.0237534514343751,-2.83207081725731
"FS","Mike Adams","CROSS",2505708,-2.89078434836829,6,3,3,0,0,0.5,0,-0.101557003424725,-1.55234445631777,-0.960588101625243,-0.276294787000549,-2.61448956136774
"CB","Jalen Ramsey","CROSS",2555280,-2.97232638893131,17,8,6,2,0,3,0,-0.00251601314837029,-2.08850419810519,-1.47756298638442,0.596256808706672,-3.56858319763798
"CB","Darius Slay","CROSS",2540288,-3.01956958369294,18,3,3,0,0,3,0,-0.558778455750792,-0.998786619163541,-0.55743822730527,-0.90456628147334,-2.1150033022196
"CB","Mike Ford","CROSS",2561527,-3.087117225554,9,3,3,0,0,2,0,-0.82819670364272,-0.370689027359458,-1.67344911578333,-0.214782378768489,-2.87233484678551
"CB","Javien Elliott","CROSS",2556934,-3.11281358000856,7,2,2,0,0,1,0,-1.1079207745263,0,-1.64966278951036,-0.355230015971895,-2.75758356403666
"CB","Fabian Moreau","CROSS",2558136,-3.15277297964184,24,6,4,0,0,2,0,-1.75913880961219,0,0.442818496946047,-1.8364526669757,-1.31632031266614
"CB","Anthony Brown","CROSS",2555531,-3.19429078326176,24,8,5,3,0,2,0,0.00920354313682214,0.372509182084709,-1.65560598712508,-1.92039752135821,-1.27389326190355
"LB","Roquan Smith","CROSS",2560877,-3.26329732277993,25,6,5,0,0,4.5,0,1.15186512233211,-1.64809943249852,-0.398147491623009,-2.36891552099051,-0.894381801789419
"CB","Sam Shields","CROSS",1037374,-3.26641157136914,10,3,3,0,0,2,0,-0.425240873124195,-0.0144887689807514,-2.35368792890054,-0.472994000363657,-2.79341757100549
"OLB","Thomas Davis","CROSS",2506352,-3.30176356406667,4,3,3,0,0,2,0,-0.464492123037372,-1.93838983814848,-0.975035809744367,0.0761542068635458,-3.37791777093022
"OLB","Damien Wilson","CROSS",2552686,-3.42742228598861,2,1,1,0,0,0,0,-0.162082790976697,0.0427661705056623,-1.4497666432844,-1.85833902223318,-1.56908326375544
"CB","Brent Grimes","CROSS",2506861,-3.56807771701975,13,3,3,0,0,2,0,0.312570396162541,-1.26059051091571,-2.84353403854001,0.223476436273431,-3.79155415329318
"CB","Prince Amukamara","CROSS",2495108,-3.59202239710026,19,3,1,0,0,0,0,-0.347757219623722,0.312640861456113,-3.52209036720436,-0.0348156717282873,-3.55720672537197
"CB","Kendall Fuller","CROSS",2555349,-3.71696202137857,48,18,15,2,1,7.5,0,-1.44671819035102,-0.0303302309489641,-2.56149080385591,0.321577203777323,-4.03853922515589
"OLB","Anthony Barr","CROSS",2543459,-3.97461738054107,4,1,1,0,0,0,0,0.301102351169165,0,-3.63650296796119,-0.639216763749042,-3.33540061679202
"CB","Teez Tabor","CROSS",2557955,-4.02088309567395,13,1,1,0,0,0,0,-0.681987412650409,0.00756899174408765,-3.34646467476763,0,-4.02088309567395
"OLB","Malcolm Smith","CROSS",2499278,-4.02727716150621,7,2,2,0,0,1,0,0.183754397567424,0,-2.74640439864397,-1.46462716042966,-2.56265000107655
"MLB","Deion Jones","CROSS",2555162,-4.47978215363938,8,5,5,0,0,2,0,-1.52246764681289,-0.0659362640111572,-2.05215956692021,-0.839218675895124,-3.64056347774426
"ILB","C.J. Mosley","CROSS",2543464,-4.75191230115978,16,4,4,0,0,1,0,-2.55831236678961,-0.521806686122167,-1.00247985208394,-0.669313396164065,-4.08259890499572
"LB","Tremaine Edmunds","CROSS",2560713,-4.82368248971462,19,5,4,2,0,2,0,-1.57195306261967,-0.155986522506882,-2.99542730762404,-0.10031559696403,-4.72336689275059
"CB","Brian Poole","CROSS",2556445,-4.96774639795258,20,9,7,1,0,4,0,-1.50320311623916,0.0851142649423977,-1.328443634478,-2.22121391217782,-2.74653248577476
"CB","M.J. Stewart","CROSS",2560884,-4.967931427951,15,6,6,0,0,2.5,0,-0.104667229890908,0,0.771598930595227,-5.63486312865532,0.666931700704319
"OLB","Kiko Alonso","CROSS",2539935,-5.16780200141535,11,4,4,0,0,2.5,0,-0.968370562183805,-2.09895574842124,-2.10656220581031,0.00608651500000449,-5.17388851641535
"CB","Morris Claiborne","CROSS",2533059,-5.2465445573433,13,1,1,0,0,1,0,-1.26481996077887,-2.95704990166186,-0.354613284394581,-0.670061410507988,-4.57648314683531
"CB","Grant Haley","CROSS",2561001,-8.69134206321684,11,5,5,0,0,3,0,-0.904556774589218,1.00587852834792,-3.43377374493167,-5.35889007204387,-3.33245199117297
"S","Minkah Fitzpatrick","FLAT",2560725,7.11139811636695,11,2,1,1,0,1,0,1.17782767000398,0.178754510068477,1.85459974665873,3.90021618963576,3.21118192673119
"CB","Justin Coleman","FLAT",2553637,4.85837000312526,15,5,4,0,1,2,0,1.02990507878832,0.501925550119218,4.9608218491966,-1.63428247497888,6.49265247810414
"CB","Bryce Callahan","FLAT",2553500,4.79434881519664,19,3,3,0,0,3,0,3.39692316725659,0.450703183808238,0.385973308972911,0.560749155158897,4.23359966003774
"LB","Dorian O'Daniel","FLAT",2560827,4.24169321380454,15,0,0,0,0,0,0,3.21252453933695,1.13341177432362,0,-0.104243099856028,4.34593631366057
"ILB","Mark Barron","FLAT",2532789,4.04805678887992,8,2,1,1,0,1,0,1.40305540890922,0.534887761994828,2.09862655515161,0.0114870628242669,4.03656972605566
"CB","Kenny Moore II","FLAT",2558976,4.01767595048381,16,1,1,0,0,1,0,1.51496920664832,0.851644709412309,0.30533831628408,1.3457237181391,2.67195223234471
"ILB","Zach Cunningham","FLAT",2558094,3.98816685935078,16,1,1,0,0,0,0,2.96965212907915,0.852317283606057,0.166197446665568,0,3.98816685935078
"CB","K'Waun Williams","FLAT",2550654,3.96248090190528,13,1,1,0,0,1,0,2.46606865021399,1.07870608869257,-0.031882644583404,0.449588807582127,3.51289209432316
"ILB","Haason Reddick","FLAT",2557887,3.74145997296114,16,0,0,0,0,0,0,3.40863017478252,0.332829798178617,0,0,3.74145997296114
"SS","Micah Hyde","FLAT",2539240,3.66725061885819,3,1,0,1,0,0,0,0.788585387008525,-0.508750463340328,3.38741569518999,0,3.66725061885819
"FS","Adrian Amos","FLAT",2552385,3.54309703549569,11,2,1,1,0,1,0,1.08230710975346,0.475471293946849,1.5215770298858,0.463741601909581,3.07935543358611
"SS","Josh Jones","FLAT",2558119,3.44084184586825,14,0,0,0,0,0,0,2.14196719496283,1.29887465090542,0,0,3.44084184586825
"SS","Jamal Adams","FLAT",2557979,3.23196834469608,9,0,0,0,0,0,0,1.94937063597541,1.28259770872067,0,0,3.23196834469608
"OLB","Kyle Van Noy","FLAT",2543699,2.8947039198294,8,2,0,0,0,0,0,0.839321116277246,0.212065122310924,1.84331768124123,0,2.8947039198294
"SS","Tony Jefferson","FLAT",2540164,2.89130176130201,8,1,0,1,0,0,0,1.37346920155342,0.466862247605394,1.0509703121432,0,2.89130176130201
"ILB","Danny Trevathan","FLAT",2532961,2.87190132219249,15,0,0,0,0,0,0,2.91038321262956,-0.0384818904370694,0,0,2.87190132219249
"SS","Patrick Chung","FLAT",71251,2.8256467096503,18,1,1,1,0,1,0,2.37795833143825,0.421094209220643,0.264063025639109,-0.237468856647703,3.063115566298
"ILB","Nicholas Morrow","FLAT",2559054,2.76985323677138,14,0,0,0,0,0,0,1.51395714318076,1.25589609359062,0,0,2.76985323677138
"CB","T.J. Carrie","FLAT",2550164,2.74415559031229,15,0,0,0,0,0,0,2.56199988131327,0.182155708999019,0,0,2.74415559031229
"CB","B.W. Webb","FLAT",2539338,2.73371188784824,15,0,0,0,0,0,0,2.61192682646944,0.121785061378802,0,0,2.73371188784824
"OLB","Thomas Davis","FLAT",2506352,2.42993128723948,14,1,1,0,0,1,0,1.88288498361822,0.427169325168956,0.024861468729779,0.0950155097225247,2.33491577751695
"ILB","Cory Littleton","FLAT",2556593,2.40280530291828,29,6,6,0,0,5,0,2.95063854583113,-0.330202770602182,-1.27349848158649,1.05586800927582,1.34693729364246
"LB","Roquan Smith","FLAT",2560877,2.38461409234343,9,3,3,0,0,2.5,0,1.88858303803509,0.249804684275931,0.229278771134643,0.0169475988977678,2.36766649344566
"ILB","Todd Davis","FLAT",2550930,2.38140138063649,10,0,0,0,0,0,0,1.6085597985882,0.772841582048291,0,0,2.38140138063649
"OLB","Nigel Bradham","FLAT",2532800,2.35861970939887,12,0,0,0,0,0,0,1.09909470820583,1.25952500119304,0,0,2.35861970939887
"S","Terrell Edmunds","FLAT",2560712,2.34947065072964,6,1,0,0,0,0,0,0.962044585677013,0.880503956556619,0.506922108496009,0,2.34947065072964
"CB","Grant Haley","FLAT",2561001,2.32108597905824,11,0,0,0,0,1,0,2.38987639863082,0,0,-0.0687904195725806,2.38987639863082
"CB","Cameron Sutton","FLAT",2558849,2.28236277062606,11,0,0,0,0,0,0,2.28236277062606,0,0,0,2.28236277062606
"OLB","Jordan Evans","FLAT",2558801,2.27167125277848,12,0,0,0,0,0,0,1.88830646110893,0.383364791669549,0,0,2.27167125277848
"LB","Tremaine Edmunds","FLAT",2560713,2.23159659320892,9,1,1,0,0,0.5,0,1.17698988332621,0.43970791436607,0.134876893718415,0.480021901798228,1.7515746914107
"CB","P.J. Williams","FLAT",2552484,2.22335309937685,17,0,0,0,0,0,0,1.42492581855558,0.798427280821274,0,0,2.22335309937685
"OLB","Lavonte David","FLAT",2532828,2.18930653862892,19,1,0,0,0,0,0,1.63239771204853,0.0483987029485069,0.50851012363188,0,2.18930653862892
"CB","Tavon Young","FLAT",2555378,2.16398246581593,16,0,0,0,0,0,0,1.80089285962477,0.363089606191162,0,0,2.16398246581593
"CB","Cre'von LeBlanc","FLAT",2556587,2.15242204043527,11,1,0,0,0,0,0,1.99388488342336,-0.913092665386331,1.07162982239824,0,2.15242204043527
"LB","Jerome Baker","FLAT",2560966,2.06655144505759,13,2,2,0,0,2,0,1.24272741590366,0.538833987015255,-1.18973810130987,1.47472814344854,0.591823301609045
"OLB","Tahir Whitehead","FLAT",2532986,2.05127371371832,18,0,0,0,0,0,0,1.72688845268986,0.324385261028461,0,0,2.05127371371832
"ILB","Avery Williamson","FLAT",2543597,2.05027005651421,15,2,2,0,0,2,0,3.19619956865557,0.157655583797799,0.649809272765758,-1.95339436870492,4.00366442521913
"CB","D.J. Hayden","FLAT",2539237,2.0246615005069,9,1,1,0,0,1,0,2.08232056179935,0.229953727855643,-0.448435804481077,0.160823015332989,1.86383848517392
"CB","DeShawn Shead","FLAT",2535609,2.00004865493435,8,0,0,0,0,0,0,2.00004865493435,0,0,0,2.00004865493435
"CB","Briean Boddy-Calhoun","FLAT",2556475,1.99970243651774,18,2,2,0,0,2,0,1.89313742471149,0.0187209306364971,0.0572388780732273,0.030605203096526,1.96909723342121
"OLB","Anthony Barr","FLAT",2543459,1.98266917441868,19,1,1,0,0,0,0,1.37903694331377,0.0628828032445702,0.515995253282141,0.0247541745781957,1.95791499984048
"DB","Ronnie Harrison","FLAT",2561008,1.95726333559457,6,2,0,0,0,0,0,1.07155528084143,0.050558710583271,0.83514934416987,0,1.95726333559457
"SS","Jeff Heath","FLAT",2541832,1.95270331488678,11,2,1,0,0,1,0,1.67035445229673,0.0536071228434236,0.320257855763836,-0.0915161160172063,2.04421943090399
"FS","Tyrann Mathieu","FLAT",2540180,1.88052189222731,14,0,0,0,0,0,0,1.08203447926087,0.798487412966436,0,0,1.88052189222731
"CB","Taron Johnson","FLAT",2560766,1.87726626002551,10,0,0,0,0,0,0,1.60979803474278,0.267468225282733,0,0,1.87726626002551
"ILB","Patrick Onwuasor","FLAT",2556642,1.82674773011474,5,1,0,1,0,0,0,0.31970984902923,0,1.50703788108551,0,1.82674773011474
"OLB","Eric Wilson","FLAT",2559012,1.82383282467371,6,0,0,0,0,0,0,1.36054689794591,0.463285926727804,0,0,1.82383282467371
"CB","Chris Harris","FLAT",2530510,1.80463511194903,13,2,2,0,0,2,0,1.87873250136939,0,-0.057859226977605,-0.0162381624427572,1.82087327439179
"SS","Morgan Burnett","FLAT",496727,1.80045643978874,7,0,0,0,0,0,0,1.80045643978874,0,0,0,1.80045643978874
"OLB","Leonard Floyd","FLAT",2555285,1.76248586820915,7,0,0,0,0,0,0,1.16987298572565,0.592612882483502,0,0,1.76248586820915
"CB","Nickell Robey-Coleman","FLAT",2540197,1.72994706326789,9,1,1,0,0,1,0,1.67562841807328,-0.067380773853186,0.110693963262422,0.0110054557853739,1.71894160748252
"SS","Bradley McDougald","FLAT",2539243,1.72319890861218,14,2,1,0,0,1,0,1.44694765351073,0.200715086331833,-0.239459055446868,0.314995224216488,1.40820368439569
"CB","Anthony Brown","FLAT",2555531,1.65011954881558,9,0,0,0,0,0,0,1.45686692142098,0.1932526273946,0,0,1.65011954881558
"CB","Denzel Ward","FLAT",2560916,1.63838047301975,8,3,0,0,0,0,0,0.314841116641301,0.158134762037931,1.16540459434052,0,1.63838047301975
"DB","Greg Stroman","FLAT",2560886,1.62298576532814,4,0,0,0,0,0,0,0.789891736659936,0.833094028668206,0,0,1.62298576532814
"MLB","Kwon Alexander","FLAT",2552592,1.61822132052953,3,1,1,0,0,1,0,0.249210717140993,0.501323506086609,0.739658327188892,0.12802877011304,1.49019255041649
"OLB","Shaq Thompson","FLAT",2552447,1.55783868843937,8,1,1,0,0,1,0,0.961786819301167,0.604048892138848,-0.20420115239055,0.196204129389909,1.36163455904947
"CB","Buster Skrine","FLAT",2495343,1.54047376399807,12,1,1,0,0,1,0,1.11118948816341,0.132258178993153,-0.059321032730942,0.356347129572445,1.18412663442562
"CB","Jourdan Lewis","FLAT",2557920,1.54034746318167,4,0,0,0,0,0,0,0.372200712092149,1.16814675108952,0,0,1.54034746318167
"CB","Bobby McCain","FLAT",2552434,1.53818058076738,14,1,1,0,0,2,0,1.37134193314798,-0.0802536875759269,0.211958934152769,0.035133401042561,1.50304717972482
"SS","Derwin James","FLAT",2560760,1.52715839912345,21,1,1,0,0,1,0,0.214002888317659,1.15973419613396,-0.030266145085152,0.183687459756988,1.34347093936647
"CB","Byron Jones","FLAT",2552568,1.52223849404305,4,0,0,0,0,0.5,0,1.03663518067529,0.412767940893633,0,0.0728353724741274,1.44940312156892
"MLB","Jarrad Davis","FLAT",2557855,1.49430027651289,7,0,0,0,0,0,0,0.612533381781677,0.881766894731214,0,0,1.49430027651289
"CB","A.J. Bouye","FLAT",2541162,1.48799424252269,5,1,1,0,0,2,0,0.447676044518178,1.25969768123016,-0.046738412737739,-0.172641070487904,1.6606353130106
"ILB","Brandon Marshall","FLAT",2532898,1.47897249403478,8,0,0,0,0,0,0,1.49037590736482,-0.0114034133300417,0,0,1.47897249403478
"CB","Bene' Benwikere","FLAT",2543855,1.45418883806608,5,0,0,0,0,1,0,0.481366016632095,1.00753172229439,0,-0.0347089008604087,1.48889773892649
"CB","Kendall Fuller","FLAT",2555349,1.44094021795039,23,1,1,0,0,2,0,2.72878495861309,0.187323257375484,-1.36019420711348,-0.114973790924702,1.55591400887509
"FS","Antoine Bethea","FLAT",2495807,1.42926720274022,9,1,1,0,0,1,0,1.10689053089309,0.418222890231203,-0.105281853220788,0.009435634836712,1.41983156790351
"ILB","Blake Martinez","FLAT",2555161,1.42563357480186,7,0,0,0,0,0,0,1.16680007654021,0.258833498261654,0,0,1.42563357480186
"MLB","Marquel Lee","FLAT",2557972,1.42484038901382,6,1,1,0,0,1,0,0.559430834974167,0.201166981369106,-0.203710657104407,0.867953229774957,0.556887159238866
"CB","Janoris Jenkins","FLAT",2532875,1.42408090740382,1,0,0,0,0,0,0,0.245985011740088,1.17809589566373,0,0,1.42408090740382
"MLB","Joe Schobert","FLAT",2555166,1.41173733504165,9,2,1,0,0,0,0,0.547245680463869,0.319699117273756,1.26509982562307,-0.720307288319042,2.1320446233607
"OLB","Ray-Ray Armstrong","FLAT",2541792,1.37864059029387,3,0,0,0,0,0,0,0.332793994633937,1.04584659565993,0,0,1.37864059029387
"MLB","Eric Kendricks","FLAT",2552312,1.37699946311874,6,1,1,0,0,1,0,0.916076470336421,0.196695006832678,-0.003648937805765,0.267876923755406,1.10912253936333
"FS","Tashaun Gipson","FLAT",2532848,1.37534972592763,11,0,0,0,0,0,0,1.18379501194253,0.191554713985104,0,0,1.37534972592763
"FS","Jabrill Peppers","FLAT",2557980,1.37408982948366,11,0,0,0,0,0,0,1.4404203336424,-0.0663305041587399,0,0,1.37408982948366
"CB","Shaquill Griffin","FLAT",2558259,1.37345862071126,5,1,1,0,0,1,0,0.792552119469774,0.283387175797421,0.182171454055506,0.115347871388558,1.2581107493227
"CB","Bradley Roby","FLAT",2543505,1.37288227672511,2,0,0,0,0,0,0,0.321649255510214,1.0512330212149,0,0,1.37288227672511
"CB","Mike Hilton","FLAT",2556559,1.3663985280684,11,1,1,0,0,1,0,1.14812635789718,0.0909238286925175,-0.06877476468079,0.196123106159489,1.17027542190891
"CB","Nevin Lawson","FLAT",2543872,1.36215430392907,9,0,0,0,0,0,0,1.47536987321104,-0.113215569281973,0,0,1.36215430392907
"CB","Richard Sherman","FLAT",2495507,1.33927830667048,6,0,0,0,0,1,0,0.684254108252858,0.492789669950029,0,0.162234528467592,1.17704377820289
"LB","Foye Oluokun","FLAT",2561132,1.33661880314695,4,2,2,0,0,1,0,0.17800303090601,0.176584125269789,-0.161494680361379,1.14352632733253,0.19309247581442
"FS","Devin McCourty","FLAT",494287,1.32695888125213,7,1,1,0,0,1,0,0.960434272902364,0.417167641779075,0.232339137131822,-0.282982170561133,1.60994105181326
"OLB","Barkevious Mingo","FLAT",2540140,1.3252510390126,5,0,0,0,0,0,0,0.92457647791525,0.400674561097351,0,0,1.3252510390126
"CB","Logan Ryan","FLAT",2540162,1.31940628952075,10,0,0,0,0,0,0,1.16227830643401,0.157127983086744,0,0,1.31940628952075
"SS","John Johnson","FLAT",2558183,1.31668690739908,4,0,0,0,0,0,0,0.452899679323767,0.863787228075315,0,0,1.31668690739908
"SS","Adrian Phillips","FLAT",2550842,1.31554443405352,5,0,0,0,0,0,0,0.376315614935479,0.939228819118045,0,0,1.31554443405352
"CB","Marshon Lattimore","FLAT",2558061,1.2934376183189,6,0,0,0,0,0,0,1.02404914343699,0.269388474881915,0,0,1.2934376183189
"ILB","Josh Bynes","FLAT",2530491,1.29309626858915,3,0,0,0,0,0,0,0.583685545749674,0.709410722839478,0,0,1.29309626858915
"FS","Will Parks","FLAT",2556278,1.26383520054975,8,0,0,0,0,0,0,1.26383520054975,0,0,0,1.26383520054975
"ILB","Jayon Brown","FLAT",2558005,1.25336925539745,8,0,0,0,0,0,0,0.974855817682369,0.278513437715081,0,0,1.25336925539745
"CB","Pierre Desir","FLAT",2543811,1.23471356412018,10,1,1,0,0,1,0,0.536405229073048,0.494473837622777,-0.171016016382132,0.37485051380649,0.859863050313693
"LB","Leighton Vander Esch","FLAT",2560908,1.22696002705994,10,0,0,0,0,0,0,0.917613784806779,0.376559415052939,0,-0.0672131727997744,1.29417319985972
"CB","Jaire Alexander","FLAT",2560952,1.21819022862465,3,0,0,0,0,0,0,0.735032356227426,0.483157872397219,0,0,1.21819022862465
"CB","Ken Crawley","FLAT",2556735,1.21565455254685,2,0,0,0,0,0,0,0.309954089434108,0.905700463112742,0,0,1.21565455254685
"CB","Patrick Peterson","FLAT",2495504,1.21424274290792,4,0,0,0,0,0,0,0.470490809727813,0.743751933180102,0,0,1.21424274290792
"CB","Jamar Taylor","FLAT",2539932,1.17279729064641,1,0,0,0,0,0,0,0.170170201372402,1.00262708927401,0,0,1.17279729064641
"CB","Aaron Colvin","FLAT",2543501,1.16781335936601,5,0,0,0,0,0,0,0.996320342872059,0.171493016493953,0,0,1.16781335936601
"CB","Jalen Ramsey","FLAT",2555280,1.16778033939184,1,0,0,0,0,0,0,0.0293818266292988,1.13839851276254,0,0,1.16778033939184
"FS","Clayton Geathers","FLAT",2552386,1.12235911202777,6,0,0,0,0,0,0,0.8543029467531,0.26805616527467,0,0,1.12235911202777
"OLB","Lorenzo Alexander","FLAT",2506268,1.10740236395562,7,1,1,0,0,1,0,0.666731425351106,0.214944309492587,-0.0979114062674056,0.323638035379328,0.783764328576287
"CB","Kareem Jackson","FLAT",496735,1.06191540173426,2,0,0,0,0,0,0,0.586577065924233,0.475338335810031,0,0,1.06191540173426
"LB","Kenny Young","FLAT",2560947,1.0436763979283,6,0,0,0,0,0,0,0.949546186981929,0.0941302109463742,0,0,1.0436763979283
"MLB","Adarius Taylor","FLAT",2550565,1.02906643363761,7,2,2,0,0,2,0,0.696168729216116,0.055152070730869,-0.411986243642334,0.689731877332961,0.339334556304651
"FS","Budda Baker","FLAT",2558009,1.00277650085162,22,2,2,0,0,1,0,2.90109434612267,0.26932135808773,0.540688069243366,-2.70832727260215,3.71110377345377
"SS","Derrick Kindred","FLAT",2555540,0.979459054241895,3,1,1,0,0,1,0,0.586299531821501,0.0599593849453843,0.292525477473765,0.0406746600012452,0.93878439424065
"SS","Michael Thomas","FLAT",2535687,0.97279428458241,7,1,0,1,0,0,0,0.762241085848321,0,0.210553198734089,0,0.97279428458241
"SS","Kenny Vaccaro","FLAT",2539320,0.970794876940978,2,0,0,0,0,0,0,0.196176655843901,0.774618221097077,0,0,0.970794876940978
"ILB","Demario Davis","FLAT",2533008,0.960064475440848,12,2,2,0,0,2,0,1.09988777680118,-0.294343946666609,-0.193980249363153,0.34850089466943,0.611563580771418
"CB","Leon Hall","FLAT",2495617,0.953541601361189,13,2,2,0,0,1,0,0.858882257800173,0,0.011312601949299,0.0833467416117175,0.870194859749472
"SS","Lano Hill","FLAT",2558077,0.934608527504852,3,0,0,0,0,0,0,0.252637284939476,0.681971242565376,0,0,0.934608527504852
"CB","Fabian Moreau","FLAT",2558136,0.93353088034309,9,0,0,0,0,0,0,1.64442781357651,-0.71089693323342,0,0,0.93353088034309
"CB","Joe Haden","FLAT",496733,0.932003481031973,4,0,0,0,0,0,0,0.932003481031973,0,0,0,0.932003481031973
"OLB","Neville Hewitt","FLAT",2553657,0.927470228739586,7,1,0,0,0,0,0,0.696445612113671,0.17993062215877,0.051093994467145,0,0.927470228739586
"ILB","Josh Harvey-Clemons","FLAT",2557880,0.918655619564178,3,0,0,0,0,0,0,0.358648364925913,0.560007254638265,0,0,0.918655619564178
"FS","Chuck Clark","FLAT",2558248,0.914493988738486,2,0,0,0,0,0,0,0.753044967301092,0.161449021437394,0,0,0.914493988738486
"SS","Justin Simmons","FLAT",2555550,0.910073540314569,8,1,1,0,0,1,0,0.845873414573744,-0.0124447161880896,0.0817365522522295,-0.00509171032331529,0.915165250637884
"OLB","Clay Matthews","FLAT",80431,0.904591485870188,2,0,0,0,0,0,0,0.613287428604378,0.29130405726581,0,0,0.904591485870188
"DB","Sean Chandler","FLAT",2561017,0.894137325723877,3,0,0,0,0,0,0,0.894137325723877,0,0,0,0.894137325723877
"FS","Jermaine Whitehead","FLAT",2552697,0.880838126537908,5,0,0,0,0,0,0,0.845481247917709,0.0353568786201995,0,0,0.880838126537908
"OLB","Alex Anzalone","FLAT",2558163,0.876449731955748,5,0,0,0,0,0,0,0.876449731955748,0,0,0,0.876449731955748
"OLB","Ben Gedeon","FLAT",2558033,0.875559096692241,4,0,0,0,0,0,0,0.557535395016851,0.31802370167539,0,0,0.875559096692241
"OLB","Telvin Smith","FLAT",2543711,0.869847308182498,16,1,1,0,0,0,0,1.95109383547052,-0.894058231799311,0.231417201337634,-0.418605496826345,1.28845280500884
"OLB","De'Vondre Campbell","FLAT",2555255,0.867627864256475,8,1,1,0,0,1,0,0.769009026155916,0.155591845823683,0.109022916266085,-0.165995923989209,1.03362378824568
"CB","Brandon Carr","FLAT",4365,0.851107118986865,6,0,0,0,0,0,0,0.851107118986865,0,0,0,0.851107118986865
"ILB","Ramik Wilson","FLAT",2552320,0.846478068398869,5,1,1,0,0,1,0,0.578379887320399,0.200827576809042,0.137772109398558,-0.0705015051291305,0.916979573527999
"OLB","Matt Judon","FLAT",2555505,0.834107141101765,5,1,1,0,0,1,0,0.570262753937718,0.0994386631930429,0.136415653587002,0.0279900703840024,0.806117070717763
"ILB","Terrance Smith","FLAT",2556775,0.828022919718051,7,0,0,0,0,0,0,0.828022919718051,0,0,0,0.828022919718051
"CB","Captain Munnerlyn","FLAT",80668,0.827760439918023,14,1,1,0,0,1,0,1.68928288468773,-0.921403794980202,-0.115725714603772,0.175607064814267,0.652153375103756
"DE","Justin Houston","FLAT",2495493,0.809871350875082,5,0,0,0,0,0,0,0.809871350875082,0,0,0,0.809871350875082
"FS","Marcell Harris","FLAT",2561006,0.800635949918036,4,1,1,0,0,1,0,0.324465022433746,0.249107077328242,-0.152820934208444,0.379884784364492,0.420751165553544
"SS","Kentrell Brice","FLAT",2556480,0.797284655642208,3,0,0,0,0,0,0,0.604222039905032,0.193062615737176,0,0,0.797284655642208
"OLB","T.J. Watt","FLAT",2558064,0.793992875146713,4,0,0,0,0,0,0,0.793992875146713,0,0,0,0.793992875146713
"CB","Akeem King","FLAT",2553456,0.793980069851521,4,1,1,0,0,0,0,0.673999132777754,0,0.119980937073767,0,0.793980069851521
"SS","Quandre Diggs","FLAT",2552262,0.787040951668445,5,1,1,0,0,1,0,0.654631643355728,-0.206636894056266,0.068551723535493,0.27049447883349,0.516546472834955
"CB","Gareon Conley","FLAT",2558062,0.783468574430441,5,1,1,0,0,1,0,0.182038690033823,0.736958638067787,-0.355374833541777,0.219846079870608,0.563622494559833
"FS","Mike Adams","FLAT",2505708,0.782777656818855,4,0,0,0,0,0,0,0.767545056993164,0.0152325998256906,0,0,0.782777656818855
"SS","Sharrod Neasman","FLAT",2556443,0.780371741135405,6,0,0,0,0,0,0,-0.0629826381578531,0.843354379293258,0,0,0.780371741135405
"LB","Darius Leonard","FLAT",2560789,0.776485441860324,5,1,1,0,0,0,0,0.11450826613891,1.3022097950956,-0.27322000296632,-0.367012616407866,1.14349805826819
"CB","Darqueze Dennard","FLAT",2543474,0.763000271561001,15,1,1,0,0,1,0,1.25092472638733,-0.568252859188209,0.062439097023186,0.0178893073386938,0.745110964222307
"MLB","Jaylon Smith","FLAT",2555310,0.762700742071426,6,0,0,0,0,0,0,1.21605480104696,-0.453354058975534,0,0,0.762700742071426
"OLB","A.J. Klein","FLAT",2539982,0.757677612760656,8,0,0,0,0,0,0,0.757677612760656,0,0,0,0.757677612760656
