"position","displayName","nflId_def","route","tackling_opportunities","eps_tackling","eps_per_tackling_opportunity","perc_reduce_yac","FF","Tackles"
"ILB","Christian Jones",2550572,"OUT",1,0.0614912425126503,0.0614912425126503,1,0,1
"ILB","Christian Jones",2550572,"SLANT",1,0.087002135064455,0.087002135064455,1,0,1
"OLB","Christian Kirksey",2543720,"FLAT",2,1.12532325847468,0.56266162923734,1,0,1
"OLB","Christian Kirksey",2543720,"GO",1,-0.360115102382448,-0.360115102382448,0,0,0
"OLB","Christian Kirksey",2543720,"HITCH",1,0.0559462115685471,0.0559462115685471,1,0,0
"FS","Chuck Clark",2558248,"IN",1,0.0251133108332533,0.0251133108332533,1,0,1
"FS","Chuck Clark",2558248,"POST",1,0.0573341256393526,0.0573341256393526,1,0,0
"FS","Chuck Clark",2558248,"SLANT",1,-0.012463539185595,-0.012463539185595,0,0,1
"OLB","Clay Matthews",80431,"POST",1,-0.416659269541637,-0.416659269541637,0,0,0
"FS","Clayton Fejedelem",2555355,"CROSS",1,-0.0708126250990071,-0.0708126250990071,0,0,1
"FS","Colin Jones",2499257,"GO",1,0.1967134330019,0.1967134330019,1,0,1
"FS","Colin Jones",2499257,"SLANT",1,-0.0463379619860415,-0.0463379619860415,0,0,0.5
"CB","Cordrea Tankersley",2557931,"OUT",1,0.204737238108331,0.204737238108331,1,0,1
"SS","Corey Moore",2553817,"GO",1,1.88610499974414,1.88610499974414,1,0,1
"CB","Cornell Armstrong",2561147,"HITCH",1,0.0750170619421807,0.0750170619421807,1,0,1
"CB","Cornell Armstrong",2561147,"IN",2,0.0560325015261888,0.0280162507630944,1,0,2
"CB","Cornell Armstrong",2561147,"OUT",1,0.13689558954379,0.13689558954379,1,0,1
"ILB","Cory Littleton",2556593,"CROSS",1,0.0759303313430901,0.0759303313430901,1,0,1
"ILB","Cory Littleton",2556593,"FLAT",6,1.05586800927582,0.175978001545971,0.333333333333333,0,5
"ILB","Cory Littleton",2556593,"GO",2,1.11286264517834,0.556431322589172,1,0,1
"ILB","Cory Littleton",2556593,"OUT",1,-0.0407831168999734,-0.0407831168999734,0,0,1
"ILB","Cory Littleton",2556593,"SLANT",1,0.0126102804658316,0.0126102804658316,1,0,0.5
"ILB","Cory Littleton",2556593,"WHEEL",1,0.851989119169502,0.851989119169502,1,0,1
"CB","Coty Sensabaugh",2532946,"CROSS",1,-0.329321403989834,-0.329321403989834,0,0,1
"CB","Coty Sensabaugh",2532946,"GO",1,-0.0407574491406548,-0.0407574491406548,0,0,0.5
"CB","Coty Sensabaugh",2532946,"IN",4,0.529336751551697,0.132334187887924,1,0,4
"CB","Coty Sensabaugh",2532946,"OUT",3,0.166783246972403,0.0555944156574675,1,0,3
"CB","Coty Sensabaugh",2532946,"POST",3,0.0615100427375519,0.020503347579184,0.666666666666667,0,1
"CB","Cre'von LeBlanc",2556587,"CROSS",3,-0.045719150684425,-0.0152397168948083,0.666666666666667,0,1.5
"CB","Cre'von LeBlanc",2556587,"GO",1,-1.3064484347409,-1.3064484347409,0,0,0
"CB","Cre'von LeBlanc",2556587,"HITCH",3,-0.78499072011527,-0.261663573371757,0,0,2
"CB","Cre'von LeBlanc",2556587,"IN",1,-0.0275216568375865,-0.0275216568375865,0,0,1
"CB","Cre'von LeBlanc",2556587,"OUT",3,0.222118398781515,0.0740394662605052,0.666666666666667,0,2
"CB","Cre'von LeBlanc",2556587,"SLANT",1,0.0784777432946505,0.0784777432946505,1,0,1
"FS","Curtis Riley",2553822,"IN",1,0.00109511359945258,0.00109511359945258,1,0,1
"FS","Curtis Riley",2553822,"OUT",1,-0.836484914348005,-0.836484914348005,0,0,0
"CB","D.J. Hayden",2539237,"CROSS",1,-0.490801854336501,-0.490801854336501,0,0,1
"CB","D.J. Hayden",2539237,"FLAT",1,0.160823015332989,0.160823015332989,1,0,1
"CB","D.J. Hayden",2539237,"HITCH",1,0.170644273272901,0.170644273272901,1,0,0.5
"CB","D.J. Hayden",2539237,"OUT",4,-0.11596157486027,-0.0289903937150675,0.75,0,4
"DB","D.J. Reed",2560850,"FLAT",1,0.0981791129050684,0.0981791129050684,1,0,1
"DB","D.J. Reed",2560850,"GO",1,-0.0103499605690209,-0.0103499605690209,0,0,0
"DB","D.J. Reed",2560850,"HITCH",1,-0.168518992150836,-0.168518992150836,0,0,1
"DB","D.J. Reed",2560850,"IN",1,0.0625619581913286,0.0625619581913286,1,0,1
"DB","D.J. Reed",2560850,"SLANT",1,1.58788451667168,1.58788451667168,1,0,1
"FS","D.J. Swearinger",2539943,"CROSS",1,-0.772743959556915,-0.772743959556915,0,0,0
"FS","D.J. Swearinger",2539943,"FLAT",1,-0.635207415415812,-0.635207415415812,0,0,1
"FS","D.J. Swearinger",2539943,"OUT",1,0.000112388824440021,0.000112388824440021,1,0,1
"FS","D.J. Swearinger",2539943,"POST",1,0.421124050536999,0.421124050536999,1,0,1
"CB","Damarious Randall",2552389,"CROSS",1,0.139503119257102,0.139503119257102,1,0,0
"CB","Damarious Randall",2552389,"OUT",2,0.0686609649356614,0.0343304824678307,1,0,2
"OLB","Damien Wilson",2552686,"CROSS",1,-1.85833902223318,-1.85833902223318,0,0,0
"OLB","Damien Wilson",2552686,"HITCH",2,0.503320045279779,0.25166002263989,0.5,0,2
"OLB","Damien Wilson",2552686,"OUT",1,0.0483793229649269,0.0483793229649269,1,0,1
"SS","Damontae Kazee",2558184,"CROSS",1,0.171693055500469,0.171693055500469,1,0,1
"SS","Daniel Sorensen",2550257,"CROSS",1,0.0411490186612776,0.0411490186612776,1,0,1
"SS","Daniel Sorensen",2550257,"GO",1,-1.92061297657433,-1.92061297657433,0,0,0
"SS","Daniel Sorensen",2550257,"OUT",2,-0.57604138121144,-0.28802069060572,0.5,0,2
"DB","Danny Johnson",2560764,"IN",2,0.293965702199266,0.146982851099633,1,0,1
"DB","Danny Johnson",2560764,"SLANT",2,0.0872993782440962,0.0436496891220481,0.5,0,0
"ILB","Danny Trevathan",2532961,"CROSS",1,0.16149668403748,0.16149668403748,1,0,1
"ILB","Danny Trevathan",2532961,"HITCH",1,-0.0423590384488409,-0.0423590384488409,0,0,1
"ILB","Danny Trevathan",2532961,"IN",1,-0.0907584381735085,-0.0907584381735085,0,0,1
"ILB","Danny Trevathan",2532961,"OUT",3,-0.046198426307656,-0.0153994754358853,0.333333333333333,0,3
"ILB","Danny Trevathan",2532961,"SLANT",2,0.0943821136770288,0.0471910568385144,0.5,0,0.5
"ILB","Danny Trevathan",2532961,"WHEEL",1,-0.134704838238224,-0.134704838238224,0,0,0
"ILB","Daren Bates",2541539,"FLAT",1,-1.50724000937593,-1.50724000937593,0,0,0
"ILB","Daren Bates",2541539,"IN",1,-0.359142775794792,-0.359142775794792,0,0,0
"FS","Darian Stewart",494307,"CROSS",2,0.1343348946082,0.0671674473040998,0.5,0,2
"FS","Darian Stewart",494307,"OUT",1,0.53786229145001,0.53786229145001,1,0,0
"LB","Darius Leonard",2560789,"ANGLE",1,-1.44769006040541,-1.44769006040541,0,0,0
"LB","Darius Leonard",2560789,"CROSS",1,-0.0778799856289725,-0.0778799856289725,0,0,1
"LB","Darius Leonard",2560789,"FLAT",1,-0.367012616407866,-0.367012616407866,0,0,0
"LB","Darius Leonard",2560789,"GO",1,0.562394121076959,0.562394121076959,1,0,0
"LB","Darius Leonard",2560789,"HITCH",2,-0.242251544475946,-0.121125772237973,0.5,0,2
"LB","Darius Leonard",2560789,"OUT",3,-0.502943985035363,-0.167647995011788,0,0,3
"CB","Darius Phillips",2560839,"CROSS",2,0.143095273587754,0.0715476367938771,1,0,2
"CB","Darius Phillips",2560839,"HITCH",1,-0.152791534954131,-0.152791534954131,0,0,1
"CB","Darius Phillips",2560839,"OUT",6,-0.179699382116972,-0.0299498970194954,0.666666666666667,0,6
"CB","Darius Phillips",2560839,"POST",1,0.00854354018649461,0.00854354018649461,1,0,1
"CB","Darius Slay",2540288,"CROSS",3,-0.90456628147334,-0.301522093824447,0,0,3
"CB","Darius Slay",2540288,"GO",1,0.116079642684168,0.116079642684168,1,0,1
"CB","Darius Slay",2540288,"HITCH",2,0.00901660877178922,0.00450830438589461,1,0,2
"CB","Darius Slay",2540288,"IN",2,0.664850456057825,0.332425228028913,1,0,2
"CB","Darius Slay",2540288,"OUT",5,-0.263874878795635,-0.0527749757591271,0.8,0,2
"CB","Darius Slay",2540288,"SLANT",5,-1.28049621557434,-0.256099243114868,0.6,0,3
"CB","Darqueze Dennard",2543474,"CROSS",5,2.24853946545465,0.44970789309093,0.6,0,4
"CB","Darqueze Dennard",2543474,"FLAT",1,0.0178893073386938,0.0178893073386938,1,0,1
"CB","Darqueze Dennard",2543474,"GO",2,2.36174406252908,1.18087203126454,1,0,2
"CB","Darqueze Dennard",2543474,"IN",4,0.277373121798592,0.069343280449648,1,1,4
"CB","Darqueze Dennard",2543474,"OUT",3,0.387676552477812,0.129225517492604,1,0,2
"CB","Darqueze Dennard",2543474,"SLANT",2,-0.077504456131978,-0.038752228065989,0.5,0,1.5
"ILB","Darron Lee",2555322,"CROSS",1,0.130869738328962,0.130869738328962,1,0,1
"ILB","Darron Lee",2555322,"FLAT",2,0.0137038975982114,0.0068519487991057,0.5,0,2
"ILB","Darron Lee",2555322,"HITCH",1,0.00732034893765365,0.00732034893765365,1,0,1
"ILB","Darron Lee",2555322,"OUT",1,0.0657771197468307,0.0657771197468307,1,0,1
"CB","Darryl Roberts",2553353,"CROSS",2,0.531952355133744,0.265976177566872,0.5,0,2
"CB","Darryl Roberts",2553353,"GO",1,-1.84370952157188,-1.84370952157188,0,0,0
"CB","Darryl Roberts",2553353,"IN",1,0.00184182942538302,0.00184182942538302,1,0,1
"CB","Darryl Roberts",2553353,"OUT",5,0.321505672565552,0.0643011345131104,0.8,0,3
"CB","Daryl Worley",2555394,"CORNER",1,0.0967549656090896,0.0967549656090896,1,0,1
"CB","Daryl Worley",2555394,"CROSS",2,-0.196539305744733,-0.0982696528723665,0.5,0,2
"CB","Daryl Worley",2555394,"GO",2,0.45930391920734,0.22965195960367,0.5,0,2
"CB","Daryl Worley",2555394,"HITCH",2,-0.426627964537162,-0.213313982268581,0.5,0,2
"CB","Daryl Worley",2555394,"OUT",2,-0.105486233636362,-0.0527431168181808,0.5,0,0
"CB","Daryl Worley",2555394,"SLANT",3,-0.48204360754839,-0.16068120251613,0.666666666666667,0,2
"CB","David Amerson",2540170,"HITCH",1,-0.000843273714689952,-0.000843273714689952,0,0,1
"CB","David Amerson",2540170,"IN",1,0.106979342955559,0.106979342955559,1,0,1
"MLB","David Mayo",2553441,"FLAT",1,-0.418424532968456,-0.418424532968456,0,0,1
"CB","Davon House",2495170,"OUT",1,-0.00282315835668334,-0.00282315835668334,0,0,1
"CB","De'Vante Harris",2556833,"POST",1,0.187247109812054,0.187247109812054,1,0,1
"OLB","De'Vondre Campbell",2555255,"CROSS",1,-0.234769549555907,-0.234769549555907,0,0,0
"OLB","De'Vondre Campbell",2555255,"FLAT",1,-0.165995923989209,-0.165995923989209,0,0,1
"OLB","De'Vondre Campbell",2555255,"IN",1,-0.0536062580602918,-0.0536062580602918,0,0,1
"OLB","De'Vondre Campbell",2555255,"OUT",3,0.373571256641641,0.12452375221388,0.666666666666667,0,2.5
"OLB","De'Vondre Campbell",2555255,"SLANT",1,-0.299175229710699,-0.299175229710699,0,0,1
"CB","Deante Burton",2559109,"HITCH",1,0.00753696952682448,0.00753696952682448,1,0,1
"CB","Deante Burton",2559109,"SLANT",3,0.145143991156565,0.0483813303855217,0.666666666666667,1,2
"MLB","Deion Jones",2555162,"CROSS",3,-0.839218675895124,-0.279739558631708,0.333333333333333,0,2
"MLB","Deion Jones",2555162,"GO",1,0.533749948010911,0.533749948010911,1,0,0
"MLB","Deion Jones",2555162,"HITCH",1,-0.14702546674291,-0.14702546674291,0,0,1
"ILB","Demario Davis",2533008,"CORNER",1,0.950362646119876,0.950362646119876,1,0,0
"ILB","Demario Davis",2533008,"CROSS",1,0.364207045195179,0.364207045195179,1,0,1
"ILB","Demario Davis",2533008,"FLAT",2,0.34850089466943,0.174250447334715,1,0,2
"ILB","Demario Davis",2533008,"HITCH",2,-0.283725082853394,-0.141862541426697,0.5,0,1.5
"ILB","Demario Davis",2533008,"SCREEN",1,-2.37774804205394,-2.37774804205394,0,0,0
"ILB","Denzel Perryman",2552310,"HITCH",1,0.666430397594488,0.666430397594488,1,0,1
"ILB","Denzel Perryman",2552310,"SLANT",1,0.204941435392839,0.204941435392839,1,0,0
"CB","Denzel Ward",2560916,"GO",2,-1.78148916546083,-0.890744582730416,0.5,0,1
"CB","Denzel Ward",2560916,"HITCH",3,-0.123277966226063,-0.0410926554086878,0.666666666666667,0,1
"CB","Denzel Ward",2560916,"IN",1,0.107696754750384,0.107696754750384,1,0,1
"CB","Denzel Ward",2560916,"OUT",2,-0.224300236462814,-0.112150118231407,0.5,0,2
"CB","Denzel Ward",2560916,"POST",1,-0.327159187132658,-0.327159187132658,0,0,0.5
"CB","Denzel Ward",2560916,"SLANT",2,5.57250666073538,2.78625333036769,1,1,1
"ILB","Deone Bucannon",2543769,"CROSS",2,-0.184552713146331,-0.0922763565731654,0.5,0,2
"ILB","Deone Bucannon",2543769,"OUT",1,0.112906411825468,0.112906411825468,1,0,1
"SS","Derrick Kindred",2555540,"CROSS",1,0.0888312669602042,0.0888312669602042,1,0,1
"SS","Derrick Kindred",2555540,"FLAT",1,0.0406746600012452,0.0406746600012452,1,0,1
"SS","Derrick Kindred",2555540,"GO",1,0.151257993902361,0.151257993902361,1,0,1
"SS","Derrick Kindred",2555540,"POST",1,-0.0603181439815569,-0.0603181439815569,0,0,0
"SS","Derrick Kindred",2555540,"SLANT",1,-0.0114420294682619,-0.0114420294682619,0,0,1
"OLB","Derrick Morgan",496828,"FLAT",1,-0.322205672646413,-0.322205672646413,0,0,0
"OLB","Derrick Morgan",496828,"OUT",1,0.00274682477177435,0.00274682477177435,1,0,1
"SS","Derwin James",2560760,"ANGLE",1,-0.04262923290606,-0.04262923290606,0,0,0
"SS","Derwin James",2560760,"CORNER",1,0.0187708538308137,0.0187708538308137,1,0,0
"SS","Derwin James",2560760,"FLAT",1,0.183687459756988,0.183687459756988,1,0,1
"SS","Derwin James",2560760,"HITCH",1,-0.14753311706949,-0.14753311706949,0,0,0
"SS","Derwin James",2560760,"OUT",1,-0.306806468442275,-0.306806468442275,0,0,0
"SS","Derwin James",2560760,"SCREEN",1,0.176563429380979,0.176563429380979,1,0,0.5
"SS","Derwin James",2560760,"SLANT",1,-0.324089417112169,-0.324089417112169,0,0,1
"CB","DeShawn Shead",2535609,"CROSS",1,-0.197350016435107,-0.197350016435107,0,0,0.5
"CB","DeShawn Shead",2535609,"HITCH",3,6.47951115975102,2.15983705325034,0.666666666666667,1,2
"CB","DeShawn Shead",2535609,"OUT",3,-0.207231321486804,-0.0690771071622678,0,0,3
"CB","DeShawn Shead",2535609,"SLANT",1,-0.962041160598528,-0.962041160598528,0,0,0
"CB","Desmond King",2557927,"CROSS",1,-0.379428229760751,-0.379428229760751,0,0,1
"CB","Desmond King",2557927,"FLAT",3,-0.214692834462664,-0.0715642781542214,0.666666666666667,0,2
"CB","Desmond King",2557927,"IN",1,-0.256314760649301,-0.256314760649301,0,0,0
"CB","Desmond King",2557927,"OUT",1,1.14116947355298,1.14116947355298,1,0,0
"CB","Desmond King",2557927,"POST",1,0.0444092431659859,0.0444092431659859,1,0,1
"CB","Desmond King",2557927,"SLANT",2,0.075559318043353,0.0377796590216765,0.5,0,1
"CB","Desmond Trufant",2539334,"CROSS",2,0.0882686712486359,0.044134335624318,1,0,1.5
"CB","Desmond Trufant",2539334,"FLAT",1,0.191031826252586,0.191031826252586,1,0,1
"CB","Desmond Trufant",2539334,"HITCH",11,-1.06420947910108,-0.0967463162819164,0.545454545454545,0,10
"CB","Desmond Trufant",2539334,"IN",2,0.132832311387656,0.0664161556938282,0.5,0,2
"CB","Desmond Trufant",2539334,"OUT",9,0.719746364881695,0.0799718183201884,0.666666666666667,0,4
"CB","Desmond Trufant",2539334,"POST",2,0.623279421050291,0.311639710525145,0.5,0,2
"CB","Desmond Trufant",2539334,"SLANT",4,0.107366739067707,0.0268416847669267,0.5,0,2.5
"CB","DeVante Bausby",2553790,"GO",2,-3.37650580934341,-1.68825290467171,0,0,1
"CB","DeVante Bausby",2553790,"HITCH",2,-0.925230931232422,-0.462615465616211,0,0,0
"CB","DeVante Bausby",2553790,"IN",1,0.233823313365113,0.233823313365113,1,0,1
"CB","DeVante Bausby",2553790,"OUT",1,-0.486404697912788,-0.486404697912788,0,0,1
"CB","DeVante Bausby",2553790,"SLANT",1,0.0716071049991706,0.0716071049991706,1,0,1
"OLB","Devante Bond",2555307,"OUT",1,-0.198919310679346,-0.198919310679346,0,0,1
"OLB","Devante Bond",2555307,"POST",1,-0.885708854889069,-0.885708854889069,0,0,0
"OLB","Devante Bond",2555307,"WHEEL",1,0.207264526678215,0.207264526678215,1,0,1
"FS","Devin McCourty",494287,"CROSS",1,-0.0237534514343751,-0.0237534514343751,0,0,1
"FS","Devin McCourty",494287,"FLAT",1,-0.282982170561133,-0.282982170561133,0,0,1
"FS","Devin McCourty",494287,"GO",1,1.40921084344102,1.40921084344102,1,0,1
"FS","Devin McCourty",494287,"HITCH",1,0.026386909573547,0.026386909573547,1,0,1
"FS","Devin McCourty",494287,"OUT",1,-0.402314069923454,-0.402314069923454,0,0,1
"FS","Devin McCourty",494287,"SLANT",1,-0.0853893212632651,-0.0853893212632651,0,0,1
"CB","Dexter McDougle",2543608,"CORNER",1,0.0563683507399806,0.0563683507399806,1,0,1
"CB","Dominique Rodgers-Cromartie",306,"HITCH",1,0.279989712227964,0.279989712227964,1,0,0
"MLB","Dont'a Hightower",2533057,"FLAT",1,0.165229472202555,0.165229472202555,1,0,0
"MLB","Dont'a Hightower",2533057,"IN",1,-0.223397211375119,-0.223397211375119,0,0,0
"MLB","Dont'a Hightower",2533057,"OUT",1,0.0350269734086059,0.0350269734086059,1,0,0
"CB","Donte Jackson",2560753,"GO",3,-2.73127110195231,-0.910423700650771,0.333333333333333,0,1
"CB","Donte Jackson",2560753,"HITCH",2,0.116836656148726,0.058418328074363,0.5,0,1.5
"CB","Donte Jackson",2560753,"IN",1,-0.632997503847723,-0.632997503847723,0,0,1
"CB","Donte Jackson",2560753,"OUT",5,0.13148808519436,0.0262976170388721,0.8,0,5
"CB","Donte Jackson",2560753,"POST",2,1.80402872251986,0.902014361259928,1,0,2
"CB","Donte Jackson",2560753,"SLANT",6,-0.676435475511187,-0.112739245918531,0.666666666666667,0,3
"CB","Donte' Deayon",2556512,"FLAT",1,0.00666155872464524,0.00666155872464524,1,0,1
"LB","Dorian O'Daniel",2560827,"FLAT",1,-0.104243099856028,-0.104243099856028,0,0,0
"LB","Dorian O'Daniel",2560827,"OUT",1,-0.144554441886078,-0.144554441886078,0,0,0
"CB","Dre Kirkpatrick",2533060,"GO",3,0.114090760684221,0.038030253561407,0.333333333333333,0,3
"CB","Dre Kirkpatrick",2533060,"HITCH",3,-0.0147184549297213,-0.00490615164324043,0.333333333333333,0,3
"CB","Dre Kirkpatrick",2533060,"IN",2,-0.0503754765149941,-0.025187738257497,0.5,0,2
"CB","Dre Kirkpatrick",2533060,"OUT",5,1.22413054042103,0.244826108084206,0.8,0,5
"CB","Dre Kirkpatrick",2533060,"POST",1,-0.456474089661235,-0.456474089661235,0,0,0
"CB","Dre Kirkpatrick",2533060,"SLANT",4,-0.543917023275298,-0.135979255818824,0.5,0,1
"LB","Duke Ejiofor",2560714,"CROSS",1,-0.642254169529174,-0.642254169529174,0,0,1
"OLB","Duke Riley",2557967,"CROSS",1,-0.0762684392161116,-0.0762684392161116,0,0,0
"OLB","Duke Riley",2557967,"HITCH",1,-1.1044156999259,-1.1044156999259,0,0,1
"OLB","Duke Riley",2557967,"IN",1,-4.08280644929426,-4.08280644929426,0,0,0
"FS","Duron Harmon",2541243,"IN",1,0.207686159460233,0.207686159460233,1,0,1
"FS","Duron Harmon",2541243,"OUT",1,0.139689317329252,0.139689317329252,1,0,1
"FS","Duron Harmon",2541243,"POST",1,-4.21411296672673,-4.21411296672673,0,0,0
"FS","Duron Harmon",2541243,"SLANT",1,0.72638621291591,0.72638621291591,1,0,1
"ILB","Dylan Cole",2559152,"FLAT",1,-0.0724317558376418,-0.0724317558376418,0,0,1
"ILB","Dylan Cole",2559152,"OUT",1,0.277890141298398,0.277890141298398,1,0,1
"CB","E.J. Gaines",2543823,"GO",1,0.0230123919180962,0.0230123919180962,1,0,1
"CB","E.J. Gaines",2543823,"HITCH",2,0.218131515707009,0.109065757853504,1,0,1
"CB","E.J. Gaines",2543823,"IN",1,-0.15799212221515,-0.15799212221515,0,0,1
"CB","E.J. Gaines",2543823,"POST",1,0.0566193917971871,0.0566193917971871,1,0,1
"FS","Eddie Jackson",2558176,"CROSS",1,-0.0923030639446876,-0.0923030639446876,0,1,1
"SS","Eddie Pleasant",2532928,"HITCH",1,-0.145447910300509,-0.145447910300509,0,0,1
"MLB","Elandon Roberts",2556119,"CROSS",2,0.401355547370179,0.200677773685089,1,0,2
"MLB","Elandon Roberts",2556119,"HITCH",1,-1.25471797683063,-1.25471797683063,0,0,0
"MLB","Elandon Roberts",2556119,"OUT",2,-0.917603857767959,-0.45880192888398,0.5,0,1
"CB","Eli Apple",2555277,"CORNER",1,0.0742030714499626,0.0742030714499626,1,0,1
"CB","Eli Apple",2555277,"CROSS",1,-0.340264956127433,-0.340264956127433,0,0,1
"CB","Eli Apple",2555277,"GO",1,-0.281619599797032,-0.281619599797032,0,0,1
"CB","Eli Apple",2555277,"HITCH",4,-0.960675284273952,-0.240168821068488,0.5,0,2
"CB","Eli Apple",2555277,"IN",3,-0.091523900791753,-0.0305079669305843,0.666666666666667,0,3
"CB","Eli Apple",2555277,"OUT",6,0.437425892732865,0.0729043154554775,1,0,5
"CB","Eli Apple",2555277,"POST",3,0.076226652687166,0.0254088842290553,0.666666666666667,0,2
"CB","Eli Apple",2555277,"SLANT",4,-0.181659640298401,-0.0454149100746002,0.5,0,3
"LB","Elijah Lee",2558121,"CROSS",1,-0.124337589372507,-0.124337589372507,0,0,1
"LB","Elijah Lee",2558121,"HITCH",1,0.0798500862459531,0.0798500862459531,1,0,0
"LB","Elijah Lee",2558121,"OUT",3,0.939011839876894,0.313003946625631,0.666666666666667,0,1
"MLB","Eric Kendricks",2552312,"ANGLE",1,0.496961156585581,0.496961156585581,1,0,1
"MLB","Eric Kendricks",2552312,"FLAT",1,0.267876923755406,0.267876923755406,1,0,1
"MLB","Eric Kendricks",2552312,"HITCH",2,-0.36636946931773,-0.183184734658865,0.5,0,2
"MLB","Eric Kendricks",2552312,"OUT",5,-0.00602105829915601,-0.0012042116598312,0.8,0,4
"MLB","Eric Kendricks",2552312,"SCREEN",3,-1.1996467609215,-0.399882253640501,0,0,1
"FS","Eric Murray",2555173,"IN",2,-0.245157306893394,-0.122578653446697,0.5,0,1
"CB","Eric Rowe",2552255,"CROSS",2,-0.344627938083088,-0.172313969041544,0,0,2
"CB","Eric Rowe",2552255,"GO",1,-0.305110591347781,-0.305110591347781,0,0,1
"CB","Eric Rowe",2552255,"HITCH",1,0.198008227938693,0.198008227938693,1,0,1
"CB","Eric Rowe",2552255,"OUT",1,-0.0539982869239273,-0.0539982869239273,0,0,1
"FS","Eric Weddle",2495775,"HITCH",1,-0.21766953844256,-0.21766953844256,0,0,1
"FS","Eric Weddle",2495775,"SLANT",1,0.111096977751461,0.111096977751461,1,0,0
"OLB","Eric Wilson",2559012,"OUT",2,-0.414417498605002,-0.207208749302501,0,0,1
"SS","Erik Harris",2555568,"SLANT",1,-0.0572434885158725,-0.0572434885158725,0,0,1
"CB","Fabian Moreau",2558136,"CROSS",3,-1.8364526669757,-0.612150888991898,0.333333333333333,0,2
"CB","Fabian Moreau",2558136,"GO",2,-0.046710040184585,-0.0233550200922925,0.5,0,0.5
"CB","Fabian Moreau",2558136,"OUT",9,3.93715120678945,0.437461245198828,0.666666666666667,1,7
"CB","Fabian Moreau",2558136,"POST",4,-4.90689955309981,-1.22672488827495,0.75,0,2
"CB","Fabian Moreau",2558136,"SLANT",1,0.167158894865001,0.167158894865001,1,0,0.5
"LB","Foye Oluokun",2561132,"CROSS",1,-0.707284358400135,-0.707284358400135,0,0,0
"LB","Foye Oluokun",2561132,"FLAT",2,1.14352632733253,0.571763163666266,1,0,1
"LB","Foye Oluokun",2561132,"GO",1,0.529510970241519,0.529510970241519,1,0,1
"LB","Foye Oluokun",2561132,"HITCH",4,1.10951728570582,0.277379321426455,0.75,0,2.5
"LB","Foye Oluokun",2561132,"OUT",1,-0.44636766684335,-0.44636766684335,0,0,1
"LB","Frankie Luvu",2561366,"FLAT",1,0.0924978410630252,0.0924978410630252,1,0,0
"LB","Fred Warner",2560917,"ANGLE",1,0.0880162771231935,0.0880162771231935,1,0,1
"LB","Fred Warner",2560917,"CROSS",4,0.13248496140034,0.0331212403500851,0.5,0,3
"LB","Fred Warner",2560917,"FLAT",2,-0.022487327217294,-0.011243663608647,0.5,0,1
"LB","Fred Warner",2560917,"HITCH",1,0.0371267008976401,0.0371267008976401,1,0,0
"LB","Fred Warner",2560917,"OUT",1,-0.0388244578160649,-0.0388244578160649,0,0,1
"LB","Fred Warner",2560917,"POST",1,-0.01933296167492,-0.01933296167492,0,0,0
"CB","Gareon Conley",2558062,"CORNER",2,-0.51497185211564,-0.25748592605782,0.5,0,1
"CB","Gareon Conley",2558062,"CROSS",1,-0.721696338229862,-0.721696338229862,0,0,0
"CB","Gareon Conley",2558062,"FLAT",1,0.219846079870608,0.219846079870608,1,0,1
"CB","Gareon Conley",2558062,"GO",1,0.421187203068619,0.421187203068619,1,0,1
"CB","Gareon Conley",2558062,"IN",1,-0.723113567799669,-0.723113567799669,0,0,1
"CB","Gareon Conley",2558062,"OUT",3,-0.668067950522219,-0.22268931684074,0.333333333333333,0,1
"CB","Gareon Conley",2558062,"POST",1,-0.0475327667581584,-0.0475327667581584,0,0,1
"CB","Gareon Conley",2558062,"SLANT",3,0.635608812952425,0.211869604317475,0.666666666666667,0,2
"LB","Genard Avery",2560964,"ANGLE",1,0.017380398664423,0.017380398664423,1,0,1
"ILB","Gerald Hodges",2539293,"ANGLE",2,0.82788868484067,0.413944342420335,1,0,2
"ILB","Gerald Hodges",2539293,"FLAT",1,-0.124933904364814,-0.124933904364814,0,0,0
"ILB","Gerald Hodges",2539293,"HITCH",3,-0.13869431665647,-0.0462314388854899,0.333333333333333,0,3
"ILB","Gerald Hodges",2539293,"OUT",1,-0.884127249582421,-0.884127249582421,0,0,0
"FS","Glover Quin",71441,"CROSS",2,-0.411488903424708,-0.205744451712354,0,0,1
"FS","Glover Quin",71441,"IN",1,0.0502590772168221,0.0502590772168221,1,0,1
"FS","Glover Quin",71441,"OUT",2,0.302617595583363,0.151308797791682,0.5,0,1.5
"CB","Grant Haley",2561001,"CROSS",4,-5.35889007204387,-1.33972251801097,0.75,0,3
"CB","Grant Haley",2561001,"FLAT",1,-0.0687904195725806,-0.0687904195725806,0,0,1
"CB","Grant Haley",2561001,"HITCH",1,0.00524890105637477,0.00524890105637477,1,0,1
"CB","Grant Haley",2561001,"OUT",5,-1.17134096128263,-0.234268192256526,0.4,0,2
"CB","Grant Haley",2561001,"SLANT",1,1.18484257661314,1.18484257661314,1,0,1
"CB","Greg Mabin",2558971,"GO",1,0.118059482338146,0.118059482338146,1,0,1
"CB","Greg Mabin",2558971,"OUT",2,0.31297767148519,0.156488835742595,1,0,1
"DB","Greg Stroman",2560886,"GO",2,-0.468184220048133,-0.234092110024066,0,0,0
