"qualifying","position","displayName","nflId_def","targets","completions","interceptions","completion_perc","interception_perc","e_comp_perc","e_int_perc","completions_saved","completions_saved_per_target","interceptions_created","interceptions_created_per_target","expected_epa","actual_epa","epa_pass_arrived_avg","epa_result_avg","eps_saved_ball_skills","eps_saved_ball_skills_per_target","eps_int_returns","ball_hawk_ints","ball_hawk_ints_eps","ball_hawk_eps_int_returns","ball_hawk_pbus","ball_hawk_pbus_eps","ball_skills_penalties","avg_ball_skills_penalties_eps","ball_skills_penalties_eps","PB","routes","e_ball_hawk_eps","eps_saved_ball_skills_per_target_w_penalties","eps_saved_ball_skills_w_penalties","hands_on_ball_plays","hands_on_ball_rate","eps_ball_hawk"
1,"CB","Mike Ford",2561527,19,17,0,0.894736842105263,0,0.805885415263158,0.0257302829068421,-1.68817711,-0.0888514268421053,-0.48887537523,-0.0257302829068421,11.4007029066009,13.5511983644557,0.600036995084259,0.7132209665503,-2.15049545785479,-0.113183971466042,0,0,0,0,0,0,0,0,0,1,123,0.395788723332157,-0.113183971466042,-1.49048470594396,1,0.0526315789473684,-0.395788723332157
1,"SS","Justin Simmons",2555550,15,12,0,0.8,0,0.794084622,0.0155011341606667,-0.0887306700000003,-0.00591537800000002,-0.23251701241,-0.0155011341606667,8.85075636365764,10.8728521505028,0.590050424243843,0.724856810033523,-2.02209578684521,-0.134806385789681,0,0,0,0,0,0,0,0,0,1,104,0.334650627858084,-0.134806385789681,-1.50103466691561,1,0.0666666666666667,-0.334650627858084
1,"CB","Malcolm Butler",2550613,46,32,1,0.695652173913043,0.0217391304347826,0.660548669869565,0.0430422448134783,-1.614761186,-0.0351035040434782,-0.97994326142,-0.0213031143786956,29.2336110108816,32.3449184295595,0.635513282845251,0.703150400642598,-3.11130741867797,-0.0676371177973472,1.6417421324799,0,0,0,0,0,0,0,0,8,301,0.968556144089261,-0.0676371177973472,-1.51338665089387,9,0.195652173913043,-0.968556144089261
1,"CB","Joe Haden",496733,45,28,1,0.622222222222222,0.0222222222222222,0.630619489555556,0.0501777851466667,0.377877030000001,0.00839726733333335,-1.2580003316,-0.0279555629244444,17.7270537628865,13.8522769542413,0.393934528064143,0.307828376760918,3.87477680864517,0.0861061513032259,-0.000976447054348961,0,0,0,1,1.25952328904666,3,-2.42797530284063,-7.2839259085219,9,351,1.12944586902103,-0.0710239395807652,-1.74175351610201,10,0.208333333333333,0.130077420025626
1,"CB","Tre'Davious White",2557867,25,18,0,0.72,0,0.6727988524,0.0341117928168,-1.18002869,-0.0472011476,-0.85279482042,-0.0341117928168,16.9114519909817,19.6418702079522,0.676458079639268,0.785674808318086,-2.73041821697047,-0.109216728678819,0,0,0,0,2,2.27232721451852,0,0,0,5,319,1.0264764450647,-0.109216728678819,-1.8619830170878,5,0.2,1.24585076945382
1,"CB","Aaron Colvin",2543501,13,10,0,0.769230769230769,0,0.626600926153846,0.0526549370923077,-1.85418796,-0.142629843076923,-0.6845141822,-0.0526549370923077,3.65592096925688,5.98538655786255,0.281224689942837,0.460414350604811,-2.32946558860567,-0.179189660661974,0,0,0,0,0,0,0,0,0,1,107,0.34430401135399,-0.179189660661974,-1.87787928466668,1,0.0769230769230769,-0.34430401135399
1,"SS","Rafael Bush",2507817,10,10,0,1,0,0.891208762,0.004699204553,-1.08791238,-0.108791238,-0.04699204553,-0.004699204553,8.50292932602048,10.7466539627467,0.850292932602048,1.07466539627467,-2.24372463672621,-0.224372463672621,0,0,0,0,0,0,0,0,0,0,103,0.331432833359448,-0.224372463672621,-1.89635055677314,0,0,-0.331432833359448
1,"CB","Tre Flowers",2560728,25,18,0,0.72,0,0.6913722388,0.0461440857732,-0.715694030000002,-0.0286277612000001,-1.15360214433,-0.0461440857732,16.1680363302282,18.4902401046866,0.646721453209127,0.739609604187466,-2.32220377445848,-0.0928881509783392,0,0,0,0,0,0,1,-0.494241471866227,-0.494241471866227,3,292,0.939595993601543,-0.108324817166335,-1.91327263844673,3,0.115384615384615,-0.939595993601543
1,"DB","Isaac Yiadom",2560946,17,13,1,0.764705882352941,0.0588235294117647,0.739250635294118,0.0354233572852941,-0.4327392,-0.0254552470588235,0.39780292615,0.0234001721264706,9.30586683066702,12.1235677558002,0.547403931215707,0.713151044458835,-2.81770092513317,-0.165747113243128,0.147305938770142,0,0,0,0,0,0,0,0,2,122,0.392570928833521,-0.165747113243128,-2.22716498921296,3,0.176470588235294,-0.392570928833521
1,"DB","Greg Stroman",2560886,12,10,0,0.833333333333333,0,0.80756967,0.01101399816,-0.309163960000001,-0.0257636633333334,-0.13216797792,-0.01101399816,10.9492386864759,13.6782742409089,0.912436557206322,1.13985618674241,-2.72903555443302,-0.227419629536085,0,0,0,0,1,0.58015132634904,0,0,0,2,131,0.42153107932124,-0.227419629536085,-2.31218665848934,2,0.166666666666667,0.1586202470278
1,"CB","Nickell Robey-Coleman",2540197,9,7,0,0.777777777777778,0,0.739640035555556,0.0313795216877778,-0.34323968,-0.0381377422222222,-0.28241569519,-0.0313795216877778,5.1714727141583,6.77234024605568,0.574608079350922,0.752482249561742,-1.60086753189738,-0.17787417021082,0,0,0,0,0,0,1,-1.21293028655271,-1.21293028655271,2,170,0.547025064768021,-0.281379781845008,-2.46642373849702,2,0.2,-0.547025064768021
1,"CB","Darryl Roberts",2553353,16,11,0,0.6875,0,0.643198006875,0.04700367058625,-0.708831890000001,-0.044301993125,-0.75205872938,-0.04700367058625,9.41332868245642,12.6270186079094,0.588333042653526,0.789188662994339,-3.21368992545299,-0.200855620340812,-0.0453779898260698,1,1.84232050050046,-0.0453779898260698,1,1.41659339495842,0,0,0,4,141,0.453709024307594,-0.200855620340812,-2.65789139752809,4,0.25,2.80520487115128
1,"CB","Orlando Scandrick",2307,37,23,1,0.621621621621622,0.027027027027027,0.615649389297297,0.0489208492378378,-0.220972595999999,-0.00597223232432431,-0.8100714218,-0.0218938222108108,13.9411474907877,16.6427425559487,0.376787770021289,0.449803852863477,-2.70159506516096,-0.073016082842188,0.971023567474583,0,0,0,1,0.392316876925297,2,-0.796892931681936,-1.59378586336387,9,296,0.952467171596084,-0.110137972526278,-2.94062201670787,10,0.256410256410256,-0.560150294670788
1,"FS","Tyrann Mathieu",2540180,14,11,0,0.785714285714286,0,0.647699227857143,0.0520166263178571,-1.93221081,-0.138015057857143,-0.72823276845,-0.0520166263178571,3.35498124095958,6.99416781843661,0.239641517211399,0.499583415602615,-3.63918657747702,-0.259941898391216,-0.00218321765519347,1,3.99670277779736,-0.00218321765519347,0,0,0,0,0,3,138,0.444055640811688,-0.259941898391216,-3.15286286554273,3,0.214285714285714,3.55264713698567
1,"CB","Richard Sherman",2495507,19,13,0,0.684210526315789,0,0.688990654684211,0.0577052291684211,0.0908224390000001,0.00478012836842106,-1.0963993542,-0.057705229168421,14.4788471380336,18.5162983808421,0.762044586212294,0.974542020044322,-4.03745124280852,-0.212497433832027,0,0,0,0,0,0,0,0,0,3,262,0.84306215864248,-0.212497433832027,-3.3774404908977,3,0.157894736842105,-0.84306215864248
1,"CB","Brian Poole",2556445,23,18,0,0.782608695652174,0,0.736914396956522,0.0213602021895652,-1.05096887,-0.0456942986956521,-0.49128465036,-0.0213602021895652,14.1660097018528,18.4936679615853,0.615913465297947,0.804072520068926,-4.32765825973251,-0.188159054770979,0,0,0,0,0,0,0,0,0,1,197,0.633905516231178,-0.188159054770979,-3.52869787584046,1,0.0434782608695652,-0.633905516231178
1,"CB","Quinton Dunbar",2553796,20,16,0,0.8,0,0.72404481,0.029567941055,-1.5191038,-0.07595519,-0.5913588211,-0.029567941055,11.1876654685607,15.4797234364743,0.559383273428037,0.773986171823713,-4.29205796791354,-0.214602898395677,0,0,0,0,0,0,0,0,0,3,141,0.453709024307594,-0.214602898395677,-3.5973098080074,3,0.15,-0.453709024307594
1,"CB","Shareece Wright",2495251,20,14,0,0.7,0,0.626666998,0.039383365838,-1.46666004,-0.073333002,-0.78766731676,-0.039383365838,13.4761596277232,17.9315012375799,0.673807981386158,0.896575061878997,-4.45534160985676,-0.222767080492838,0,0,0,0,0,0,0,0,0,4,208,0.669301255716167,-0.222767080492838,-3.76059344995063,4,0.2,-0.669301255716167
1,"CB","Dre Kirkpatrick",2533060,34,20,0,0.588235294117647,0,0.650386057941176,0.0412825947288235,2.11312597,0.0621507638235294,-1.40360822078,-0.0412825947288235,21.7175857949696,22.8530090656772,0.63875252338146,0.672147325461094,-1.13542327070754,-0.0333948020796335,0,0,0,0,0,0,2,-1.94679937231754,-3.89359874463507,7,286,0.92028922660973,-0.139695055981739,-3.77847532751157,7,0.194444444444444,-0.92028922660973
1,"CB","Terrance Mitchell",2543637,16,11,0,0.6875,0,0.70674582125,0.02499163736875,0.307933139999999,0.01924582125,-0.3998661979,-0.02499163736875,9.83787435124153,13.1508125130403,0.614867146952595,0.821925782065019,-3.31293816179878,-0.207058635112424,0,0,0,0,0,0,1,-1.41861027556233,-1.41861027556233,3,130,0.418313284822605,-0.2783263786683,-4.14101250144089,3,0.176470588235294,-0.418313284822605
1,"FS","Vonn Bell",2555530,12,9,0,0.75,0,0.6666232375,0.036300220603,-1.00052115,-0.0833767625,-0.435602647236,-0.036300220603,4.61253688119193,9.26838048981966,0.384378073432661,0.772365040818305,-4.65584360862773,-0.387986967385644,0,0,0,0,0,0,0,0,0,1,106,0.341086216855355,-0.387986967385644,-4.23899471268405,1,0.0833333333333333,-0.341086216855355
1,"CB","Xavier Rhodes",2540155,32,24,0,0.75,0,0.7224539384375,0.0248950839982813,-0.881473970000002,-0.0275460615625001,-0.796642687945,-0.0248950839982813,16.2515488896792,19.0756031264183,0.507860902802475,0.596112597700571,-2.82405423673906,-0.0882516948980957,0,0,0,0,1,1.47307210130065,2,-1.4428669457044,-2.88573389140879,5,260,0.836626569645209,-0.167934944945525,-4.52871625630743,5,0.147058823529412,0.636445531655443
1,"CB","Tavon Young",2555378,18,12,0,0.666666666666667,0,0.65562105,0.02964083775,-0.1988211,-0.0110456166666667,-0.5335350795,-0.02964083775,12.6506644115484,17.8491644198507,0.702814689530466,0.99162024554726,-5.19850000830229,-0.288805556016794,0,0,0,0,0,0,0,0,0,2,153,0.492322558291219,-0.288805556016794,-4.57322666438677,2,0.111111111111111,-0.492322558291219
1,"CB","Artie Burns",2555344,11,9,0,0.818181818181818,0,0.681049365454545,0.0672588020636364,-1.50845698,-0.137132452727273,-0.7398468227,-0.0672588020636364,12.9881539124055,17.9875610554911,1.18074126476413,1.63523282322646,-4.99940714308564,-0.454491558462331,0,0,0,0,0,0,0,0,0,0,111,0.357175189348532,-0.454491558462331,-4.61729565513726,0,0,-0.357175189348532
1,"CB","Anthony Brown",2555531,22,15,0,0.681818181818182,0,0.628053272727273,0.03407022688,-1.182828,-0.0537649090909091,-0.74954499136,-0.03407022688,10.3994345616847,15.8461196659258,0.472701570985669,0.720278166632991,-5.4466851042411,-0.247576595647323,0,0,0,0,0,0,0,0,0,5,197,0.633905516231178,-0.247576595647323,-4.68246212834435,5,0.227272727272727,-0.633905516231178
1,"SS","Malcolm Jenkins",79848,11,9,0,0.818181818181818,0,0.702341951818182,0.0175201983545455,-1.27423853,-0.115839866363636,-0.1927221819,-0.0175201983545455,5.69691671327618,11.3003335690554,0.517901519388744,1.02730305173231,-5.6034168557792,-0.509401532343564,0,0,0,0,0,0,0,0,0,2,150,0.482669174795313,-0.509401532343564,-5.22130536783083,2,0.181818181818182,-0.482669174795313
1,"CB","T.J. Carrie",2550164,33,22,0,0.666666666666667,0,0.642547701060606,0.0431465454263636,-0.795925865000001,-0.0241189656060606,-1.42383599907,-0.0431465454263636,10.8488765866714,13.6385121090691,0.328753835959739,0.413288245729365,-2.78963552239767,-0.0845344097696263,0,0,0,0,0,0,3,-1.24399128424528,-3.73197385273584,4,306,0.984645116582438,-0.181155815975931,-5.27106268730247,4,0.111111111111111,-0.984645116582438
1,"CB","Michael Davis",2559164,28,22,0,0.785714285714286,0,0.749081940714286,0.0178321384842857,-1.02570566,-0.036632345,-0.49929987756,-0.0178321384842857,15.7957715814123,19.2702829490764,0.564134699336153,0.688224391038443,-3.47451136766414,-0.124089691702291,0,0,0,0,1,0.104386004738141,3,-1.01647794342187,-3.04943383026562,6,222,0.714350378697063,-0.210449845094508,-5.44708555007525,6,0.193548387096774,-0.609964373958922
1,"CB","DeShawn Shead",2535609,10,10,0,1,0,0.806292738,0.018363838977,-1.93707262,-0.193707262,-0.18363838977,-0.018363838977,5.70241389081485,11.5242829864477,0.570241389081485,1.15242829864477,-5.8218690956329,-0.58218690956329,0,0,0,0,0,0,0,0,0,0,111,0.357175189348532,-0.58218690956329,-5.47449501567983,0,0,-0.357175189348532
1,"CB","Shaquill Griffin",2558259,38,28,0,0.736842105263158,0,0.691921244105263,0.0321275539157895,-1.706992724,-0.0449208611578947,-1.2208470488,-0.0321275539157895,22.2530327132302,26.8654848205011,0.585606124032374,0.706986442644766,-4.61245210727088,-0.121380318612392,0,0,0,0,0,0,2,-1.15459582517827,-2.30919165035654,5,340,1.09405012953604,-0.173041093940686,-5.53214743781516,5,0.125,-1.09405012953604
1,"SS","Derwin James",2560760,9,8,0,0.888888888888889,0,0.668025923333333,0.0323719760866667,-1.98776669,-0.220862965555556,-0.29134778478,-0.0323719760866667,3.0308195766825,7.47075476268983,0.336757730742499,0.830083862521092,-4.43993518600733,-0.493326131778593,0.10334813151558,1,3.74398288928501,0.10334813151558,0,0,1,-1.75893113970396,-1.75893113970396,2,129,0.415095490323969,-0.619886632571129,-5.85149224575822,2,0.2,3.32888739896105
1,"CB","Marcus Peters",2552488,28,19,1,0.678571428571429,0.0357142857142857,0.642335013392857,0.0456354442496071,-1.014619625,-0.0362364151785715,-0.277792438989,-0.00992115853532143,23.2282107749616,28.5893702696277,0.829578956248628,1.02104893820099,-5.3611594946661,-0.191469981952361,4.85399438959926,0,0,0,0,0,2,-0.816640000843863,-1.63328000168773,3,237,0.762617296176594,-0.233147983211794,-5.95231725649463,4,0.133333333333333,-0.762617296176594
1,"CB","Fabian Moreau",2558136,27,21,0,0.777777777777778,0,0.696536260740741,0.0271006374162963,-2.19352096,-0.0812415170370371,-0.73171721024,-0.0271006374162963,16.8986888754065,23.8653363692151,0.625877365755797,0.883901347007965,-6.96664749380853,-0.258023981252168,0,0,0,0,0,0,2,-0.179886321698001,-0.359772643396002,2,258,0.830190980647938,-0.252635177144984,-6.31903530534064,2,0.0689655172413793,-0.830190980647938
1,"CB","James Bradberry",2555175,48,32,0,0.666666666666667,0,0.65782689625,0.0380041166704167,-0.424308979999999,-0.00883977041666665,-1.82419760018,-0.0380041166704167,29.0908476727459,37.0900856780269,0.60605932651554,0.772710118292227,-7.99923800528099,-0.166650791776687,0,0,0,0,0,0,0,0,0,9,323,1.03934762305924,-0.166650791776687,-6.33184242150627,9,0.1875,-1.03934762305924
1,"CB","Bobby McCain",2552434,27,21,0,0.777777777777778,0,0.76577879962963,0.027293237012963,-0.32397241,-0.0119989781481481,-0.73691739935,-0.027293237012963,15.5190116205889,23.1155793598828,0.574778208169961,0.856132568884549,-7.59656773929389,-0.281354360714588,0,0,0,0,1,1.04788458671948,0,0,0,2,239,0.769052885173865,-0.281354360714588,-6.65865772342061,2,0.0740740740740741,0.278831701545614
1,"CB","Casey Hayward",2532861,31,22,0,0.709677419354839,0,0.613143022580645,0.0514158253351613,-2.9925663,-0.0965343967741936,-1.59389058539,-0.0514158253351613,20.015202461294,27.1156256770832,0.645651692299806,0.874697602486556,-7.10042321578927,-0.229045910186751,0,0,0,0,2,1.40852709010756,1,-0.756045287178046,-0.756045287178046,4,361,1.16162381400739,-0.245514640717729,-6.7448714471175,4,0.125,0.246903276100178
1,"CB","Nevin Lawson",2543872,24,18,0,0.75,0,0.631404533333333,0.0388904010416667,-2.8462912,-0.118595466666667,-0.933369625,-0.0388904010416667,12.7724137488471,20.4304629213896,0.532183906201961,0.851269288391233,-7.65804917254255,-0.319085382189273,0,0,0,0,0,0,2,-0.091360829346864,-0.182721658693728,3,278,0.894546870620647,-0.301568108893703,-6.9375982233583,3,0.115384615384615,-0.894546870620647
1,"CB","Jalen Mills",2555383,25,19,0,0.76,0,0.6677942964,0.0357679191308,-2.30514259,-0.0922057036,-0.89419797827,-0.0357679191308,10.7304124915045,17.8298164512616,0.429216499660179,0.713192658050465,-7.09940395975716,-0.283976158390286,0,0,0,0,1,0.205271824331526,1,-0.750918865038316,-0.750918865038316,6,160,0.514847119781667,-0.301935493261365,-6.94715021691751,6,0.230769230769231,-0.309575295450141
1,"CB","Buster Skrine",2495343,30,22,0,0.733333333333333,0,0.676997652,0.027080256825,-1.69007044,-0.0563356813333333,-0.81240770475,-0.027080256825,12.8293210781859,18.9116583344715,0.427644035939532,0.630388611149049,-6.08233725628551,-0.202744575209517,0,0,0,0,2,1.3063632391352,1,-1.96936423323856,-1.96936423323856,5,185,0.595291982247553,-0.25973230611368,-6.97484184166957,5,0.161290322580645,0.711071256887649
1,"FS","Budda Baker",2558009,20,17,0,0.85,0,0.72129389,0.035728781673,-2.5741222,-0.12870611,-0.71457563346,-0.035728781673,3.14648395830958,8.83959947230433,0.157324197915479,0.441979973615217,-5.69311551399475,-0.284655775699738,0,0,0,0,0,0,3,-0.861263963081759,-2.58379188924528,1,184,0.592074187748917,-0.359865539271306,-7.47794701934798,1,0.0434782608695652,-0.592074187748917
1,"CB","Rashaan Melvin",2541200,27,19,1,0.703703703703704,0.037037037037037,0.629322427037037,0.0393439297251852,-2.00829447,-0.0743812766666666,-0.0622861025800001,-0.00230689268814815,14.6073816357025,20.4794755750499,0.541014134655647,0.758499095372218,-5.8720939393474,-0.21748496071657,0.0753619433972088,0,0,0,1,1.01711198109563,1,-2.71410198532631,-2.71410198532631,4,207,0.666083461217532,-0.306649854452632,-7.61354850080512,5,0.178571428571429,0.351028519878101
1,"CB","Marshon Lattimore",2558061,39,28,0,0.717948717948718,0,0.685108365025641,0.0486405075406154,-1.280773764,-0.0328403529230769,-1.896979794084,-0.0486405075406154,24.4586704308738,30.7706055113044,0.62714539566343,0.788989884905242,-6.31193508043067,-0.161844489241812,0,0,0,0,2,1.59021686903859,2,-1.43134675423296,-2.86269350846592,9,341,1.09726792403468,-0.223771428997478,-7.75039486108902,9,0.219512195121951,0.492948945003911
1,"LB","Roquan Smith",2560877,21,20,0,0.952380952380952,0,0.817757844761905,0.00588952608571429,-2.82708526,-0.134623107619048,-0.1236800478,-0.00588952608571429,5.66594354821025,13.3019265129984,0.269806835629059,0.633425072047541,-7.63598296478811,-0.363618236418482,-0.896821946619556,1,5.78048940347151,-0.896821946619556,0,0,1,-0.880467237177366,-0.880467237177366,0,125,0.402224312329427,-0.387111372816613,-7.75222722606873,0,0,5.37826509114208
1,"CB","Trumaine Johnson",2532877,19,16,2,0.842105263157895,0.105263157894737,0.699976396315789,0.0360391413642105,-2.70044847,-0.142128866842105,1.31525631408,0.0692240165305263,5.8875367678215,11.3625915889608,0.309870356201132,0.598031136261094,-5.47505482113928,-0.288160780059962,1.78337046198181,0,0,0,0,0,2,-1.52048265052405,-3.0409653010481,0,210,0.675736844713438,-0.405524767723209,-7.78653455428594,2,0.0952380952380952,-0.675736844713438
1,"CB","Troy Hill",2553536,14,11,1,0.785714285714286,0.0714285714285714,0.61584431,0.0741128927107143,-2.37817966,-0.169869975714286,-0.0375804979500001,-0.00268432128214286,11.9032294894527,20.2103624895573,0.850230677818052,1.44359732068266,-8.30713300010455,-0.593366642864611,-0.777550001245707,0,0,0,0,0,0,0,0,2,117,0.376481956340344,-0.593366642864611,-7.82080928817026,3,0.214285714285714,-0.376481956340344
1,"CB","Grant Haley",2561001,16,13,0,0.8125,0,0.65802827875,0.038226747790625,-2.47154754,-0.15447172125,-0.61162796465,-0.038226747790625,6.67652601456115,15.4648927761929,0.417282875910072,0.966555798512054,-8.78836676163171,-0.549272922601982,0,0,0,0,0,0,0,0,0,1,135,0.434402257315782,-0.549272922601982,-8.23256823370681,1,0.0625,-0.434402257315782
1,"CB","Trae Waynes",2552448,24,20,0,0.833333333333333,0,0.688267890416667,0.02852145266875,-3.48157063,-0.145065442916667,-0.68451486405,-0.02852145266875,7.90779077791607,16.9579412663535,0.32949128241317,0.706580886098063,-9.05015048843744,-0.377089603684893,0,0,0,0,0,0,1,-0.343725228253495,-0.343725228253495,4,226,0.727221556691605,-0.375755028667637,-8.52544051680827,4,0.16,-0.727221556691605
1,"CB","Josh Jackson",2560755,28,19,0,0.678571428571429,0,0.613753681785714,0.0589291517467857,-1.81489691,-0.0648177467857144,-1.65001624891,-0.0589291517467857,13.7580125518175,23.331131290452,0.491357591136338,0.833254688944714,-9.57311873863452,-0.341897097808376,0,0,0,0,0,0,0,0,0,7,243,0.781924063168407,-0.341897097808376,-8.60047131476594,7,0.25,-0.781924063168407
1,"CB","Adoree' Jackson",2558065,41,30,2,0.731707317073171,0.0487804878048781,0.644750343658537,0.0379560169095122,-3.56523591,-0.0869569734146341,0.44380330671,0.0108244708953659,26.2685553465567,33.2106268927319,0.640696471867237,0.810015290066631,-6.94207154617517,-0.169318818199394,2.51711252034958,0,0,0,0,0,2,-1.61959256422592,-3.23918512845183,4,278,0.894546870620647,-0.236773411037837,-8.68754813082882,6,0.13953488372093,-0.894546870620647
1,"CB","Darqueze Dennard",2543474,30,22,0,0.733333333333333,0,0.747096333,0.036130708445,0.41288999,0.0137629996666667,-1.08392125335,-0.036130708445,12.9163811745557,21.2326598451003,0.430546039151855,0.707755328170009,-8.31627867054463,-0.277209289018154,0,0,0,0,0,0,1,-1.74952422589228,-1.74952422589228,5,218,0.701479200702522,-0.3247033192399,-8.9889432485824,5,0.161290322580645,-0.701479200702522
1,"CB","Chidobe Awuzie",2557840,46,30,0,0.652173913043478,0,0.663376895869565,0.0305824234702174,0.515337209999998,0.0112029828260869,-1.40679147963,-0.0305824234702174,28.667101865127,39.7292815392552,0.623197866633195,0.863680033462071,-11.0621796741283,-0.240482166828876,1.42492069168293,1,3.53240575476028,1.42492069168293,0,0,0,0,0,7,327,1.05221880105378,-0.240482166828876,-9.46425890634417,7,0.152173913043478,2.4801869537065
1,"CB","Josh Norman",2532920,34,27,2,0.794117647058823,0.0588235294117647,0.702961677352941,0.0443280111470588,-3.09930297,-0.0911559697058824,0.492847621,0.0144955182647059,12.3843205744682,20.3679360013312,0.364244722778476,0.599056941215624,-7.98361542686303,-0.234812218437148,2.51087139328451,0,0,0,1,0.232559674897881,1,-2.98974127488679,-2.98974127488679,4,341,1.09726792403468,-0.313524477192852,-9.75754742191408,6,0.171428571428571,-0.864708249136797
1,"CB","Rasul Douglas",2558168,25,22,1,0.88,0.04,0.7073470192,0.0539137194852,-4.31632452,-0.1726529808,-0.34784298713,-0.0139137194852,14.4911617395622,25.1490189494268,0.579646469582487,1.00596075797707,-10.6578572098646,-0.426314288394583,-0.347488500512788,0,0,0,0,0,0,0,0,0,186,0.598509776746188,-0.426314288394583,-9.78942200998192,1,0.04,-0.598509776746188
1,"CB","Trevor Williams",2556828,17,14,0,0.823529411764706,0,0.652895477647059,0.03290562273,-2.90077688,-0.170633934117647,-0.55939558641,-0.03290562273,10.574716716456,21.4370807152921,0.622042159791531,1.26100474795836,-10.8623639988361,-0.638962588166827,3.73359176751783,1,5.29983998638926,3.73359176751783,0,0,0,0,0,2,128,0.411877695825334,-0.638962588166827,-10.2718280629158,2,0.117647058823529,4.88796229056393
1,"CB","P.J. Williams",2552484,21,16,0,0.761904761904762,0,0.652725917142857,0.02955901312,-2.29275574,-0.109178844761905,-0.62073927552,-0.02955901312,11.9265265767282,23.1814908992115,0.567929836987059,1.10388051901007,-11.2549643224832,-0.535950682023011,0,0,0,0,1,2.21443472468943,0,0,0,4,243,0.781924063168407,-0.535950682023011,-10.5254787545818,4,0.19047619047619,1.43251066152103
1,"CB","Brent Grimes",2506861,30,22,0,0.733333333333333,0,0.696875703533333,0.053026970059,-1.093728894,-0.0364576298000001,-1.59080910177,-0.053026970059,16.9146189016402,28.7384196050909,0.563820630054674,0.957947320169697,-11.8238007034507,-0.394126690115023,0,0,0,0,0,0,0,0,0,4,241,0.775488474171136,-0.394126690115023,-10.7816784635915,4,0.133333333333333,-0.775488474171136
1,"CB","B.W. Webb",2539338,27,19,0,0.703703703703704,0,0.577776729259259,0.0527602849777778,-3.40002831,-0.125926974444444,-1.4245276944,-0.0527602849777778,14.984265905585,25.1480499670877,0.554972811317963,0.931409258040285,-10.1637840615027,-0.376436446722322,0,0,0,0,0,0,2,-1.05914959522908,-2.11829919045816,4,325,1.04578321205651,-0.423520112136581,-11.274698420097,4,0.137931034482759,-1.04578321205651
1,"CB","Torry McTyer",2559053,15,13,0,0.866666666666667,0,0.719017361333333,0.0546316201933333,-2.21473958,-0.147649305333333,-0.8194743029,-0.0546316201933333,9.46600195611001,20.4996707997366,0.631066797074001,1.36664471998244,-11.0336688436266,-0.735577922908438,0,0,0,0,1,1.06115013083378,1,-0.966515911317776,-0.966515911317776,0,110,0.353957394849896,-0.750011547184022,-11.4443862270194,0,0,0.707192735983883
1,"CB","Phillip Gaines",2543851,16,13,0,0.8125,0,0.74251079125,0.02849000943625,-1.11982734,-0.06998920875,-0.45584015098,-0.02849000943625,10.4655104820984,17.2183639978265,0.654094405131148,1.07614774986416,-6.75285351572813,-0.422053344733008,0,0,0,0,0,0,2,-2.76771133480994,-5.53542266961987,1,130,0.418313284822605,-0.682682010297111,-11.6630028414325,1,0.0555555555555556,-0.418313284822605
1,"CB","Bradley Roby",2543505,45,32,1,0.711111111111111,0.0222222222222222,0.675558366,0.0359282087093333,-1.59987353,-0.0355527451111111,-0.61676939192,-0.0137059864871111,25.5178917676978,37.8314608515211,0.567064261504396,0.840699130033801,-12.3135690838232,-0.273634868529405,2.4657521213354,0,0,0,0,0,1,-1.35748435547314,-1.35748435547314,8,323,1.03934762305924,-0.297196813897747,-12.0731326715123,9,0.195652173913043,-1.03934762305924
1,"CB","Robert Alford",2539653,47,37,0,0.787234042553192,0,0.711841696808511,0.0309052001521277,-3.54344025,-0.0753923457446809,-1.45254440715,-0.0309052001521277,28.3200434207329,39.8051142782828,0.602554115334743,0.846917325069846,-11.4850708575498,-0.244363209735103,0,0,0,0,0,0,4,-0.674079316901895,-2.69631726760758,8,373,1.20023734799101,-0.278066433826616,-12.4097803173968,8,0.156862745098039,-1.20023734799101
1,"CB","Donte Jackson",2560753,29,22,2,0.758620689655172,0.0689655172413793,0.712764852413793,0.0305799795958621,-1.32981928,-0.0458558372413793,1.11318059172,0.0383855376455172,25.8264301107613,38.4854067561129,0.890566555543492,1.3270829915901,-12.6589766453516,-0.436516436046607,-0.311009601334982,0,0,0,0,0,1,-1.62646408121522,-1.62646408121522,2,278,0.894546870620647,-0.476181357552228,-13.2433184867076,4,0.133333333333333,-0.894546870620647
1,"CB","Prince Amukamara",2495108,48,35,0,0.729166666666667,0,0.73704462,0.03015098083,0.378141759999998,0.0078779533333333,-1.44724707984,-0.03015098083,18.4754834305534,30.0606744911128,0.384905904803197,0.626264051898183,-11.5851910605594,-0.241358147094987,0,0,0,0,0,0,4,-0.985106161427276,-3.9404246457091,8,369,1.18736616999647,-0.298569532812855,-13.7192704905125,8,0.153846153846154,-1.18736616999647
1,"CB","Ken Crawley",2556735,23,18,0,0.782608695652174,0,0.696201265217391,0.017420106573913,-1.9873709,-0.0864074304347825,-0.4006624512,-0.017420106573913,19.0868561440829,31.0365151501571,0.829863310612299,1.34941370218074,-11.9496590060742,-0.519550391568444,0,0,0,0,0,0,2,-1.32701944752572,-2.65403889505144,4,146,0.469797996800771,-0.584147916045026,-13.735262701243,4,0.16,-0.469797996800771
